ID	AUTHOR	YEAR	LIST_SUFFIX	ITEMS	TAGS	SOURCE_LANGUAGE	TARGET_LANGUAGE	URL	REFS	PDF	NOTE	PAGES	ALIAS
Rzymski-2020-1624	Christoph Rzymski and Tiago Tresoldi and Simon J. Greenhill and Mei-Shin Wu and Nathanael E. Schweikhard and Maria Koptjevskaja-Tamm and Volker Gast and Timotheus A. Bodt and Abbie Hantgan and Gereon A. Kaiping and Sophie Chang and Yunfan Lai and Natalia Morozova and Heini Arjava and Nataliia Hübler and Ezequiel Koile and Steve Pepper and Mariann Proos and Briana Van Epps and Ingrid Blanco and Carolin Hundt and Sergei Monakhov and Kristina Pianykh and Sallona Ramesh and Russell D. Gray and Robert Forkel and Johann-Mattis List	2020		1624	annotated, relations, ranked	English	Global	http://clics.clld.org	Rzymski2020		This is the concept list underlying the third release of the [Database of Cross-Linguistic Colexifications (CLICS3)](http://clics.clld.org) (for the first version see, [List 2014](:bib:List2014). The data comprises 3156 language varieties and 2906 distinct Concepticon concept sets. Instead of providing full graphs for the networks, we provide links to the major clusters for each concept in CLICS. The column ``CENTRAL_CONCEPT`` lists the most central node in each of the community clusters in CLICS3. The community identifier is listed in column ``COMMUNITY``. The columns ``FAMILY_FREQUENCY``, ``LANGUAGE_FREQUENCY`` and ``WORD_FREQUENCY`` list the number of times a translation for a given concept occurs in the CLICS3 data. The columns ``DEGREE``, ``WEIGHTED_FAMILY_DEGREE``  and ``WEIGHTED_LANGUAGE_DEGREE`` contain the unweighted and weighted degree for each node.		
Morse-1996-375	Morse, Nancy L.	1996		375	areal, questionnaire	Spanish, English	Sáliba	https://www.sil.org/resources/archives/69059	Morse1996		This list of 375 items was used as a questionnaire for the indigenous South American language Sáliba. The items to be elicited were given both in English and Spanish and originated from a merged concept list of [Rowe](:ref:Rowe-1954-232) and Swadesh, most likely [his 100-item list from 1955](:ref:Swadesh-1955-100). The Swadesh items were additionally marked with an asterisk although we could find some incongruous markings there.		
Zettersten-2020-24a	Zettersten, Martin and Lupyan, Gary	2020	a	24	naming test, colors	English	English	https://doi.org/10.1016/j.cognition.2019.104135	Zettersten2020		This list comprises the color stimuli used in experiment 1A, 1B, 2A, 2B in [Zettersten and Lupyan (2020)](:bib:Zettersten2020). The study conducted seven experiments in which participants learned categories composed of colors and shapes that were either easy or more difficult to name in English.	5, 9	
Zettersten-2020-16b	Zettersten, Martin and Lupyan, Gary	2020	b	16	naming test	English	English	https://doi.org/10.1016/j.cognition.2019.104135	Zettersten2020		This list comprises the shape stimuli used in experiment 3A and 3B in [Zettersten and Lupyan (2020)](:bib:Zettersten2020). The study conducted seven experiments in which participants learned categories composed of colors and shapes that were either easy or more difficult to name in English. The association values come from [Vanderplas and Garvin (1959)](:bib:Vanderplas1959).	15	
Gauchat-1925-480	Gauchat, Louis and Jeanjaquet, Jules and Tappolet, Ernest	1925		480	questionnaire	French	French dialects of Switzerland		Gauchat1925		This questionnaire was used to study differences between Romandy dialects in Switzerland. It consists of 480 items which often can be taken together to form phrases. Our translation has tried to reflect this in so far as we have not translated the items point-by-point, but rather tried to determine the overall meaning of the intended phrase first. The concept mapping is sporadic and follows a couple of rules. We first mapped all nouns that have a direct article and appear in singular. In a second run, we tried to map missing nouns that had not been mapped, which appear with an indirect article or in plural or other forms. The same was done for the verbs, giving preference where possible to a clear infinitive, rather than inflected verb forms.	2-159	
Ratcliffe-2021-100	Ratcliffe, Robert R.	2020		100	areal, questionnaire	English	Arabic dialects	https://doi.org/10.1163/22105832-01001100	Ratcliffe2021		This concept list is supposed to reflect [Swadesh's list of 100 items](:ref:Swadesh-1955-100) and was used for a lexicostatistic study of Arabic dialects. The mappings may differ in some cases from the original list of Swadesh, as we had problems to identify some meanings unambiguously from the glosses (for RAIN, for example, no further specification was given). The list was provided in WORD format in the supplementary material of the study and turned out to be corrupted by space characters inserted inside almost all words including the numbers. These spaces were deliberately deleted in our version, to allow for a convenient inspection of the list.	1-29	
Davletshin-2012-100	Davletshin, Albert	2012		100	basic, proto-language	English	Uto-Aztecan languages	https://doi.org/10.31826/9781463235406-005	Davletshin2012	Davletshin2012	The concepts for this list were taken from [Swadesh's 100-item list](:ref:Swadesh-1955-100) and formed the basis for comparing 9 different Uto-Aztecan languages. Based on this comparison, the author proposed possible corresponding forms of Proto-Aztecan. The concept «small» is actually missing from the proto-word list but was included in the Aztecan word list on pp. 84-90.	91	
Yao-2017-1100	Yao, Zhao and Wu, Jia and Zhang, Yanyan and Wang, Zhenhong	2017		1100	ratings	English, Chinese	Chinese	https://link.springer.com/article/10.3758/s13428-016-0793-2#Sec12	Yao2017		This data set contains ratings for affective variables (i.e., valence and arousal) and various semantic variables (concreteness, imageability, context availability, and familiarity) of 1,100 Chinese words. The ratings for all variables were collected with 9-point Likert scales. 	1374-1385	
Grierson-1928-168	Grierson, George Abraham	1928		168	basic, questionnaire	English	South Asian languages	https://dsal.uchicago.edu/books/lsi	Grierson1928		This list of 168 items for more than 380 language varieties edited by Grierson [Grierson 1928](:bib:Grierson1928) from the comparative vocabulary volume.	2-337	
Hartmann-2013-162	Hartmann, Iren and Haspelmath, Martin and Taylor, Bradley	2013		162	questionnaire	English	Global	http://valpal.info	Hartmann2013		The online database ValPaL (Valency Patterns Leipzig) was created to study behaviour of verbs in different valency contexts. The concepts in this list are meant to be representative of the verbal lexicon and are reported as showing distinctive syntactic behaviour within and across languages.		
Lundgren-2020-275	Lundgren, Olof	2020		275	areal	English	The Tupí–Guaraní languages Omagua and Kokama and their closest relative Tupinambá	https://lup.lub.lu.se/student-papers/search/publication/9007022	Lundgren2020		This 275-item list underlies the result of cognate detection in the Tupí–Guaraní languages Omagua and Kokama and their closest relative Tupinambá. The initial lexical data was drawn from the Tupí–Guaraní Comparative Lexical Dataset ([Chousou-Polydouri et al. 2019](:bib:ChousouPolydouri2019)). The cognate data were then used for the phonological reconstruction of their most recent common ancestor, Proto-Omagua–Kokama–Tupinambá.	89-97	
Ruhlen-1998-36	Ruhlen, Merritt	1998		36	basic, areal	English	Yeniseian and Na-Dene	https://www.pnas.org/content/pnas/95/23/13994.full.pdf	Ruhlen1998		The basic concepts in this list serve to compare Proto-Yeniseian and Proto-Na-Dene cognates which are not widely shared by other language families. The author argues that this large amount of cognates of basic vocabulary can only be explained by a common ancestor language.	13995-13996	
Lee-2015-246	Lee, Sean	2015		246	basic, areal	English	Koreanic	https://doi.org/10.1371/journal.pone.0128448	Lee2015		The basic concepts in this list are selected to &quot;quantitatively describe the evolutionary characteristics&quot; (of Koreanic).	e0128448	
Urban-2016-160	Urban, Matthias	2016		160	basic	English	Global		Urban2016	Urban2016	This list of 160 nominal items was compiled in order to compare morphological complexity across 78 languages of different language families. The concepts were organized into four semantic categories relating to nature, artifacts, the body and temporal concepts (plus some miscellaneous words). The list is not directly based on another concept list, although [Brown 1999](:bib:Brown1999) and [Buck 1949](:ref:Buck-1949-1110) provided some inspiration.	571-572	
Sims-2020-253	Nathaniel A. Sims	2020		253	proto-language, areal	English	Northeastern Trans-Himalayan language varieties spoken in Sìchuān, China	https://evols.library.manoa.hawaii.edu/handle/10524/52460	Sims2020		The given list underlies the study on the reconstruction of tone for the proto-Rma language. It re-examines the data, taken from [Evans 2001](:bib:Evans2001) and [Sims 2014](:bib:Sims2014), and draws on the cognates from the non-tonal Rónghóng variety [LaPolla and Huang 2003](:bib:LaPolla2003). Although previous research suggested that proto-Rma was a non-tonal language and that tonal varieties underwent tonogenesis, the current study provides the evidence that proto-Rma had a two-way tonal contrast.		
Josserand-1983-188	Josserand, Judy Katherine	1983		188	basic, areal	Spanish, English	Mixtec languages		Josserand1983	Josserand1983	This concept list consists of 188 cognate sets [Josserand (1983)](:bib:Josserand1983) used for subgrouping. The cognate sets cover 120 varieties (coverage differs across cognate sets) and a proto-Mixtec reconstruction for each concept. Tones are not marked.	489-678	
Duerr-1987-110	Dürr, Michael	1987		110	basic, areal	English	Mixtec languages		Durr1987	Duerr1987	This concept list consists of 110 cognate sets across 17 varieties of Mixtec including a proto-Mixtec reconstruction for each. It was used by [Dürr (1987)](:bib:Durr1987) for tone reconstruction. It overlaps to some degree with Josserand 1983.	38-55	
Zhang-2019-308	Zhang, Shuya and Jacques, Guillaume and Lai, Yunfan	2019		308	basic		rGyalrong and Old Chinese	https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3149499	Zhang2019		This list of 308 items was extracted from a study on cognates among rGyalrong languages and Old Chinese. Since the data is a collection of etymological items with very divergent meanings and elicitation glosses, we assembled the data for each language separately and added a unified layer of translation.	73-92	
Wu-2020-150	Wu, Winston and Nicolai, Garrett and Yarowsky, David	2020		150	basic, ranked	English	Global	https://www.aclweb.org/anthology/2020.lrec-1.519	Wu2020	Wu2020	The given list is a result of the automatic creation of the core vocabulary, based on the relative coverage of each target concept across 1895 bilingual dictionaries found in the LanguageNet multiligual lexicon [(Baldwin et al. 2010)](:bib:Baldwin2010). It represents a subset of the 150 most frequent glosses from the larger 3000-item vocabulary, sorted in descending order.	4212	
Steinthal-1875-1549	Steinthal, Chajim Heymann	1875		1549	historical, questionnaire	German	Global	https://www.biodiversitylibrary.org/item/121160#page/565/mode/1up	Steinthal1875		The article from which this concept list was taken was intended as a guide for non-linguist travellers to gather language information on a scientific basis and includes sections on vocabulary, grammar, phonology, and means of acquiring reliable linguistic data. The items themselves stem only from the section «Zum Wortschatz» (On Vocabulary). In addition to concepts from many domains, they include some anthropological notes as well as general concept categories. Wherever feasible, those broader categories (e.g. fingers of the hand, cardinal directions or numbers from 1 to 100) were broken up into concrete concepts, which is why there are the columns ORIGINAL (the concepts and categories as found in the source) and GERMAN (the broken down and split up concepts).	560-565	
Dellert-2018-1016	Dellert, Johannes and Buch, Armin	2018		1016	ranked, relations	German	Global	https://figshare.com/s/c9cf9057614928909d86	Dellert2018		This list provides information on basicness and stability for 1,016 concepts. The concepts are ranked by their suitability for inclusion in Swadesh-style lists of basic stable concepts. The stability measure for a concept is called local-global distance correlation (lgc). The average information content (inf) is the measure for basicness.		
Goddard-2011-63	Goddard, Cliff	2011		63	specific	English	Global		Goddard2011	Goddard2011	This list contains concept labels for 63 semantic primes based on the proposals of [Natural Semantic Metalanguage](https://de.wikipedia.org/wiki/Natural_Semantic_Metalanguage). The data is taken from a chart that provides an overview of the semantic primes including explanations. Whenever possible, the explanations were composed in semantic primes.		
Baroni-2011-200	Baroni, Marco and Lenci, Alessandro	2011		200	relations	English	English	https://sites.google.com/site/geometricalmodels/shared-evaluation	Baroni2011		This list contains 200 concrete nouns (100 animate and 100 inanimate) from different semantic fields. The data includes information on the following semantic relations: hyperonymy, cohyponymy, meronymy as well as typical attributes, events, and random associations. It can be used as a benchmark for computational models. The relations were selected by the authors using a number of sources, including WordNet, ConceptNet, Wikipedia and the semantic norms of [McRae et al. (2005)](:bib:McRae2005).		BLESS
Hill-2015-999	Hill, Felix and Reichart, Roi and Korhonen, Anna	2015		999	relations	English	English	https://fh295.github.io/simlex.html	Hill2015		SimLex999 is a set of 999 associations between two word pairs containing similarity annotations and concreteness values for each word pair. The word pairs were split into two lines to make a mapping to the Concepticon concepts possible. Note that the order is only relevant to the column ASSOCIATION_STRENGTH.		SimLex999
Luangthongkum-2019-341	Luangthongkum, Theraphan	2019		341	questionnaire, areal	English	Karenic varieties spoken in Thailand	https://evols.library.manoa.hawaii.edu/bitstream/10524/52441/D01Luangthongkum2019view.pdf	Luangthongkum2019		The given 341-item list was created in the reconstruction of the phonology and lexicon of Proto-Karen, based on the ten selected Karenic varieties spoken in Thailand. The data for the analysis comes from the author’s fieldwork notes, made in the North and West of Thailand.	xvi-xliv	
Pepper-2020-100	Pepper, Steve	2020		100	specific	English	Global		Pepper2020		The items in this list were used for a typological investigation of the morphology and semantics of binominal lexemes, i.e. of concepts typically expressed by nominal compounds, across 106 different languages.	393-394	
PharaoHansen-2020-100	Pharao Hansen, Magnus	2020		100	basic, areal	Spanish	Southern Uto-Aztecan languages		Pharao2020		The given 100-item list was initially taken from [Miller-1984-100](:ref:Miller-1984-100) and was used in the preliminary analysis of the relationship between the six selected languages within the Southern Uto-Aztecan branch based on a wide range of empirical data.		
Miller-1984-100	Miller, Wick R.	1984		100	basic, areal	Spanish	Uto-Aztecan languages		Miller1984	Miller1984	The current list represents a modified version of [Swadesh-1955-100](:ref:Swadesh-1955-100) with twelve substitutions. The pronouns and demonstratives found in Swadesh-1955-100 were omitted and replaced with the concepts denoting simple actions (e.g. SING, VOMIT) and natural phenomena (e.g., WIND, SNOW, SKY). The resulted list was used in the reconstruction of the Uto-Aztecan language tree based on the investigation of cognate sets in the selected thirty-two languages.	9-12	
Mountain-1978-267	Mountain, Kathy	1978		267	areal	Spanish	Tucanoan languages		Mountain1978		This list compares 267 concepts across 12 different Tucanoan languages of South America. The concepts were taken from a merged 375-item list containing concepts attributed to both Swadesh and [Rowe](:ref:Rowe-1954-232); the original concept numbers of that foundational list are indicated in the respective column here.	10-53	
Loukotka-1954-45	Loukotka, Čestmír	1954		45	basic, areal	Spanish, English	South American languages		Rowe1954	Rowe1954	This 45-item list was used in a comparative study of South American languages and served as the basis for their preliminary classification ([Loukotka 1944](:bib:Loukotka1944)). Since the list is not readily available as it was not officially provided by the author, it was retrieved from [Rowe 1954](:bib:Rowe1954). Moreover, the study contains a lot of unpublished material, and Loukotka gives no discussion of the evidence for the classification which is claimed to be based on a rather rudimentary method. What also needs to be mentioned is the discrepancy between the Spanish gloss *tigre* and its English translation *wildcat*, added by the author himself. We suspect that the reference was made in relation to the so-called «big cat», the more general term of wild cat species belonging to the genus Panthera. Interestingly, the same peculiar discrepancy could also be found in [Huber-1992-375](:ref:Huber-1992-375), which seems to confirm our assumption.	24	
Chacon-2019-220	Chacon, Thiago Costa and Gonçalves, Artur Garcia and da Silva, Lucas Ferreira	2019		243	basic, areal	Portuguese	Arawakan languages	https://doi.org/10.15446/fyf.v32n2.80814	Chacon2019		A 243-item list (note that the list actually contains 243 items in contrast to the 220 stated in the paper) used as the basis for a comparative and dialectogical analysis of Arawak languages and its varieties from the Upper Rio Negro in Brazil. The data are based on documents created by missionaries in the 1950s. 		
Rowe-1954-232	Rowe, John Howland	1954		232	areal	Spanish	South American languages		Rowe1954b	Rowe1954b	This list was used for a comparison of native South American languages and for exploring their potential relatedness; the items include basic concepts as well as areally specific concepts from the natural domain. It was in part inspired by the works of Curt Nimuendajú and has in turn given rise to a larger concept list termed Swadesh-Rowe which was put together and used mainly by SIL linguists working on South American languages.	137-146	
Williamson-1973-118	Williamson, Kay	1973		118	basic, areal, questionnaire	English, French, German	Benue-Congo languages		Williamson1973		This list was used by members of the West African Linguistic Society to compare basic vocabulary of Benue-Congo languages and to determine the position of Bantu within that subgroup. Language informants as well as previously written texts were used to gather the respective terms for the concepts. The French and German glosses seem to be an addendum to the original English concept list.	xxxiv-xxxvii	
Johansson-2020-344	Johansson, Niklas Erben and Anikin, Andrey and Carling, Gerd and Holmer, Arthur	2020		344	basic	English	Global	https://doi.org/10.1515/lingty-2020-2034	Johansson2020a	Johansson2020a	The given 344-item concept list underlies the analysis of sound symbolic patterns across 245 language families. The supposedly stable and universal items of the concept list include the 56 oppositional concepts from [Johansson (2017)](:ref:Johansson-2017-56), 64 kinship terms two steps from the ego with relative age distinctions, and a combination of classical basic vocabulary lists, such as [Swadesh’s list of 100 items](:ref:Swadesh-1971-100), [the Leipzig-Jakarta list (Haspelmath & Tadmor 2009)](:ref:Tadmor-2009-100), and a list by [Goddard and Wierzbicka’s (2002)](:ref:Goddard-2002-59). The information on the 59 concepts, favoring sound symbolism, is taken from Appendix 1 and added to the column called ``SOUND_SYMBOLIC``, where «1» indicates the concepts with sound-meaning associations whereas «0» means the lack thereof.	262-263	
Johansson-2017-56	Johansson, Niklas Erben	2017		56	basic, specific	English	Global	http://doi.org/10.1075/ill.15	Johansson2017		The present list was compiled in the phonosemantic study which investigated cross-linguistic phoneme distributions of 56 fundamental oppositional concepts across 75 genetically and areally distributed languages. The concepts, selected for this purpose, are organized in antonymous pairs, and the column PAIR reflects which antonyms belong together. The internal order of the items in the column ORDER, with one member being mentioned first, does not imply the hierachical superiority or salience of one element over the other but simply reflects the order in which the words are listed in the source. The concept data for this list were derived from [Swadesh (1971)](:ref:Swadesh-1971-100); [Holman et al. (2008)](:ref:Holman-2008-40); [Pagel et al. (2013)](:ref:Pagel-2013-23); [Goddard and Wierzbicka (2002)](:ref:Goddard-2002-59), and [Willners (2001)](:bib:Willners2001).		
Tjuka-2020-171	Tjuka, Annika	2020		171	body parts,specific	English	Global	https://doi.org/10.5281/zenodo.4058506	Tjuka2020		The list includes 171 body part concepts. Each concept was categorized into human, animal, or human/animal. In addition, the concepts received tags for gender (male/female) and if applicable, a reference for the relation to other body parts (part of, instance of).		
Gabelentz-1892-1074	Gabelentz, Georg von der	1892		1074	historical, questionnaire	German	Global	https://archive.org/details/HandbuchZurAufnahmeFremderSprachen/page/n41/mode/2up	Gabelentz1892		This historical list was compiled as a typological resource for missionaries and travellers who might want to assist in collecting data on foreign languages. The items are grouped by categories reflecting word classes and sub-categories reflecting a semantic ordering.		
Miklashevsky-2018-506	Miklashevsky, Alex	2018		506	ratings	English, Russian	Russian	https://doi.org/10.1007/s10936-017-9548-1	Miklashevsky2018		The list presents normative data on the modality (visual, auditory, haptic, olfactory, and gustatory) ratings, vertical spatial localization of the object, manipulability, imageability, age of acquisition, and subjective frequency for 506 Russian nouns.		
Morucci-2019-643	Morucci, Piermatteo and Bottini, Roberto and Crepaldi, Davide	2019		643	ratings	English, Italian	Italian	https://osf.io/a3bjm/	Morucci2019		The list presents modality norms for 643 Italian adjectives, which referred to one of the five perceptual modalities (touch, audition, vision, smell, and taste) or were abstract. The ratings also include psycholinguistic variables (age of acquisition, familiarity, contextual availability).		
BirketSmith-1928-510	Birket-Smith, Kaj	1928		510	basic, areal, historical	English	Inuinnaqtun and Natsilingmiutut		BirketSmith1928	BirketSmith1928	This list was used by members of the Fifth Thule Expedition (between the years of 1921 to 1924) to collect words from three dialects spoken by the indigenous people living in «Arctic America» (northern Canada). The author notes that a linguistic survey was not the main focus of the expedition, but that a basic linguistic study still was to be attempted, given the «extremely slight material otherwise available from the Central Eskimos». Although the author states that the list has 500 items, it actually has 510 items in total when expanding all alternative glosses in the list and by including the numerals in the total count.		
Chen-2019-61	Chen, I-Hsuan and Zhao, Qingqing and Long, Yunfei and Lu, Qin and Huang, Chu-Ren	2019		61	ratings	English	Chinese	https://figshare.com/articles/dataset/Mandarin_Chinese_modality_exclusivity_norms/7747022	Chen2019		The list presents modality exclusivity norms for 61 Chinese adjectives rated on visual, auditory, haptic, gustatory, and olfactory associations. The adjectives are two-character compounds.		
Chen-2019-171	Chen, I-Hsuan and Zhao, Qingqing and Long, Yunfei and Lu, Qin and Huang, Chu-Ren	2019		171	ratings	English, Chinese	Chinese	https://figshare.com/articles/dataset/Mandarin_Chinese_modality_exclusivity_norms/7747022	Chen2019		The list presents modality exclusivity norms for 171 Chinese adjectives rated on visual, auditory, haptic, gustatory, and olfactory associations. The adjectives are single-character words.		
Speed-2017-485	Speed, Laura J. and Majid, Asifa	2017		485	ratings	English, Dutch	Dutch	https://doi.org/10.3758/s13428-017-0852-3	Speed2017		The list presents modality exclusivity norms for 485 Dutch nouns rated on visual, auditory, haptic, gustatory, and olfactory associations. The authors also collected ratings of emotion (valence, dominance, and arousal) to assess its role in perceptual space simulation.		
Gallatin-1836-180	Gallatin, Albert	1836		180	basic, areal, historical	English	Native languages in North America		Gallatin1836	Gallatin1836	This list was used in Gallatin’s groundbreaking ethnographic work on the native languages in North America, particularly in the areas west and north-west of the Rocky Mountains. The selection process for items on the list was centered around the idea of showing the differences between the different native languages. As such, the glosses were built from basic vocabulary as well as very general concepts, thought to exist in the majority of languages under investigation.	307-367	
Hale-1846-179	Hale, Horatio	1846		179	basic, areal, historical	English	Native languages in the north-western United States		Hale1846	Hale1846	This list was used to collect basic vocabularies of the native tribes living west of the Rocky Mountains (up to the Pacific coast) in what was formerly known as Oregon Country. The items in the list are derived from [Albert Gallatin’s work](:bib:Gallatin1836) on basic vocabularies in this area.	570-629	
Zalizniak-2020-2590	Zalizniak, Anna A. and Smirnitskaya, Anna and Russo, Maksim and Mikhailova, Tatiana and Bobrik, Marina and Gruntov, Ilya and Orlova, Maria and Bibaeva, Maria and Voronov, Mikhail	2020		2590	norms, ranked, relations	English	Global	http://datsemshift.ru/	Zalizniak2020		The list presents the most recent version of the Database of Semantic Shifts, from which the major shifts were automatically extracted on 07/10/2020. It expands upon the earlier list taken from [Bulakh et al. (2013)](:ref:Bulakh-2013-870). The aim of of the Database of Semantic Shifts is to collect and classify semantic shifts attested in the languages of the world. The original data contains some ambiguous glosses enclosed in < and > symbols, which we deliberately ignored here. The network underlying the data is displayed in tabular form: the column LINKS contains the concepts (identified by their NUMBER) that show a shift with the given concept, the column WEIGHTS contains the weights for the links, and the column URLs contains those parts of the URL where the shifts can be found.		DatSemShifts2.0
LSDO-2019-462	Language and Social Development Organization	2019		462	basic, areal	English	Kuki-chin languages		LSDO2019		This list was used as a questionnaire for an investigation of Chin dialects, carried out by the Language and Social Development Organization in 2019. Nathan Statezni was so kind to share the original data with us.		
List-2020-1365	List, Johann-Mattis	2020		1365	annotated	English	German	https://calc.hypotheses.org/2545	List2020		This concept list was originally compiled to provide German elicitation glosses for the [Intercontinental Dictionary Series](:ref:Key-2016-1310), but since some difficulties in the exact concepts were detected, the list was modified and now offers several elicitation glosses for one and the same elicitation item in the Intercontinental Dictionary Series, where this was assumed to be important by the author.		
Starostin-2017-401	Starostin, George and Kassian, Alexei and Trofimov, Artem and Zhivlov, Mikhail	2017		401	basic, areal	Russian, English	Nostratic languages	https://starling.rinet.ru/new400/	Starostin2017		This concept list, provided in the form of a database, was compiled to perform lexicostatistical analyses on certain Eurasian languages and proto-languages which might have a Nostratic ancestor. The words were chosen to represent basic meanings common to most languages. Furthermore, semantic links were provided which link several closely connected words within the list.		
Cowen-2020-16	Cowen, Alan S. and Keltner, Dacher and Schroff, Florian and Jou, Brendan and Adam, Hartwig and Prasad, Gautam	2020		16	specific	English	Global	https://doi.org/10.1038/s41586-020-3037-7	Cowen2020		This list of 16 emotions emerged as a result of a machine-learning analysis of large-scaled video material from 144 countries in Arabic, English, French, German, Indonesian, Italian, Japanese, Korean, Mandarin, Polish, Portuguese, Russian, Spanish, Thai, Turkish, and Vietnamese languages. The purpose of the study was to find out what facial expressions are associated with various naturalistic social contexts and determine culturally universal patterns of context–expression association.		
Gerardi-2021-414	Gerardi, Fabrício and Stanislav Reichert and Coelho Aragon, Carolina	2021		414	basic	English,Portuguese	Tupían languages	https://tuled.org/parameters	Gerardi2021a		This list was compiled for a large lexical database of Tupían languages and beyond. The study we provide as reference is not identical with the concept list which we present here, as it belongs to a later version that was consistently mapped to the Concepticon. As a result, the number of items differs from the number mentioned in the study presenting the database.	1-19	
Anonby-2018-1500	Anonby, Erik and Asadi, Ashraf and Nikravan, Pegah	2018		1500	areal, questionnaire	English, Persian	Native languages of Iran	https://carleton.ca/iran/questionnaires/	Anonby2018		This comprehensive list is used as a field work questionnaire for ALI, the Atlas of the Languages of Iran project. It includes basic as well as areally specific terms and groups them into 12 semantic categories plus multiple subcategories. Many concepts are based on [Snider-2004-1700](:ref:Snider-2004-1700).		
Duong-2020-100	Duong, Thu Hang and Nguyen, Thu Quynh and Nguyen, Van Loi	2020		100	basic, questionnaire	English	La Chí languages in Vietnam	https://evols.library.manoa.hawaii.edu/bitstream/10524/52466/1/JSEALS_Special_Publication_6_Anthropologyoflanguage.pdf	Duong2020	Duong2020	The current list was used to investigate some basic characteristics of the La Chí language spoken in Bản Díu, comparing it with La Chí varieties in Bản Máy and Bản Phùng The concepts are claimed to be generally based on the 100-item list of Swadesh (presumably, the [one that dates back to 1955](:ref:Swadesh-1955-100)). The data for the analysis come from the materials collected by Nguyễn Văn Lợi, Nguyễn Thu Quỳnh and Dương Thu Hằng during their field trips in the respective regions.	136-138	
Wittmann-1973-200	Wittmann, Henri Gontran	1973		200	basic, areal	French	Mauritian, Haitian		Wittmann1973		This list, based on [Swadesh’s 200 item list](:ref:Swadesh-1952-200), was used for lexicostatistical analysis of the relatedness between Caribbean Creoles (represented by Haitian in the list) and Mascarene Creoles (represented by Mauritian). The chosen words of both Creole languages were compared among each other and with French with regards to their homosemantic similarity, yielding a greater relatedness of each Creole to French than to each other. Our mappings generally follow the English concepts in Swadesh; however, the French translations may diverge from them in some cases.	94-98	
Gerardi-2021-244	Ferraz Gerardi, Fabrício and Reichert, Stanislav	2021		244	basic, areal	English	Tupi-Guarani languages	https://doi.org/10.1075/dia.18032.fer	Gerardi2021b	Gerardi2021b	This 244-item list was the basis of a pilot study on the classification of 38 Tupían languages. It was later expanded to [414 concepts](:ref:Gerardi-2021-414) as part of the TULED database.	30-35	
Bowern-2021-207a	Bowern, Claire and Epps, Patience and Hill, Jane and Hunley, Keith	2021	a	207	basic, areal	English	Languages spoken by hunter-gatherers in Australia, North America and South America	https://huntergatherer.la.utexas.edu/lexical	Bowern2021		This list is one of three representing the current state of the database “Languages of hunter-gatherers and their neighbors” which includes lexical as well as grammatical data for phylogenetic research. The lexical items were assigned to three main categories (Basic Vocabulary, Flora Fauna Vocabulary, and Culture Vocabulary) and several subcategories; this list contains the items assigned to “Basic Vocabulary”.		Hunter-Gatherer Database
Bowern-2021-342b	Bowern, Claire and Epps, Patience and Hill, Jane and Hunley, Keith	2021	b	342	specific, areal	English	Languages spoken by hunter-gatherers in Australia, North America and South America	https://huntergatherer.la.utexas.edu/lexical	Bowern2021		This list is one of three representing the current state of the database “Languages of hunter-gatherers and their neighbors” which includes lexical as well as grammatical data for phylogenetic research. The lexical items were assigned to three main categories (Basic Vocabulary, Flora Fauna Vocabulary, and Culture Vocabulary) and several subcategories; this list contains the items assigned to “Flora Fauna Vocabulary”.		Hunter-Gatherer Database
Bowern-2021-203c	Bowern, Claire and Epps, Patience and Hill, Jane and Hunley, Keith	2021	c	203	specific, areal	English	Languages spoken by hunter-gatherers in Australia, North America and South America	https://huntergatherer.la.utexas.edu/lexical	Bowern2021		This list is one of three representing the current state of the database “Languages of hunter-gatherers and their neighbors” which includes lexical as well as grammatical data for phylogenetic research. The lexical items were assigned to three main categories (Basic Vocabulary, Flora Fauna Vocabulary, and Culture Vocabulary) and several subcategories; this list contains the items assigned to “Culture Vocabulary”.		Hunter-Gatherer Database
Majid-2015-21	Majid, Asifa and van Staden, Miriam	2015		21	body parts	English	Dutch, Japanese, Indonesian	https://doi.org/10.1111/tops.12159	Majid2015		This is the list of body part terms used in a coloring-in experiment by [Majid and van Staden (2015)](:bib:Majid2015). In some cases the closest translation equivalent across languages was not clear a priori so multiple terms were included (e.g., for belly). Glosses indicate current best translation. Participants were given a sheet of paper with a blank line drawing of an androgonized (originally female) body and had to color-in the given body part. The sheets were scanned afterwards and the colored-in areas were compared.		
Blomberg-2020-160	Blomberg, Frida and Roll, Mikael and Frid, Johan and Lindgren, Magnus and Horne, Merle	2020		160	ratings	English, Swedish	Swedish	https://www.jbe-platform.com/content/journals/10.1075/ml.19021.blo	Blomberg2020		This is a list of experimental stimuli (nouns only). The words were presented visually and the participants performed a lexical decision task while their EEGs were recorded. The words were grouped into four semantic categories: specific, general, emotional, abstract.		
