ID	NUMBER	ENGLISH	POS	LEXIBANK_GLOSS	SWAHILI	CONCEPTICON_ID	CONCEPTICON_GLOSS
Nurse-1975-1038-970a	970a	cut firewood	v.	cut firewood	(ku)tema kuni		
Nurse-1975-1038-971	971	be settled, be in good order	v.	cut firewood//be settled, be in good order	(ku)tengenea		
Nurse-1975-1038-972	972	be listless	v.	be listless	(ku)tepetea		
Nurse-1975-1038-973	973	be loose, faint, weak	v.	be loose, faint, weak	(ku)legea		
Nurse-1975-1038-974	974	place, put	v.	place, put	(ku)tia	998	PUT
Nurse-1975-1038-975	975	be left over, remain over	v.	be left over, remain over	(ku)saa, (ku)salia	987	REMAIN
Nurse-1975-1038-976	976	set up, appoint	v.	set up, appoint	(ku)simika		
Nurse-1975-1038-977	977	long straight hair (of animals and Europeans) 	n.	long straight hair (of animals	usinga		
Nurse-1975-1038-978	978	tingle with excitement	v.	tingle with excitement	(ku)sisimika		
Nurse-1975-1038-979	979	mud, mire	n.	mud, mire	tope	640	MUD
Nurse-1975-1038-980	980	sink, be drowned	v.	sink, be drowned	(ku)tota		
Nurse-1975-1038-981	981	put together, compose	v.	put together, compose	(ku)tunga		
Nurse-1975-1038-982	982	strike with a spear	v.	strike with a spear (=fumo)//strike with a spear	(ku)fuma (fumo)		
Nurse-1975-1038-983	983	want, need, wish	v.	want, need, wish	(ku)taka	1784	WANT
Nurse-1975-1038-984	984	open	v.	open	(ku)fungua	1156	OPEN
Nurse-1975-1038-985	985	teach, instruct	v.	teach, instruct	(ku)fundisha, (ku)funza	709	TEACH
Nurse-1975-1038-986	986	put forth, produce, display	v.	put forth, produce, display	(ku)toa		
Nurse-1975-1038-987	987	think, imagine	v.	think, imagine	(ku)waza	2271	THINK
Nurse-1975-1038-988	988	rib	n.	rib	ubavu	801	RIB
Nurse-1975-1038-989	989	apply by stretching, spread over 	v.	apply by stretching spread ove//apply by stretching, spread ov	(ku)wamba		
Nurse-1975-1038-990	990	hold, arrest	v.	held, arrest//hold, arrest	(ku)bamba		
Nurse-1975-1038-991	991	squeeze oneself up against wall (e.g. to allow someone to pass) 	v.	squeeze oneself up against wal//squeeze onself up against a wa	(ku)jibanza		
Nurse-1975-1038-992	992	put, place, set	v.	put, place, set	(ku)weka		
Nurse-1975-1038-993	993	carry a child on the back (in	v.	carry a child on the back (in//carry a child on the back	(ku)beba	2153	CARRY PERSON ON BACK
Nurse-1975-1038-994	994	unripe, uncooked	n.	unripe, uncooked	-bichi		
Nurse-1975-1038-995	995	be owed by	v.	be owed by	(ku)wia		
Nurse-1975-1038-996	996	ripen	v.	rippen//ripen	(ku)iva	179	RIPEN
Nurse-1975-1038-997	997	be stunted, spoilt	v.	be stunted, spoilt	(ku)via		
Nurse-1975-1038-998	998	spoil	v.	spoil	(ku)viza		
Nurse-1975-1038-999	999	become round	v.	become round	(ku)viringa		
Nurse-1975-1038-1000	1000	lazy	n.	lazy	-vivu	1564	LAZY
Nurse-1975-1038-1001	1001	corpse	n.	corpse	kimba (=maiti)	767	CORPSE
Nurse-1975-1038-1002	1002	be afraid	v.	be afraid	(ku)ogopa	1419	FEAR (BE AFRAID)
Nurse-1975-1038-1003	1003	coward	n.	coward	mwoga	1319	COWARD
Nurse-1975-1038-1004	1004	return	v.	return	(ku)rudi	581	COME BACK
Nurse-1975-1038-1005	1005	baobab	n.	baobab	mbuyu		
Nurse-1975-1038-1006	1006	the lesser rains	n.	the lesser rains	mvuli		
Nurse-1975-1038-1007	1007	reap	v.	reap	(ku)vuna		
Nurse-1975-1038-1008	1008	be born	v.	be born	(ku)zaliwa	1090	BE BORN
Nurse-1975-1038-1009	1009	cowrie shell	n.	cowrie shell	kauri	3663	COWRIE SHELL
Nurse-1975-1038-1010	1010	weak	n.	weak	dhaifu		
Nurse-1975-1038-1011	1011	leave over	v.	leave over	(ku)bakiza		
Nurse-1975-1038-1012	1012	be round	v.	be round	(ku)viringana	1395	ROUND
Nurse-1975-1038-1013	1013	idleness, sloth	n.	idleness, sloth	uvivu	2446	SLOTH
Nurse-1975-1038-1014	1014	plunge into, cause to sink	v.	plunge into, cause to sink	(ku)tosa		
Nurse-1975-1038-1015	1015	weight, rhythm	n.	weight, rhythm	uzani		
Nurse-1975-1038-1016	1016	I	n.	I	mimi	1209	I
Nurse-1975-1038-1017	1017	we	n.	we	sisi	1212	WE
Nurse-1975-1038-1018	1018	you (pl.)	n.	you (pl.)	ninyi	1213	YOU
Nurse-1975-1038-1019	1019	many	n.	many	-ingi	1198	MANY
Nurse-1975-1038-1020	1020	that	n.	that	-le	78	THAT
Nurse-1975-1038-1021	1021	small	n.	small	-dogo	1246	SMALL
Nurse-1975-1038-1022	1022	bark (of tree)	n.	bark (tree)//bark (of tree)	gome	1204	BARK
Nurse-1975-1038-1023	1023	louse	n.	louse	chawa	1392	LOUSE
Nurse-1975-1038-1024	1024	liver	n.	liver	ini, uso	1224	LIVER
Nurse-1975-1038-1025	1025	leaf (of tree)	n.	leaf (tree)//leaf (of tree)	jani	628	LEAF
Nurse-1975-1038-1026	1026	mouth	n.	mouth	mdomo	674	MOUTH
Nurse-1975-1038-1027	1027	die	v.	die	(ku)fa	1494	DIE
Nurse-1975-1038-1028	1028	fly	v.	fly	(ku)ruka	1441	FLY (MOVE THROUGH AIR)
Nurse-1975-1038-1029	1029	stand	v.	stand	(ku)simama	1442	STAND
Nurse-1975-1038-1030	1030	milk	n.	milk	maziwa	635	MILK
Nurse-1975-1038-1031	1031	resemble	n.	resemble	(ku)fanana		
Nurse-1975-1038-1032	1032	foam	n.	foam	povu	1768	FOAM
Nurse-1975-1038-1033	1033	sew	v.	sew	(ku)shona	1457	SEW
Nurse-1975-1038-1034	1034	tie (=fasten)	v.	tie (fasten)//tie (=fasten)	(ku)funga	1917	TIE
Nurse-1975-1038-1035	1035	remain, stay	v.	remain, stay	(ku)baki	987	REMAIN
Nurse-1975-1038-1036	1036	break wind	v.	break wind	(ku)jamba (fyunzi)	1159	FART
Nurse-1975-1038-1037	1037	bear child	n.	bear child	(ku)zaa		
Nurse-1975-1038-1038	1038	sperm	n.	sperm	manii	1505	SPERM
