ID	NUMBER	ENGLISH	ENGLISH_GLOSS	FRENCH_GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gravina-2014-1611-931	931	man	man	homme	1554	MAN
Gravina-2014-1611-932	932	man (male)	man (male)	homme (mâle)	2106	MALE PERSON
Gravina-2014-1611-933	933	mane	mane	crinière	1918	MANE
Gravina-2014-1611-934	934	many	many	beaucoup // beaucoup (de) // beaucoup ; grand // beaucoup de // beaucoup; nombreux // en masse // nombreux	1198	MANY
Gravina-2014-1611-935	935	mark out, peg out (ground)	mark out, peg out (ground)	délimiter, piqueter		
Gravina-2014-1611-936	936	market	market	marché		
Gravina-2014-1611-937	937	market (n)	market (n)	marché	633	MARKET
Gravina-2014-1611-938	938	marry	marry	se marier // se marier, épouser // épouser	203	MARRY
Gravina-2014-1611-939	939	master	master	maître	383	MASTER
Gravina-2014-1611-940	940	mat	mat	la natte // natte	195	MAT
Gravina-2014-1611-941	941	meaning (n)	meaning (n)	sens, signification	2950	MEANING
Gravina-2014-1611-942	942	measles	measles	rougeole	3389	MEASLES
Gravina-2014-1611-943	943	measure (v)	measure (v)	mesurer	1506	MEASURE
Gravina-2014-1611-944	944	meat	meat	viande	634	MEAT
Gravina-2014-1611-945	945	medicine	medicine	médicament // médicament, remède // remède	1372	MEDICINE
Gravina-2014-1611-946	946	medicine man, traditional healer	medicine man, traditional healer	guérisseur traditionnel, chaman	394	SHAMAN (FOLK HEALER)
Gravina-2014-1611-947	947	meet	meet	croiser // rencontrer	1831	MEET
Gravina-2014-1611-948	948	melon	melon	melon	507	MELON
Gravina-2014-1611-949	949	mend, repair	mend, repair	réparer	2243	REPAIR
Gravina-2014-1611-950	950	messenger	messenger	envoyé // messager		
Gravina-2014-1611-951	951	metal	metal	métal	2244	METAL
Gravina-2014-1611-952	952	metal pot	metal pot	pot (en métal)		
Gravina-2014-1611-953	953	middle	middle	au milieu // en pleine // milieu // milieu, centre	1093	MIDDLE
Gravina-2014-1611-954	954	midwife	midwife	sage-femme, accoucheuse	3859	MIDWIFE
Gravina-2014-1611-955	955	milk (cows, goats) (v)	milk (cows, goats) (v)	traire (vaches, chèvres) // traire (vaches, chèvres)presse	93	DRAW MILK
Gravina-2014-1611-956	956	milk (n)	milk (n)	lait	635	MILK
Gravina-2014-1611-957	957	millet	millet	mil // mil blanc au moment du mûrissage // mil violet // mil_chandelle	931	MILLET
Gravina-2014-1611-958	958	millet (rainy season)	millet (rainy season)	mil (saison de pluies)	931	MILLET
Gravina-2014-1611-959	959	millet beer	millet beer	bière de mil // bière de mil; hirssi olut		
Gravina-2014-1611-960	960	millipede	millipede	iule, mille-pattes // mille-pattes // mille-pattes(esp.)	1974	CENTIPEDE
Gravina-2014-1611-961	961	mistake (n)	mistake (n)	erreur	1293	MISTAKE
Gravina-2014-1611-962	962	mix (v)	mix (v)	mélanger	2017	MIX
Gravina-2014-1611-963	963	molar tooth	molar tooth	dent_molaire // molaire	1049	MOLAR TOOTH
Gravina-2014-1611-964	964	money	money	argent // argent, monnaie	1559	MONEY
Gravina-2014-1611-965	965	monitor lizard	monitor lizard	varan // varan (terrestre) // varan(esp.) // varant	3017	MONITOR LIZARD
Gravina-2014-1611-966	966	monkey	monkey	singe // singe (esp.) // singe(noir, gros)	1350	MONKEY
Gravina-2014-1611-967	967	month	month	mois	1370	MONTH
Gravina-2014-1611-968	968	moon	moon	lune // lune ; mois	1313	MOON
Gravina-2014-1611-969	969	moonlight	moonlight	clair de lune		
Gravina-2014-1611-970	970	morning	morning	le matin // matin // tôt	1339	MORNING
Gravina-2014-1611-971	971	mortar	mortar	mortier	224	MORTAR
Gravina-2014-1611-972	972	mosquito	mosquito	moustique // moustique(esp.)	1509	MOSQUITO
Gravina-2014-1611-973	973	mother	mother	ma mère // maman // mère	1216	MOTHER
Gravina-2014-1611-974	974	mother's brother (uncle)	mother's brother (uncle)	oncle maternel	2692	MATERNAL UNCLE (MOTHER'S BROTHER)
Gravina-2014-1611-975	975	mother's sister (aunt)	mother's sister (aunt)	tante maternelle	2693	MATERNAL AUNT (MOTHER'S SISTER)
Gravina-2014-1611-976	976	mother-in-law	mother-in-law	beau-parent // belle-mère	1050	MOTHER-IN-LAW
Gravina-2014-1611-977	977	mount (horse, camel) (v)	mount (horse, camel) (v)	monter (un cheval, chameau)		
Gravina-2014-1611-978	978	mountain	mountain	montagne // étagère en argile et branches, qui relie deux toits de greniers, sur laquelle on pose valise et affaires; montagne; montagne, parce que le village ouldémé est sur la montagne et anciennement quand on allait au village on montait la montagne	639	MOUNTAIN
Gravina-2014-1611-979	979	mourning	mourning	cimétière // deuil	3673	MOURNING
Gravina-2014-1611-980	980	mouse	mouse	(souris) // souris	1491	MOUSE
Gravina-2014-1611-981	981	mouth	mouth	bouche	674	MOUTH
Gravina-2014-1611-982	982	move	move	bouger // bouger, se déplacer // déplacer // se bouger // se déplacer // transporter // éloigner	765	MOVE
Gravina-2014-1611-983	983	move away, migrate	move away, migrate	émigrer, déménager	229	MOVE AWAY
Gravina-2014-1611-984	984	movement	movement	mouvement	3695	MOVEMENT
Gravina-2014-1611-985	985	mud	mud	bou // boue // boue; s'embourber, s'enliser dans la boue	640	MUD
Gravina-2014-1611-986	986	mud block	mud block	brique (en argile)		
Gravina-2014-1611-987	987	mud wasp	mud wasp	guêpe-maçon		
Gravina-2014-1611-988	988	mudfish	mudfish	silure	3777	CATFISH
Gravina-2014-1611-989	989	muscle	muscle	muscle	1004	MUSCLE
Gravina-2014-1611-990	990	mushroom	mushroom	champignon	641	MUSHROOM
Gravina-2014-1611-991	991	music	music	musique	642	MUSIC
Gravina-2014-1611-992	992	nail (n)	nail (n)	clou, pointe	502	NAIL (TOOL)
Gravina-2014-1611-993	993	naked	naked	nu	590	NAKED
Gravina-2014-1611-994	994	name	name	nom // nom donné au jumeau	1405	NAME
Gravina-2014-1611-995	995	namesake	namesake	homonyme		
Gravina-2014-1611-996	996	naming ceremony (baby)	naming ceremony (baby)	"cérémonie de ""baptême"" (donner le nom au bébé)"		
Gravina-2014-1611-997	997	nape of neck	nape of neck	nuque	1347	NAPE (OF NECK)
Gravina-2014-1611-998	998	nasal mucus, snot	nasal mucus, snot	morve	208	NASAL MUCUS (SNOT)
Gravina-2014-1611-999	999	natron	 // natron	natron		
Gravina-2014-1611-1000	1000	nausea	nausea	nausée		
Gravina-2014-1611-1001	1001	navel	navel	nombril	1838	NAVEL
Gravina-2014-1611-1002	1002	near	near	proche // proche, près // près // près; prochain	1942	NEAR
Gravina-2014-1611-1003	1003	neck	neck	cou // cou, voix	1333	NECK
Gravina-2014-1611-1004	1004	necklace	necklace	collier // collier, bracelet	1961	NECKLACE
Gravina-2014-1611-1005	1005	needle	needle	aiguille	1382	NEEDLE (FOR SEWING)
Gravina-2014-1611-1006	1006	neighbour	neighbour	voisin	1332	NEIGHBOUR
Gravina-2014-1611-1007	1007	nephew	nephew	neveu	1063	NEPHEW
Gravina-2014-1611-1008	1008	nest	nest	nid	539	NEST
Gravina-2014-1611-1009	1009	never	never	jamais // jamais ; pas du tout // pas du tout	1656	NEVER
Gravina-2014-1611-1010	1010	new	new	neuf // neuf; nouveau // nouveau // nouveau, neuf	1231	NEW
Gravina-2014-1611-1011	1011	new moon	new moon	nouvelle lune	3691	NEW MOON
Gravina-2014-1611-1012	1012	news	news	actualité ; motif // nouvelles	2964	NEWS
Gravina-2014-1611-1013	1013	night	night	nuit // nuit; soir	1233	NIGHT
Gravina-2014-1611-1014	1014	nine	nine	neuf	1483	NINE
Gravina-2014-1611-1015	1015	nine (9)	nine (9)	neuf (9)	1483	NINE
Gravina-2014-1611-1016	1016	nineteen (19)	nineteen (19)	dix-neuf (19)	1714	NINETEEN
Gravina-2014-1611-1017	1017	ninety (90)	ninety (90)	quatre-vingt-dix (90)	1724	NINETY
Gravina-2014-1611-1018	1018	no	no	non // non ! // non!	1269	NO
Gravina-2014-1611-1019	1019	nobody	nobody	(aucune) personne, nul // (aucune) personnne, nul // personne	3887	NOBODY
Gravina-2014-1611-1020	1020	noise, sound (n)	noise, sound (n)	bruit, son // bruit, son,bavarder	1811	SOUND OR NOISE
Gravina-2014-1611-1021	1021	noon	noon	midi	12	MIDDAY
Gravina-2014-1611-1022	1022	north	north	Nord	1598	NORTH
Gravina-2014-1611-1023	1023	nose	nose	nez	1221	NOSE
Gravina-2014-1611-1024	1024	nose ring	nose ring	anneau de nez		
Gravina-2014-1611-1025	1025	not	not	ne...pas // pas	1240	NOT
Gravina-2014-1611-1026	1026	nothing	nothing	ne_rien // rien	687	NOTHING
Gravina-2014-1611-1027	1027	notice (v)	notice (v)	remarquer // remarquer, s'apercevoir	2893	NOTICE (SOMETHING)
Gravina-2014-1611-1028	1028	now	now	maintenant // maintenent // moment // or	1376	NOW
Gravina-2014-1611-1029	1029	number	number	nombre // numéro // numéro, nombre	1356	NUMBER
Gravina-2014-1611-1030	1030	nurse, suckle (baby) (tr)	nurse, suckle (baby) (tr)	téter	2472	SUCKLE (BREASTFEED, NURSE)
Gravina-2014-1611-1031	1031	oath	oath	serment	1712	OATH
Gravina-2014-1611-1032	1032	obstruct	obstruct	empêcher	2762	BLOCK (THE WAY)
Gravina-2014-1611-1033	1033	ocean, sea	ocean, sea	marigot // mer // océan, mer	2282	SEA OR OCEAN
Gravina-2014-1611-1034	1034	odour, smell (n)	odour, smell (n)	odeur	3704	ODOR (SMELL)
Gravina-2014-1611-1035	1035	often	often	souvent	1852	OFTEN
Gravina-2014-1611-1036	1036	oil	oil	huile	1484	OIL (ORGANIC SUBSTANCE)
Gravina-2014-1611-1037	1037	okra	 // okra	espèce végétale // gombo // okra	1737	OKRA
Gravina-2014-1611-1038	1038	old man	old man	vieillard	406	OLD MAN
Gravina-2014-1611-1039	1039	old woman	old woman	femme, vieille // vieille femme // vieille femme; femme (vieille)	907	OLD WOMAN
Gravina-2014-1611-1040	1040	olden times	olden times	autrefois, temps d'antan // jadis		
Gravina-2014-1611-1041	1041	on	on	sur // sur ou provenance	1741	ABOVE
Gravina-2014-1611-1042	1042	on (top)	on (top)	sur (dessus)		
Gravina-2014-1611-1043	1043	once	once	une fois // une fois; jamais	374	ONE TIME
Gravina-2014-1611-1044	1044	one	one	un // un (chiffre)	1493	ONE
Gravina-2014-1611-1045	1045	one (1)	one (1)	un // un (1)	1493	ONE
Gravina-2014-1611-1046	1046	onion	onion	oignon	2366	ONION
Gravina-2014-1611-1047	1047	only	only	ne...que // ne_que // rien que // sauf ; seulement // seul ; seulement // seulement // uniquement	1580	ONLY
Gravina-2014-1611-1048	1048	open	open	non-couvert // ouvert // ouvrir // ouvrir brusquement // ouvrir; enlever; perdre	1156	OPEN
Gravina-2014-1611-1049	1049	open (box) (v)	open (box) (v)	ouvrir (un carton)	1156	OPEN
Gravina-2014-1611-1050	1050	open (door)	open (door)	ouvrir (une porte)	1156	OPEN
Gravina-2014-1611-1051	1051	orphan	orphan	orphelin // orphelin,	1149	ORPHAN
Gravina-2014-1611-1052	1052	ostrich	ostrich	autruche	3797	OSTRICH
Gravina-2014-1611-1053	1053	other (men)	other (men)	d'autres (messieurs)	197	OTHER
Gravina-2014-1611-1054	1054	outside	outside	(en) dehors // cour // dehors // extérieur	762	OUTSIDE
Gravina-2014-1611-1055	1055	overtake	overtake	dépasser // dépasser ; doubler // rattraper // surpasser, dépasser	402	SURPASS
Gravina-2014-1611-1056	1056	owl	owl	hibou // hibou ; effraie africaine	735	OWL
Gravina-2014-1611-1057	1057	owner	owner	propriétaire	1036	OWNER
Gravina-2014-1611-1058	1058	ox	ox	boeuf // bœuf	1169	OX
Gravina-2014-1611-1059	1059	pack (v)	pack (v)	emballer, empaqueter	3656	PACK
Gravina-2014-1611-1060	1060	paddle (n)	paddle (n)	pagaie	234	PADDLE
Gravina-2014-1611-1061	1061	pain (n)	pain (n)	douleur	1783	PAIN
Gravina-2014-1611-1062	1062	palate	palate	palais // palais (de la bouche)	540	PALATE
Gravina-2014-1611-1063	1063	palm (of hand)	palm (of hand)	paume (de la main)	1183	PALM OF HAND
Gravina-2014-1611-1064	1064	palpitate (of heart)	palpitate (of heart)	palpiter, batter (coeur) // palpiter, battre (cœur) // palpiter, battre (cœur,poitrine // palpiter, battre (le coeur)		
Gravina-2014-1611-1065	1065	pant	pant	haleter	3614	PANT
Gravina-2014-1611-1066	1066	parrot	parrot	perroquet	882	PARROT
Gravina-2014-1611-1067	1067	partridge	partridge	perdrix // pintade	3681	PARTRIDGE
Gravina-2014-1611-1068	1068	path, road	path, road	chemin // chemin, route	2457	PATH OR ROAD
Gravina-2014-1611-1069	1069	pawpaw, papaya	pawpaw, papaya	papaye	2445	PAPAYA
Gravina-2014-1611-1070	1070	pay (for goods, services, etc.)	pay (for goods, services, etc.)	payer (les marchandises, les services)	718	PAY
Gravina-2014-1611-1071	1071	payment	payment	paiement // paiement, versement		
Gravina-2014-1611-1072	1072	peck (tr)	peck (tr)	picorer	3684	PECK
Gravina-2014-1611-1073	1073	peel (v)	peel (v)	pêler, éplucher	275	PEEL
Gravina-2014-1611-1074	1074	penis	penis	penis // pénis // sexe, pénis	1222	PENIS
Gravina-2014-1611-1075	1075	people	people	gens // personnes	789	PEOPLE
Gravina-2014-1611-1076	1076	perhaps	perhaps	peut être (même) // peut-être	2278	PERHAPS
Gravina-2014-1611-1077	1077	person	person	gens // personne // personne; quelqu'un // une personne // une_personne; gens	683	PERSON
Gravina-2014-1611-1078	1078	perspire, sweat	perspire, sweat	transpirer	126	SWEAT (PERSPIRE)
Gravina-2014-1611-1079	1079	pestle	pestle	pilon	225	PESTLE
Gravina-2014-1611-1080	1080	pick (tr), choose (tr)	pick (tr), choose (tr)	choisir		
Gravina-2014-1611-1081	1081	pick up	pick up	ramasser // ramasser et ramener à plusieurs reprises	371	PICK UP
Gravina-2014-1611-1082	1082	pick, pluck (fruit)	pick, pluck (fruit)	cueillir (fruit)	2148	PICK
Gravina-2014-1611-1083	1083	piece	piece	jeter un morceau de; jeter un morceau d´os, argile ou pierre // morceau	594	PIECE
Gravina-2014-1611-1084	1084	pierce	pierce	percer // percer; percer rapidement  une boîte // piercer // pique // transpercer	398	PIERCE
Gravina-2014-1611-1085	1085	pierce (ears)	pierce (ears)	percer les oreilles		
Gravina-2014-1611-1086	1086	pig	pig	cochon // cochon ; porc // porc // porc, cochon	1337	PIG
Gravina-2014-1611-1087	1087	pigeon	 // pigeon	pigeon // pigeon de Guinée	1853	DOVE
Gravina-2014-1611-1088	1088	piglet	piglet	porcelet	2564	PIGLET
Gravina-2014-1611-1089	1089	pimple	pimple	bouton // bouton (sur la peau) // bouton, pustule	1809	PIMPLE
Gravina-2014-1611-1090	1090	pit	pit	fosse	2539	PIT (POTHOLE)
Gravina-2014-1611-1091	1091	pity (n)	pity (n)	pitié, compassion	1141	PITY
Gravina-2014-1611-1092	1092	place	place	endroit // endroit ; sol // endroit, lieu // lieu // lieu; place // place	723	PLACE (POSITION)
Gravina-2014-1611-1093	1093	place of the dead (spiritual)	place of the dead (spiritual)	lieu (spirituel) des morts // lieu des morts		
Gravina-2014-1611-1094	1094	plait, braid (hair)	plait, braid (hair)	tresser (les cheveux)	3295	BRAID (VERB)
Gravina-2014-1611-1095	1095	plank (n)	plank (n)	planche	1227	BOARD
Gravina-2014-1611-1096	1096	plaster (n)	plaster (n)	crépissage, plâtre		
Gravina-2014-1611-1097	1097	plate	plate	assiette // assiette traditionelle // plat	480	PLATE
Gravina-2014-1611-1098	1098	play (v)	play (v)	jouer	1413	PLAY
Gravina-2014-1611-1099	1099	pluck (chicken)	pluck (chicken)	arracher (les plumes) // arracher les plumes		
Gravina-2014-1611-1100	1100	pocket	pocket	poche // poche; sac	1851	POCKET
Gravina-2014-1611-1101	1101	poison	 // poison	empoisonner // poison		
Gravina-2014-1611-1102	1102	poison (n)	poison (n)	poison	655	POISON
Gravina-2014-1611-1103	1103	poison (on arrow)	poison (on arrow)	poison (sur une flèche)	655	POISON
Gravina-2014-1611-1104	1104	poke	poke	attiser le feu // donner un coup (de coude)		
Gravina-2014-1611-1105	1105	polish	polish	polir, cirer	3659	POLISH (SOMETHING)
Gravina-2014-1611-1106	1106	pool	pool	mare // étang		
Gravina-2014-1611-1107	1107	poor man	poor man	(un) pauvre	3662	POOR PERSON
Gravina-2014-1611-1108	1108	poorly	poorly	mal // mal, mediocrement // médiocrement		
Gravina-2014-1611-1109	1109	porcupine	porcupine	porc-épic	2510	PORCUPINE
Gravina-2014-1611-1110	1110	pot (for water)	pot (for water)	jarre ( eau) // jarre (à eau)	1462	POT
Gravina-2014-1611-1111	1111	potter	potter	pottier	359	POTTER
Gravina-2014-1611-1112	1112	pound	pound	piler	354	POUND
Gravina-2014-1611-1113	1113	pour	 // pour	action de verser_de_l'eau en grand bruit // couler // pour // verser	1487	POUR
Gravina-2014-1611-1114	1114	praise (n)	praise (n)	louange	1687	PRAISE
Gravina-2014-1611-1115	1115	pray	pray	prier	24	PRAY
Gravina-2014-1611-1116	1116	praying mantis	praying mantis	mante // mante religieuse	3279	MANTIS
Gravina-2014-1611-1117	1117	prepare (food to cook)	prepare (food to cook)	préparer (la nourriture)	2909	PREPARE
Gravina-2014-1611-1118	1118	press (v)	press (v)	appuyer (sur), presser	1913	PRESS
Gravina-2014-1611-1119	1119	prevent	prevent	empêcher	1550	PREVENT
Gravina-2014-1611-1120	1120	price	price	commerce; prix // le prix // prix	657	PRICE
Gravina-2014-1611-1121	1121	principal wife, first wife	principal wife, first wife	première femme		
Gravina-2014-1611-1122	1122	prison	 // prison	prison // tôle ; ondulée	1281	PRISON
Gravina-2014-1611-1123	1123	prisoner, captive	prisoner, captive	prisonnier, captif	1072	PRISONER
Gravina-2014-1611-1124	1124	promise (n)	promise (n)	promesse		
Gravina-2014-1611-1125	1125	prostitute	prostitute	prostituée	1610	PROSTITUTE
Gravina-2014-1611-1126	1126	protect	protect	proteger // protéger // protéger; faire cuire	2900	PROTECT
Gravina-2014-1611-1127	1127	proverb	proverb	proverbe // proverbe,parabole	3646	PROVERB
Gravina-2014-1611-1128	1128	pubic hair	pubic hair	poils du pubis	36	PUBIC HAIR
Gravina-2014-1611-1129	1129	puff adder	puff adder	vipère		
Gravina-2014-1611-1130	1130	pull	pull	attirer // tenir // tirer // tirer, retirer	1455	PULL
Gravina-2014-1611-1131	1131	pumpkin	pumpkin	citrouille (melon) // citrouille, courge // courge	864	PUMPKIN
Gravina-2014-1611-1132	1132	punish	punish	punir	3649	PUNISH
Gravina-2014-1611-1133	1133	pup	pup	chiot	74	PUPPY
Gravina-2014-1611-1134	1134	pupil (of eye)	pupil (of eye)	pupille	1658	PUPIL
Gravina-2014-1611-1135	1135	pus	 // pus	pus // pus ; glaires	1808	PUS
Gravina-2014-1611-1136	1136	push	push	pousser // pousser pour faire tomber // pousser(qqch/qqn)	1452	PUSH
Gravina-2014-1611-1137	1137	put	put	mettre // mettre un objet sur la tête ou sur  le sol // poser // poser ; mettre plusieurs choses sur qqch d´horizontal	998	PUT
Gravina-2014-1611-1138	1138	put, place, set	put, place, set	mettre, placer		
Gravina-2014-1611-1139	1139	python	 // python	boa // python // python de Séba	1563	PYTHON
Gravina-2014-1611-1140	1140	quarrel	quarrel	mettre deux personnes en querelle // querelle // quereller // querreller // se quereller	1848	QUARREL
Gravina-2014-1611-1141	1141	quench, extinguish	quench, extinguish	éteindre	127	EXTINGUISH
Gravina-2014-1611-1142	1142	quickly	quickly	IDÉO(vite) // brusquement // rapidement // rapidement et nombreux // vite	3365	QUICKLY
Gravina-2014-1611-1143	1143	quiver (n)	quiver (n)	carquois	995	QUIVER (FOR ARROWS)
Gravina-2014-1611-1144	1144	rag	rag	chiffon // torchon	332	RAG
Gravina-2014-1611-1145	1145	rain	rain	pleuvoir // pluie	658	RAIN (PRECIPITATION)
Gravina-2014-1611-1146	1146	rainbow	rainbow	arc en ciel // arc-en-ciel // période sèche	1733	RAINBOW
Gravina-2014-1611-1147	1147	rainy season	rainy season	saison de pluie // saison de pluies // saison des pluies // saison_des_pluies	453	RAINY SEASON
Gravina-2014-1611-1148	1148	raise, elevate	raise, elevate	élever, réhausser	2134	RAISE (BRING UP)
Gravina-2014-1611-1149	1149	ram	ram	belier // bélier	1344	RAM
Gravina-2014-1611-1150	1150	rape	rape	viol	953	RAPE
Gravina-2014-1611-1151	1151	rat	 // rat	rat // raton	1490	RAT
Gravina-2014-1611-1152	1152	razor	razor	couteau à raser // rasoir // rasoir_traditionnel	151	RAZOR
Gravina-2014-1611-1153	1153	read	read	lire	724	READ
Gravina-2014-1611-1154	1154	really	really	c'est vrai // vraiment // vraiment, réellement // vraiment, réellement, vérité		
Gravina-2014-1611-1155	1155	red	red	rouge	156	RED
Gravina-2014-1611-1156	1156	red pepper, hot pepper	red pepper, hot pepper	piment, poivron rouge	919	CHILI PEPPER
Gravina-2014-1611-1157	1157	refuse	refuse	ordures // refuser	49	REFUSE
Gravina-2014-1611-1158	1158	rejoice	rejoice	rejouir // se réjouir	2192	REJOICE
Gravina-2014-1611-1159	1159	relative	relative	parent, relation	1644	RELATIVES
Gravina-2014-1611-1160	1160	relative by marriage	relative by marriage	allié // relation par mariage		
Gravina-2014-1611-1161	1161	remain, stay	remain, stay	rester, demeurer	987	REMAIN
Gravina-2014-1611-1162	1162	remember	remember	rappeler // se rappeler ; se souvenir ; penser à // se souvenir // se souvenir de // se souvenir, se rappeler // souvenir_(se)	707	REMEMBER
Gravina-2014-1611-1163	1163	reputation	reputation	réputation		
Gravina-2014-1611-1164	1164	request (n)	request (n)	demande // demande, requête		
Gravina-2014-1611-1165	1165	resemble	resemble	ressembler	1777	RESEMBLE
Gravina-2014-1611-1166	1166	respect (v)	respect (v)	respecter	385	RESPECT (SOMEBODY)
Gravina-2014-1611-1167	1167	rest	rest	repos // reposer // réposer; attendre // se reposer	168	REST
Gravina-2014-1611-1168	1168	return	return	ramener; revenir; repeter // rendre, renvoyer // rentrer // rentrer ; retourner // retour // retourner // retourner; tourner (ici) // revenir // rétourner		
Gravina-2014-1611-1169	1169	revive	revive	reprendre connaissance		
Gravina-2014-1611-1170	1170	rib	rib	côte	801	RIB
Gravina-2014-1611-1171	1171	rice	rice	riz	926	RICE
Gravina-2014-1611-1172	1172	rich man	rich man	(un) riche	3661	RICH PERSON
Gravina-2014-1611-1173	1173	right (direction)	right (direction)	() droite // (à) droite // ( ) droite	1019	RIGHT
Gravina-2014-1611-1174	1174	right, (be) correct	right, (be) correct	(avoir) raison // correct, (avoir) raison	1725	CORRECT (RIGHT)
Gravina-2014-1611-1175	1175	ring (finger)	ring (finger)	bague, anneau (de doigt)	1374	RING
Gravina-2014-1611-1176	1176	ringworm	ringworm	teigne	3171	RINGWORM
Gravina-2014-1611-1177	1177	ripen, become ripe	ripen, become ripe	mûrir	179	RIPEN
Gravina-2014-1611-1178	1178	rise up (intr)	rise up (intr)	se lever	1512	RISE (ONESELF)
Gravina-2014-1611-1179	1179	ritual place	ritual place	lieu des rites		
Gravina-2014-1611-1180	1180	river	river	fleuve // mayo, rivière // rivière // rivière ; fleuve // rivière, fleuve	666	RIVER
Gravina-2014-1611-1181	1181	river bank	river bank	bord (de rivière) // rive	3463	RIVERBANK
Gravina-2014-1611-1182	1182	road	road	chemin // grande route // route // rue	667	ROAD
Gravina-2014-1611-1183	1183	roast	roast	cuire // rôtir	1962	ROAST (SOMETHING)
Gravina-2014-1611-1184	1184	robe (man's gown)	robe (man's gown)	boubou	461	BOUBOU
Gravina-2014-1611-1185	1185	rock	rock	bercer // pierre // pierre, montagne // rocher // rocher plat	668	ROCK
Gravina-2014-1611-1186	1186	roof	roof	couvrir d'une toit // poser la charpente; poser les bois de la charpente // toit // toiture // tôler	769	ROOF
Gravina-2014-1611-1187	1187	room	room	chambre // pièce (de maison)	1450	ROOM
Gravina-2014-1611-1188	1188	rooster (cock)	rooster (cock)	coq	1511	ROOSTER
Gravina-2014-1611-1189	1189	root	root	racine // racine; base, tronc	670	ROOT
Gravina-2014-1611-1190	1190	rope	rope	corde	1218	ROPE
Gravina-2014-1611-1191	1191	rub	rub	frotter // frotter (le corps)	1449	RUB
Gravina-2014-1611-1192	1192	rubber	rubber	caoutchouc // caoutchouc, latex // fronde en caoutchouc		
Gravina-2014-1611-1193	1193	rubbish	rubbish	ordures // ordures; poubelles	909	GARBAGE
Gravina-2014-1611-1194	1194	ruminate, chew cud	ruminate, chew cud	ruminer		
Gravina-2014-1611-1195	1195	run	run	courir // courir, fuire; courir vite	1519	RUN
Gravina-2014-1611-1196	1196	rust (n)	rust (n)	rouille	3064	RUST
Gravina-2014-1611-1197	1197	sacrifice	 // sacrifice	faire un sacrifice, sacrifier // sacrifice // sacrifier	1103	SACRIFICE
Gravina-2014-1611-1198	1198	saliva	saliva	salive	1503	SALIVA
Gravina-2014-1611-1199	1199	salt	salt	sel	1274	SALT
Gravina-2014-1611-1200	1200	sand	sand	le sable // sable	671	SAND
Gravina-2014-1611-1201	1201	sap	sap	sève // toxer	345	SAP
Gravina-2014-1611-1202	1202	sauce	 // sauce	sauce // sauce; sauce faite d'un ingrédient gras	132	SAUCE
Gravina-2014-1611-1203	1203	say	say	dire // dire ; annoncer à ; informer ; parler à // dire à lui	1458	SAY
Gravina-2014-1611-1204	1204	say goodbye, take leave of	say goodbye, take leave of	prendre congé		
Gravina-2014-1611-1205	1205	scar	scar	balafre // cicatrice // scarifier; se balafrer	497	SCAR
Gravina-2014-1611-1206	1206	scatter (tr)	scatter (tr)	éparpiller, répandre	3705	SCATTER
Gravina-2014-1611-1207	1207	scorpion	 // scorpion	(scorpion) // scorpion	1538	SCORPION
Gravina-2014-1611-1208	1208	scrape (v)	scrape (v)	gratter, racler	1767	SCRAPE
Gravina-2014-1611-1209	1209	scratch (v)	scratch (v)	égratigner, érafler	1436	SCRATCH
Gravina-2014-1611-1210	1210	scream, cry out	scream, cry out	crier	3809	SCREAM (PRODUCE A CRY)
Gravina-2014-1611-1211	1211	see	see	voir // voir ; contempler ; admirer	1409	SEE
Gravina-2014-1611-1212	1212	seed	seed	graine, semence // semence	714	SEED
Gravina-2014-1611-1213	1213	seize	seize	saisir // saisir, attraper	855	SEIZE
Gravina-2014-1611-1214	1214	sell	sell	vendre	1571	SELL
Gravina-2014-1611-1215	1215	semen	semen	sperme	2283	SEMEN
Gravina-2014-1611-1216	1216	send	send	envoyer	1127	SEND
Gravina-2014-1611-1217	1217	servant	 // servant	berceuse // jeune fille qui garde un bébé // servant // serviteur	255	SERVANT
Gravina-2014-1611-1218	1218	sesame seed	sesame seed	(graines de) sésame	2797	SESAME
Gravina-2014-1611-1219	1219	set (trap)	set (trap)	tendre (un piège)		
Gravina-2014-1611-1220	1220	seven	seven	sept	1704	SEVEN
Gravina-2014-1611-1221	1221	seven (7)	seven (7)	sept (7)	1704	SEVEN
Gravina-2014-1611-1222	1222	seventeen (17)	seventeen (17)	dix-sept (17)	2453	SEVENTEEN
Gravina-2014-1611-1223	1223	seventy (70)	seventy (70)	soixante-dix (70)	1721	SEVENTY
Gravina-2014-1611-1224	1224	sew	sew	coudre	1457	SEW
Gravina-2014-1611-1225	1225	shadow	shadow	ombre	1388	SHADE
Gravina-2014-1611-1226	1226	shake (tr)	shake (tr)	secouer	1909	SHAKE
Gravina-2014-1611-1227	1227	shame (n)	shame (n)	honte	1776	SHAME
Gravina-2014-1611-1228	1228	sharpen (knife)	sharpen (knife)	aiguiser (couteau)	251	SHARPEN (SOMETHING)
Gravina-2014-1611-1229	1229	sharpen, bring to point (arrow)	sharpen, bring to point (arrow)	aiguiser (flèche)	251	SHARPEN (SOMETHING)
Gravina-2014-1611-1230	1230	shave (v)	shave (v)	se raser	231	SHAVE
