ID	Number	KBA_ID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENTS	French	German	Afrikaans	Tswana	Scientific	Category	Möhlig	Swadesh	LJ
KBA-2021-912-559	559	m409-k-bp-fl-fa	money	1559	MONEY		argent	Geld	geld	madi		4E. Commerce	M378		
KBA-2021-912-560	560	m41-k-bp-fl-fa	to tell	1711	TELL		raconter, narrer	erzählen	vertel, verhaal	-bolelela		1B. Communication	M140		
KBA-2021-912-561	561	m410-k-bp-fl-fa	cheap	1887	CHEAP		bon marché	billig	goedkoop, redelik	tlhwatlhwa ee ko tlase		4E. Commerce	M379		
KBA-2021-912-562	562	m411-k-bp-fl-fa	expensive	1426	EXPENSIVE		cher	teuer	duur	tlhwatlhwa ee ko godimo		4E. Commerce	M380		
KBA-2021-912-563	563	m412-k-bp-fl-fa	hunger	1864	HUNGER		faim	Hunger	honger	tlala		5. Nourishment and clothing  5A. Reception of Food	M381		
KBA-2021-912-564	564	m413-k-bp-fl-fa	to eat	1336	EAT		manger	essen	eet	go ja		5. Nourishment and clothing  5A. Reception of Food	M382	s037	lj075
KBA-2021-912-565	565	m414-k-bp-fl-fa	food	256	FOOD		nourriture	Essen, Lebensmittel, Nahrung	kos, voedsel	dijo		5. Nourishment and clothing  5A. Reception of Food	M383		
KBA-2021-912-566	566	m415-k-bp-fl-fa	to swallow	897	SWALLOW		avaler	schlucken, herunterschlucken	sluk	go metsa		5. Nourishment and clothing  5A. Reception of Food	M384		
KBA-2021-912-567	567	m416-k-bp-fl-fa	to be satisfied, to be full, to have had enough (to eat)	106	SATIATED		être satisfait	satt sein, gesättigt sein	sat wees	go kgotsofala		5. Nourishment and clothing  5A. Reception of Food	M385		
KBA-2021-912-568	568	m417-k-bp-fl-fa	to belch	2245	BELCH		roter	aufstoßen, rülpsen	oprisp	go kgobola		5. Nourishment and clothing  5A. Reception of Food	M386		
KBA-2021-912-569	569	m418-k-bp-fl-fa	thirst	848	THIRST		soif	Durst	dors	lenyora		5. Nourishment and clothing  5A. Reception of Food	M387		
KBA-2021-912-570	570	m419-k-bp-fl-fa	to drink	1401	DRINK		boire	trinken	drink	go nwa		5. Nourishment and clothing  5A. Reception of Food	M388	s031	lj042
KBA-2021-912-571	571	m42-k-bp-fl-fa	tale				narration, récit, conte	Erzählung, Geschichte	vertelling, verhaal	setlhabetsi, di-		1B. Communication	M141		
KBA-2021-912-572	572	m420-k-bp59-fl-fa	to suck	1421	SUCK		sucer	saugen	suig	go gopa		5. Nourishment and clothing  5A. Reception of Food		s156	lj067
KBA-2021-912-573	573	m421-k-bp64-fl-fa	egg	744	EGG		oeuf	Ei	eier	lee		5B. Diet	M389	s038	lj052
KBA-2021-912-574	574	m422-k-bp-fl-fa	honey	942	HONEY		miel	Honig	heuning	tsina ya dinotsi		5B. Diet	M390		
KBA-2021-912-575	575	m423-k-bp-fl-fa	meat	634	MEAT		viande	Fleisch	vleis	nama		5B. Diet	M391	s096	lj018
KBA-2021-912-576	576	m424-k-bp-fl-fa	milk	635	MILK		lait	Milch	melk	mashi		5B. Diet	M392		
KBA-2021-912-577	577	m425-k-bp-fl-fa	oil	1484	OIL (ORGANIC SUBSTANCE)		huile	Öl	olie	mafura		5B. Diet	M393		
KBA-2021-912-578	578	m426-k-bp-fl-fa	banana	868	BANANA		banane	Banane	banana, piesang	banana		5B. Diet	M394		
KBA-2021-912-579	579	m427-k-bp-fl-fa	orange	2627	ORANGE (FRUIT)		orange	Orange, Apfelsine	lemoen	namune		5B. Diet	M395		
KBA-2021-912-580	580	m428-k-bp-fl-fa	sugarcane	146	SUGAR CANE		sucre de cane	Zuckerrohr	suikerriet	sugar khaini		5B. Diet	M396		
KBA-2021-912-581	581	m429-k-bp-fl-fa	onion	2366	ONION		oignon	Zwiebel	ui	kwii		5B. Diet	M397		
KBA-2021-912-582	582	m43-k-bp-fl-fa	to chat	2903	CHAT (WITH SOMEBODY)		bavarder	plaudern	gesels	-balabala (chatter)		1B. Communication	M143		
KBA-2021-912-583	583	m430-k-bp-fl-fa	bean	832	BEAN		haricot	Bohne	boon(tjie)	dinawa		5B. Diet	M398		
KBA-2021-912-584	584	m431-k-bp-fl-fa	tomato	986	TOMATO		tomate	Tomate	tamatjie	tamati		5B. Diet	M399		
KBA-2021-912-585	585	m432-k-bp-fl-fa	mushroom	641	MUSHROOM		champignon	Pilz	paddastoel	leboa		5B. Diet	M400		
KBA-2021-912-586	586	m432-k-bp-fl25-fa	Kalahari truffle (n'Abba)				champignon	Pilz	paddastoel	leboa	(Terfezia pfeilii)	5B. Diet	M400		
KBA-2021-912-587	587	m433-k-bp-fl-fa	potato	593	POTATO		pomme de terre	Kartoffel	aartappel	tapole		5B. Diet	M401		
KBA-2021-912-588	588	m434-k-bp-fl-fa	peanut	2364	PEANUT		cacahuète	Erdnuss	grondboontjie	manoko		5B. Diet	M402		
KBA-2021-912-589	589	m435-k-bp-fl-fa	pepper	1385	PEPPER		poivre	Pfeffer	peper	pepere		5B. Diet	M403		
KBA-2021-912-590	590	m436-k-bp-fl-fa	salt	1274	SALT		sel	Salz	sout	letswai		5B. Diet	M404	s125	lj091
KBA-2021-912-591	591	m437-k-bp-fl-fa	flour	1594	FLOUR		farine	Mehl	meel	bopi		5B. Diet	M405		
KBA-2021-912-592	592	m438-k-bp-fl-fa	maize (Am.corn, Indian corn)	506	MAIZE		maïs	Mais	mielie	mmidi		5B. Diet	M406		
KBA-2021-912-593	593	m439-k-bp-fl-fa	millet	931	MILLET		millet	Hirse	kafferkoring	mabele		5B. Diet	M407		
KBA-2021-912-594	594	m44-k-bp-fl-fa	conversation	2933	CONVERSATION		entretien, conversation	Gespräch, Unterhaltung	onderhoud, gespreek	tshokologo		1B. Communication	M142		
KBA-2021-912-595	595	m440-k-bp-fl-fa	rice (grain)	926	RICE		riz	Reis	rys	raese		5B. Diet	M408		
KBA-2021-912-596	596	m441-k-bp-fl-fa	fat, grease	323	FAT (ORGANIC SUBSTANCE)		graisse	Fett	vet	mafura		5B. Diet		s042	
KBA-2021-912-597	597	m442-k-bp-fl-fa	clothing, clothes	1895	CLOTHES		vêtements, habits	Kleidung	klere, kleding	diaparo		5C. Clothing and Decoration	M409		
KBA-2021-912-598	598	m443-k-bp-fl-fa	to wear	976	WEAR		porter, être en	tragen, anhaben	dra (klere)	go apara		5C. Clothing and Decoration	M410		
KBA-2021-912-599	599	m444-k-bp-fl-fa	to dress	814	DRESS UP		s'habiller	sich anziehen	aantrek	mosese		5C. Clothing and Decoration	M411		
KBA-2021-912-600	600	m445-k-bp-fl-fa	to put on	158	PUT ON		mettre (vêtement)	anziehen	aantrek			5C. Clothing and Decoration			
KBA-2021-912-601	601	m446-k-bp-fl-fa	to undress	1755	UNDRESS		se deshabiller	sich ausziehen	ontklee, uittrek	go apola		5C. Clothing and Decoration	M412		
KBA-2021-912-602	602	m447-k-bp-fl-fa	to take off	3538	TAKE OFF		enlever, ôter	ausziehen, ablegen	ontklee, uittrek			5C. Clothing and Decoration			
KBA-2021-912-603	603	m448-k-bp-fl-fa	hat; cap	771	HAT		chapeau; bonnet, casquette	Hut; Mütze	hoed; mus	hutshe		5C. Clothing and Decoration	M413		
KBA-2021-912-604	604	m449-k-bp-fl-fa	shirt	1622	SHIRT		chemise	Hemd	hemp	hempe		5C. Clothing and Decoration	M414		
KBA-2021-912-605	605	m45-k-bp-fl-fa	to ask	1309	ASK (INQUIRE)		demander	fragen	vra	-botsa		1B. Communication	M144		
KBA-2021-912-606	606	m450-k-bp-fl-fa	trousers	809	TROUSERS		pantalon	Hose	broek	borokgwe		5C. Clothing and Decoration	M416		
KBA-2021-912-607	607	m451-k-bp-fl-fa	shorts				short	kurze Hose, Shorts	skort broek	borokgwe jo bo khutshwane		5C. Clothing and Decoration	M415		
KBA-2021-912-608	608	m452-k-bp-fl-fa	dress, gown, robe	474	DRESS		robe	Kleid; Gewand, Robe				5C. Clothing and Decoration			
KBA-2021-912-609	609	m453-k-bp-fl-fa	to iron	3118	IRON (CLOTHES)		repasser	bügeln	stryk	go aena		5C. Clothing and Decoration	M417		
KBA-2021-912-610	610	m454-k-bp-fl-fa	sock, stocking				bas, chaussette	Socke; (Knie-)Strumpf	kous	diphentihousu (stockings)		5C. Clothing and Decoration	M418		
KBA-2021-912-611	611	m455-k-bp-fl-fa	shoe	1381	SHOE		chaussure, soulier	Schuh	skoen	ditlhako		5C. Clothing and Decoration	M419		
KBA-2021-912-612	612	m456-k-bp-fl-fa	ring, fingerring	1374	RING		bague, anneau	Ring	ring	ring		5C. Clothing and Decoration	M420		
KBA-2021-912-613	613	m457-k-bp-fl-fa	to braid, plait	3295	BRAID (VERB)		tresser	flechten	vleg	go loga		5C. Clothing and Decoration	M421		
KBA-2021-912-614	614	m458-k-bp-fl-fa	sky	1732	SKY		ciel	Himmel	hemel	lewapi		6. Nature  6A. Natural Phenomena	M422	s138	
KBA-2021-912-615	615	m459-k-bp-fl-fa	darkness	11	DARKNESS		obscurité, ténèbres	Dunkelheit, Finsternis	donkerheid	lefifi		6. Nature  6A. Natural Phenomena	M423		
KBA-2021-912-616	616	m46-k-bp-fl-fa	to ask for	1828	ASK (REQUEST)		demander	bitten	versoek om	-kopa		1B. Communication	M146		
KBA-2021-912-617	617	m460-k-bp-fl-fa	light	630	LIGHT (RADIATION)		lumière	Licht	lig	letsatsi		6. Nature  6A. Natural Phenomena	M425		
KBA-2021-912-618	618	m461-k-bp-fl-fa	sun	1343	SUN		soleil	Sonne	son	letsatsi		6. Nature  6A. Natural Phenomena	M426	s157	
KBA-2021-912-619	619	m462-k-bp-fl-fa	to shine	708	SHINE		briller	scheinen, leuchten	skyn	go lakasela		6. Nature  6A. Natural Phenomena	M427		
KBA-2021-912-620	620	m463-k-bp-fl-fa	shade, shadow	1388	SHADE		ombre	Schatten	skaduwe	moruti		6. Nature  6A. Natural Phenomena	M428		lj091
KBA-2021-912-621	621	m464-k-bp-fl-fa	moon	1313	MOON		lune	Mond	maan	ngwedi		6. Nature  6A. Natural Phenomena	M430	(s100)	
KBA-2021-912-622	622	m465-k-bp-fl-fa	star	1430	STAR		étoile	Stern	ster	naledi,di		6. Nature  6A. Natural Phenomena	M431	s152	lj097
KBA-2021-912-623	623	m466-k-bp71-fl-fa	wind	960	WIND		vent	Wind	wind	phefo		6. Nature  6A. Natural Phenomena	M432	s191	lj048
KBA-2021-912-624	624	m467-k-bp-fl-fa	to blow	175	BLOW (OF WIND)		souffler	blasen, wehen	blaas, waai	go budula		6. Nature  6A. Natural Phenomena	M433	s016	lj079
KBA-2021-912-625	625	m468-k-bp-fl-fa	cloud	1489	CLOUD		nuage	Wolke	wolk	maru		6. Nature  6A. Natural Phenomena	M434	s021	
KBA-2021-912-626	626	m469-k-bp-fl-fa	rain	658	RAIN (PRECIPITATION)		pluie	Regen	reën	pula		6. Nature  6A. Natural Phenomena	M435	s115	lj013
KBA-2021-912-627	627	m47-k-bp-fl-fa	to answer	1275	ANSWER		répondre	antworten	aantwoord	-araba		1B. Communication	M145		
KBA-2021-912-628	628	m470-k-bp-fl-fa	to rain	1253	RAIN (RAINING)		pleuvoir	regnen	reën	pula ea na		6. Nature  6A. Natural Phenomena	M436		
KBA-2021-912-629	629	m471-k-bp-fl-fa	lightning	1654	LIGHTNING		éclair	Blitz	weerlig, bliksemstraal, blits	tladi		6. Nature  6A. Natural Phenomena	M437		
KBA-2021-912-630	630	m472-k-bp-fl-fa	thunder	1150	THUNDER		tonnerre	Donner	donder, dreuning	logadima		6. Nature  6A. Natural Phenomena	M438		
KBA-2021-912-631	631	m473-k-bp-fl-fa	fog (mist, haze)	249	FOG		brume, brouillard	Nebel (Dunst)	newel, mis	mmuwane		6. Nature  6A. Natural Phenomena		s055	
KBA-2021-912-632	632	m474-k-bp-fl-fa	world, earth				monde, terre	Welt, Erde	wêreld	lefatshe		6B. Surface	M439		
KBA-2021-912-633	633	m475-k-bp-fl-fa	land	626	LAND		terre	Land	land	lefatshe		6B. Surface	M440		
KBA-2021-912-634	634	m476-k-bp-fl-fa	forest, woods	420	FOREST		bois, forêt	Wald	bos, woud	naga		6B. Surface	M441		
KBA-2021-912-635	635	m477-k-bp-fl-fa	mountain, hill	2118	MOUNTAIN OR HILL		montagne, colline	Berg, Hügel	berg, kop	thaba		6B. Surface	M442	s098	
KBA-2021-912-636	636	m478-k-bp-fl-fa	rock (boulder)				rocher	Felsen, Stein	rots, rotsblok	letlapa		6B. Surface	M443		
KBA-2021-912-637	637	m479-k-bp-fl-fa	valley	921	VALLEY		vallée	Tal	dal, vallei	setlhakeng		6B. Surface	M444		
KBA-2021-912-638	638	m48-k-bp-fl-fa	to show	1039	SHOW		montrer	zeigen	wys, toon	go bontsha		1B. Communication	M153		
KBA-2021-912-639	639	m480-k-bp-fl-fa	plain	652	PLAIN		plaine	Ebene	vlakte	mafudiso		6B. Surface	M445		
KBA-2021-912-640	640	m481-k-bp-fl-fa	cave	1155	CAVE		grotte	Höhle	holte	legaga		6B. Surface	M446		
KBA-2021-912-641	641	m482-k-bp-fl-fa	hole	1667	HOLE		trou	Loch	gat	mosima		6B. Surface	M447		
KBA-2021-912-642	642	m483-k-bp-fl-fa	water	948	WATER		eau	Wasser	water	metsi		6B. Surface	M448	s181	lj004
KBA-2021-912-643	643	m484-k-bp-fl-fa	river, stream				fleuve, rivière	Fluss, Strom	rivier	noka		6B. Surface	M449	s119	
KBA-2021-912-644	644	m485-k-bp-fl-fa	lake	624	LAKE		lac	See	meer	letsha		6B. Surface	M450	s084	
KBA-2021-912-645	645	m486-k-bp-fl-fa	stone (object); stone, rock (matter)	2125	STONE OR ROCK		pierre; pierre, roc	Stein; Stein, Gestein	klip	lentswe		6B. Surface	M451	s154	lj027
KBA-2021-912-646	646	m487-k-bp-fl-fa	dust	2	DUST		poussière	Staub	stof	lorole		6B. Surface	M452	s034	
KBA-2021-912-647	647	m488-k-bp-fl-fa	mud	640	MUD		boue	Schlamm	modder	seretse		6B. Surface	M453		
KBA-2021-912-648	648	m489-k-bp-fl-fa	sand	671	SAND		sable	Sand	sand	motlhaba		6B. Surface	M454	s126	lj059
KBA-2021-912-649	649	m49-k-bp-fl-fa	to explain	1626	EXPLAIN		expliquer	erklären	verklar, verduidelik	go tlhalosa		1B. Communication	M155		
KBA-2021-912-650	650	m490-k-bp-fl-fa	soil, earth	1228	EARTH (SOIL)		terre, sol	Boden, Erde	grond, aarde (clay = klai)	mmu		6B. Surface	M455	s036	lj063
KBA-2021-912-651	651	m491-k-bp-fl-fa	path	2252	PATH		sentier	Pfad	pad (klein), weg	tsela		6B. Surface	M456	(s100)	
KBA-2021-912-652	652	m492-k-bp-fl-fa	road	667	ROAD		route, chemin, rue	Straße, Weg	pad	tsela		6B. Surface	M457	s120	
KBA-2021-912-653	653	m493-k-bp-fl-fa	place	723	PLACE (POSITION)		lieu, endroit, place	Ort, Platz, Stelle	plek	lefelo		6B. Surface	M458		
KBA-2021-912-654	654	m494-k129-bp-fl-fa	village	930	VILLAGE		village	Dorf	dorp	motse		6B. Surface	M459		
KBA-2021-912-655	655	m495-k-bp-fl-fa	sea	1474	SEA		mer, océan	Meer, Ozean	see, oseaan	lewatle		6B. Surface		s129	
KBA-2021-912-656	656	m496-k-bp-fl-fa	ice	617	ICE		glace	Eis	ys	metsi aa dikgapetla		6B. Surface		s079	
KBA-2021-912-657	657	m497-k-bp-fl-fa	snow	784	SNOW		neige	Schnee	sneeu	kapoko		6B. Surface		s145	
KBA-2021-912-658	658	m498-k-bp-fl-fa	to freeze	1431	FREEZE		geler	frieren	vries	go sitwa		6B. Surface		s058	
KBA-2021-912-659	659	m499-k-bp-fl-fa	plant	653	PLANT (VEGETATION)		plante	Pflanze	plant	semela		6C. Plants	M460		
KBA-2021-912-660	660	m5-k100-bp-fl-fa	boy	1366	BOY		garçon	Junge	jongetjie, seuntjie	mosimane, ba-		1. Social life  1A.Social structure	M126		
KBA-2021-912-661	661	m50-k-bp-fl-fa	to teach	709	TEACH		enseigner	lehren, unterrichten	leer, onderwys gee	go ruta		1B. Communication	M156		
KBA-2021-912-662	662	m500-k-bp-fl-fa	to sprout	2076	SPROUT (VERB)			sprießen	uitspruit	go tlhoga		6C. Plants	M461		
KBA-2021-912-663	663	m501-k-bp-fl-fa	tree	906	TREE		arbre	Baum	boom	setlhare		6C. Plants	M462	s174	
KBA-2021-912-664	664	m502-k-bp24-fl-fa	root	670	ROOT		racine	Wurzel	wortel	modi		6C. Plants	M463	s121	lj009
KBA-2021-912-665	665	m503-k-bp-fl-fa	branch	1531	BRANCH		branche,rameau	Ast, Zweig	tak	kala,dikala		6C. Plants	M464		
KBA-2021-912-666	666	m504-k-bp-fl-fa	leaf	628	LEAF		feuille	Blatt	blad, blaar (boom)	letlhare,ma		6C. Plants	M465	s086	lj064
KBA-2021-912-667	667	m505-k-bp-fl-fa	thorn	124	THORN		épine	Dorn	doring	mmutlwa		6C. Plants	M466		
KBA-2021-912-668	668	m506-k-bp65-fl-fa	fruit	1507	FRUIT		fruit	Frucht, Obst	vrug	leungo		6C. Plants	M467	s059	
KBA-2021-912-669	669	m507-k-bp-fl-fa	unripe	1958	UNRIPE		vert	unreif	groen	go sa butswa		6C. Plants	M468		
KBA-2021-912-670	670	m508-k-bp-fl-fa	to ripen	179	RIPEN		mûrir	reifen	ryp	go butswa		6C. Plants	M469		
KBA-2021-912-671	671	m509-k-bp-fl-fa	to rot, decay; to be rotten	2907	ROT		pourrir, se gâter; être pourri	verfaulen, verrotten; verfault sein	vrot, verrot; vrot wees, verrot wees	go bola (? to be rotten?)		6C. Plants	M470	s123	
KBA-2021-912-672	672	m51-k-bp-fl-fa	to read	724	READ		lire	lesen	lees	go bala		1B. Communication	M158		
KBA-2021-912-673	673	m510-k-bp-fl-fa	date palm (~ palm, palm-tree)				palmier dattier; palmier	Dattelpalme; Palme	dadel; palm			6C. Plants	M471		
KBA-2021-912-674	674	m511-k-bp-fl-fa	grass	606	GRASS		herbe	Gras	gras	tlhaga		6C. Plants	M472	s062	
KBA-2021-912-675	675	m512-k-bp-fl-fa	pumpkin, squash	864	PUMPKIN		courge, potiron, citrouille	Kürbis	pampoen	lephutshe		6C. Plants	M473		
KBA-2021-912-676	676	m513-k-bp-fl-fa	flower, blossom				fleur	Blüte, Blume	blom, bloei, bloeisel	sethunya		6C. Plants		s053	
KBA-2021-912-677	677	m514-k-bp-fl-fa	wood	1803	WOOD		bois	Holz	hout	logong,di		6C. Plants		s196	lj080
KBA-2021-912-678	678	m515-k-bp74-fl-fa	bark	1204	BARK		écorce	Rinde, Borke	bas, skors	kwata		6C. Plants		s008	
KBA-2021-912-679	679	m516-k-bp66-fl-fa	seed	714	SEED		graine, semence	Same, Samen, Saat	saad	peo		6C. Plants		s131	
KBA-2021-912-680	680	m517-k-bp-fl-fa	many; much	1198	MANY		beaucoup (de)	viele; viel	baie	bontsi		7. Concepts of order  7A. Quantities and Measure	M475	s095	
KBA-2021-912-681	681	m518-k-bp-fl-fa	crowd (of people)	2023	CROWD		foule	Menge	menigte	batho		7. Concepts of order  7A. Quantities and Measure	M476		
KBA-2021-912-682	682	m519-k-bp-fl-fa	some	1241	SOME		des, quelques; de, un certain	einige; etwas	sommige, party	tse dingwe		7. Concepts of order  7A. Quantities and Measure		s146	
KBA-2021-912-683	683	m52-k-bp-fl-fa	to write	1672	WRITE		écrire	schreiben	skryf	go kwala		1B. Communication	M159		
KBA-2021-912-684	684	m520-k-bp-fl-fa	few	1242	FEW		peu de, un peu de	wenige; wenig	weinig, min	bonnye		7. Concepts of order  7A. Quantities and Measure	M477	s046	
KBA-2021-912-685	685	m521-k-bp-fl-fa	all	98	ALL		tous; tout	alle; alles	al, almal	tsotlhe		7. Concepts of order  7A. Quantities and Measure	M479	s001	
KBA-2021-912-686	686	m522-k-bp-fl-fa	full	1429	FULL		plein	voll	vol	go tlala		7. Concepts of order  7A. Quantities and Measure	M480	(s100)	
KBA-2021-912-687	687	m523-k-bp-fl-fa	to count	1420	COUNT		compter	zählen	tel, reken	go bala		7. Concepts of order  7A. Quantities and Measure	M481	s024	
KBA-2021-912-688	688	m524-k-bp-fl-fa	number	1356	NUMBER		nombre	Zahl, Anzahl	nommer	palo,di		7. Concepts of order  7A. Quantities and Measure	M474		
KBA-2021-912-689	689	m525-k-bp-fl-fa	one	1493	ONE		un	ein, eins	een	bongwe		7. Concepts of order  7A. Quantities and Measure	M482	s109	lj032
KBA-2021-912-690	690	m526-k-bp-fl-fa	two	1498	TWO		deux	zwei	twee	bobedi		7. Concepts of order  7A. Quantities and Measure	M483	s176	
KBA-2021-912-691	691	m527-k-bp-fl-fa	three	492	THREE		trois	drei	drie	boraro		7. Concepts of order  7A. Quantities and Measure	M484	s169	
KBA-2021-912-692	692	m528-k-bp-fl-fa	four	1500	FOUR		quatre	vier	vier	bone		7. Concepts of order  7A. Quantities and Measure	M485	s057	
KBA-2021-912-693	693	m529-k-bp-fl-fa	five	493	FIVE		cinq	fünf	vyf	botlhano		7. Concepts of order  7A. Quantities and Measure	M486	s050	
KBA-2021-912-694	694	m53-k-bp-fl-fa	sign	1720	SIGN		signe		teken	molaetsa		1B. Communication	M520		
KBA-2021-912-695	695	m530-k-bp-fl-fa	six	1703	SIX		six	sechs	ses	borataro		7. Concepts of order  7A. Quantities and Measure	M487		
KBA-2021-912-696	696	m531-k-bp-fl-fa	seven	1704	SEVEN		sept	sieben	sewe	bosupa		7. Concepts of order  7A. Quantities and Measure	M488		
KBA-2021-912-697	697	m532-k-bp-fl-fa	eight	1705	EIGHT		huit	acht	ag	borobabobedi		7. Concepts of order  7A. Quantities and Measure	M489		
KBA-2021-912-698	698	m533-k-bp-fl-fa	nine	1483	NINE		neuf	neun	nege	borobabongwe		7. Concepts of order  7A. Quantities and Measure	M490		
KBA-2021-912-699	699	m534-k-bp-fl-fa	ten	1515	TEN		dix	zehn	tien	lesome		7. Concepts of order  7A. Quantities and Measure	M491		
KBA-2021-912-700	700	m535-k-bp-fl-fa	eleven	1706	ELEVEN		onze	elf	elf	lesome le bongwe		7. Concepts of order  7A. Quantities and Measure	M492		
KBA-2021-912-701	701	m536-k-bp-fl-fa	twelve	1707	TWELVE		douze	zwölf	twaalf	lesome le bobedi		7. Concepts of order  7A. Quantities and Measure	M493		
KBA-2021-912-702	702	m537-k-bp-fl-fa	thirteen	1708	THIRTEEN		treize	dreizehn	dertien	lesome le boraro		7. Concepts of order  7A. Quantities and Measure	M494		
KBA-2021-912-703	703	m538-k-bp-fl-fa	fourteen	2451	FOURTEEN		quatorze	vierzehn	veertien	lesome le bone		7. Concepts of order  7A. Quantities and Measure	M495		
KBA-2021-912-704	704	m539-k-bp-fl-fa	fifteen	1709	FIFTEEN		quinze	fünfzehn	vyftien	lesome le botlhano		7. Concepts of order  7A. Quantities and Measure	M496		
KBA-2021-912-705	705	m54-k-bp-fl-fa	to give	1447	GIVE		donner	geben	gee	go fa		1C. Social and Antisocial Behaviour	M150	s060	lj053
KBA-2021-912-706	706	m540-k-bp-fl-fa	sixteen	2454	SIXTEEN		seize	sechzehn	sestien	lesome le borataro		7. Concepts of order  7A. Quantities and Measure	M497		
KBA-2021-912-707	707	m541-k-bp-fl-fa	seventeen	2453	SEVENTEEN		dix-sept	siebzehn	sewentien	lesome le bosupa		7. Concepts of order  7A. Quantities and Measure	M498		
KBA-2021-912-708	708	m542-k-bp-fl-fa	eighteen	1713	EIGHTEEN		dix-huit	achtzehn	agtien	lesome le borobabobedi		7. Concepts of order  7A. Quantities and Measure	M499		
KBA-2021-912-709	709	m543-k-bp-fl-fa	nineteen	1714	NINETEEN		dix-neuf	neunzehn	negentien	lesome le borobabongwe		7. Concepts of order  7A. Quantities and Measure	M500		
KBA-2021-912-710	710	m544-k-bp-fl-fa	twenty	1710	TWENTY		vingt	zwanzig	twintig	masome a mabedi		7. Concepts of order  7A. Quantities and Measure	M501		
KBA-2021-912-711	711	m546-k-bp-fl-fa	thirty	1715	THIRTY		trente	dreißig	dertig	masome a mararo		7. Concepts of order  7A. Quantities and Measure	M503		
KBA-2021-912-712	712	m547-k-bp-fl-fa	fourty	1716	FORTY		quarante	vierzig	veertig	masome a mane		7. Concepts of order  7A. Quantities and Measure	M504		
KBA-2021-912-713	713	m548-k-bp-fl-fa	fifty	1717	FIFTY		cinquante	fünfzig	vyftig	masome a matlhano		7. Concepts of order  7A. Quantities and Measure	M505		
KBA-2021-912-714	714	m549-k-bp-fl-fa	sixty	1718	SIXTY		soixante	sechzig	sestig	masome a borataro		7. Concepts of order  7A. Quantities and Measure	M506		
KBA-2021-912-715	715	m55-k-bp-fl-fa	to get, receive	694	GET		obtenir, recevoir	bekommen, erhalten	kry, bekom	go tsaya		1C. Social and Antisocial Behaviour	M151		
KBA-2021-912-716	716	m550-k-bp-fl-fa	seventy	1721	SEVENTY		soixante-dix	siebzig	sewentig	masome a supa		7. Concepts of order  7A. Quantities and Measure	M507		
KBA-2021-912-717	717	m551-k-bp-fl-fa	eighty	1722	EIGHTY		quatre-vingt(s)	achtzig	tagtig	masome a borobabobedi		7. Concepts of order  7A. Quantities and Measure	M508		
KBA-2021-912-718	718	m552-k-bp-fl-fa	ninety	1724	NINETY		quatre-vingt-dix	neunzig	negentig	masome a borobabongwe		7. Concepts of order  7A. Quantities and Measure	M509		
KBA-2021-912-719	719	m553-k-bp-fl-fa	one-hundred	1634	HUNDRED		cent	hundert, einhundert	honderd	lekgolo		7. Concepts of order  7A. Quantities and Measure	M510		
KBA-2021-912-720	720	m554-k-bp-fl-fa	to measure	1506	MEASURE		mesurer	messen	meet	go tlhola bokete		7. Concepts of order  7A. Quantities and Measure	M511		
KBA-2021-912-721	721	m555-k-bp-fl-fa	weight	2466	WEIGHT		poids	Gewicht	gewig	bokete		7. Concepts of order  7A. Quantities and Measure	M512		
KBA-2021-912-722	722	m556-k-bp-fl-fa	line (row)	1048	LINE		ligne	Linie, Reihe	lyn, linie, ry	tsela		7. Concepts of order  7A. Quantities and Measure	M514		
KBA-2021-912-723	723	m557-k-bp-fl-fa	boundary (frontier)	1010	BOUNDARY		frontière, limite	Grenze	grens			7. Concepts of order  7A. Quantities and Measure	M513		
KBA-2021-912-724	724	m558-k-bp-fl-fa	end				bout, extrêmité, fin	Ende	end, einde	bofelelo		7. Concepts of order  7A. Quantities and Measure	M521		
KBA-2021-912-725	725	m559-k-bp-fl-fa	far	1406	FAR		loin; lointain, éloigné	fern, weit entfernt	ver	kgakala		7. Concepts of order  7A. Quantities and Measure	M515	s041	lj023
KBA-2021-912-726	726	m56-k-bp-fl-fa	gift (present)	2982	GIFT		cadeau	Geschenk	geskenk, present	mpho		1C. Social and Antisocial Behaviour	M152		
KBA-2021-912-727	727	m560-k-bp-fl-fa	near	1942	NEAR		près	nah	naby	bogaufi		7. Concepts of order  7A. Quantities and Measure	M516	s102	
KBA-2021-912-728	728	m561-k-bp-fl-fa	same	200	SAME		même	derselbe, dieselbe; der gleiche, die gleiche	(die) selfde			7. Concepts of order  7A. Quantities and Measure			
KBA-2021-912-729	729	m562-k-bp-fl-fa	other; different				autre, différent	anders, verschieden, unterschiedlich	anders, verskillend, onderskeie, afwykend	e nngwe;  pharologanyo		7. Concepts of order  7A. Quantities and Measure	M517, M518	s110	
KBA-2021-912-730	730	m563-k-bp-fl-fa	alone	1964	ALONE		seul	allein	alleen	bonosi		7. Concepts of order  7A. Quantities and Measure	M478		
KBA-2021-912-731	731	m564-k-bp-fl-fa	time (period)	892	TIME		temps	Zeit	tyd	nako		7B. Measure of Time	M522		
KBA-2021-912-732	732	m565-k-bp-fl-fa	year	1226	YEAR		an, année	Jahr	jaar	ngwaga		7B. Measure of Time	M523	s199	
