ID	NUMBER	ENGLISH	CONCEPT_IN_SOURCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	NORWEGIAN	NORWEGIAN_FREQUENCY	SWEDISH	SWEDISH_FREQUENCY	BORROWING	ANIMACY	MASS_NOUN	ABSTRACTNESS
Epps-2021-843-815	815	WHIP	WHIP	2630	WHIP	pisk	4	piska	3	l	0	0	0
Epps-2021-843-816	816	WHOLE	WHOLE	2277	WHOLE	--	--	helhet	--	l	0	1	1
Epps-2021-843-817	817	WIND	WIND	960	WIND	vind	92	vind	75	c	0	1	0
Epps-2021-843-818	818	WINDOW	WINDOW 1 // WINDOW 2	1375	WINDOW	vindauge / --	71 / --	vindöga / fönster	0 / 72	c / l	0 / 0	0 / 0	0 / 0
Epps-2021-843-819	819	WINE	WINE	1524	WINE	vin	23	vin	22	l	0	1	0
Epps-2021-843-820	820	WING	WING	1257	WING	ving	0	vinge	15	c	0	0	0
Epps-2021-843-821	821	WINTER	WINTER	1471	WINTER	vinter	217	vinter	83	c	0	1	1
Epps-2021-843-822	822	WISDOM	WISDOM	4013	WISDOM	visdom	--	visdom	--	c	0	1	1
Epps-2021-843-823	823	WITCH	WITCH 1 // WITCH 2	824	WITCH	heks / trollkjerring	6 / 0	häxa / trollkärring	1 / 0	l / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-824	824	WITNESS	WITNESS	1144	WITNESS	vitne	24	vittne	49	c	1	0	0
Epps-2021-843-825	825	WOLF	WOLF	522	WOLF	varg	1	varg	11	c	1	0	0
Epps-2021-843-826	826	WOMAN'S DRESS	WOMAN'S DRESS	474	DRESS	kledning	2	klänning	30	l	0	0	0
Epps-2021-843-827	827	WOMB	WOMB	804	WOMB	livmor	2	livmoder	0	c	0	0	0
Epps-2021-843-828	828	WOOD OR FIREWOOD	WOOD OR FIREWOOD	10	FIREWOOD	ved	22	ved	3	c	0	1	0
Epps-2021-843-829	829	WOODS OR FOREST	WOODS OR FOREST	420	FOREST	skog	146	skog	92	c	0	1	0
Epps-2021-843-830	830	WOODWORK	WOODWORK			vyrke	4	virke	5	c	0	0	0
Epps-2021-843-831	831	WOOL	WOOL 1 // WOOL 2 // WOOL 3	964	WOOL	to / ull / veft	0 / 16 / 0	to / ull / --	0 / 1 / --	c / c / c	0 / 0 / 0	1 / 0 / 0	0 / 0 / 0
Epps-2021-843-832	832	WORD	WORD	1599	WORD	ord	565	ord	492	c	0	0	1
Epps-2021-843-833	833	WORK	WORK 1 // WORK 2 // WORK 3	984	WORK (LABOUR)	-- / onn / arbeid	-- / -- / 1125	andtime / and / arbete	0 / 0 / 512	c / c / l	0 / 0 / 0	1 / 1 / 1	1 / 1 / 1
Epps-2021-843-834	834	WORKSHOP	WORKSHOP	1677	WORKSHOP	verkstad	51	verkstad	49	l	0	0	0
Epps-2021-843-835	835	WORLD	WORLD	965	WORLD	verd	413	värld	570	l	0	1	0
Epps-2021-843-836	836	WORM	WORM	1219	WORM	makk	7	mask	12	c	1	1	0
Epps-2021-843-837	837	WOUND OR SORE	WOUND OR SORE	1109	WOUND	sår	23	sår	9	c	0	0	0
Epps-2021-843-838	838	WRIST	WRIST	799	WRIST	handled	7	handled	4	c	0	0	0
Epps-2021-843-839	839	YARD OR COURT	YARD OR COURT 1 // YARD OR COURT 2	736	YARD	gard / tun	310 / 78	gård / tun	79 / 0	c / c	0 / 0	0 / 0	0 / 0
Epps-2021-843-840	840	YEAR	YEAR	1226	YEAR	år	2293	år	2819	c	0	1	1
Epps-2021-843-841	841	YOKE	YOKE 1 // YOKE 2 // YOKE 3	14	YOKE	børetre / åk / sele	0 / 0 / 2	-- / ok / sele	-- / 4 / 1	-- / c / c	0 / 0 / 0	0 / 0 / 0	0 / 0 / 0
Epps-2021-843-842	842	YOLK	YOLK	1556	YOLK	eggegule	--	äggula	3	c	0	0	0
Epps-2021-843-843	843	YOUTH	YOUTH	4014	YOUTH	ungdom	--	ungdom	--	c	0	1	1
