ID	NUMBER	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	SHIFTS	SHIFT_URL	DEGREE	WEIGHTED_DEGREE
Zalizniak-2020-2591-1735	1735	event, occurrence			1735:—:7	shift557	1	7
Zalizniak-2020-2591-1736	1736	eunuch			1736:—:1	shift125	1	1
Zalizniak-2020-2591-1737	1737	eternal			1737:—:1	shift4038	1	1
Zalizniak-2020-2591-1738	1738	esteemed, venerable			1738:—:1	shift3923	1	1
Zalizniak-2020-2591-1739	1739	error	MISTAKE	1293	1739:→:1	shift2312	1	1
Zalizniak-2020-2591-1740	1740	ermine; stoat (Mustela erminea)			1740:—:1	shift2689	1	1
Zalizniak-2020-2591-1741	1741	entirely			1741:—:1	shift702	1	1
Zalizniak-2020-2591-1742	1742	elm (Ulmus)			1742:—:1	shift2433	1	1
Zalizniak-2020-2591-1743	1743	electricity	ELECTRICITY	59	1743:—:1	shift3268	1	1
Zalizniak-2020-2591-1744	1744	elder sister	OLDER SISTER	1758	1744:—:2	shift4028	1	2
Zalizniak-2020-2591-1745	1745	elder (Sambucus)			1745:—:1	shift2458	1	1
Zalizniak-2020-2591-1746	1746	eater			1746:↔:14	shift487	1	14
Zalizniak-2020-2591-1747	1747	dung	DUNG (ANIMAL FAECES)	2057	1747:—:1	shift1298	1	1
Zalizniak-2020-2591-1748	1748	duckweed			1748:→:1	shift2495	1	1
Zalizniak-2020-2591-1749	1749	duck	DUCK	1360	1749:→:1	shift4211	1	1
Zalizniak-2020-2591-1750	1750	drug, medicine	MEDICINE	1372	1750:—:1	shift1450	1	1
Zalizniak-2020-2591-1751	1751	drone (n.)			1751:→:7	shift2112	1	7
Zalizniak-2020-2591-1752	1752	drinking vessel	CUP	476	1752:—:8	shift4012	1	8
Zalizniak-2020-2591-1753	1753	dream (during sleep)	DREAM	2374	1753:—:31	shift346	1	31
Zalizniak-2020-2591-1754	1754	dragonfly	DRAGONFLY	2352	1754:—:6	shift3070	1	6
Zalizniak-2020-2591-1755	1755	dragon	DRAGON	2038	1755:—:1	shift2562	1	1
Zalizniak-2020-2591-1756	1756	downriver			1756:—:1	shift3917	1	1
Zalizniak-2020-2591-1757	1757	doomsday			1757:→:2	shift1608	1	2
Zalizniak-2020-2591-1758	1758	dog-rose	DOG-ROSE	527	1758:—:1	shift2458	1	1
Zalizniak-2020-2591-1759	1759	dock-tailed, tailless			1759:→:1	shift1517	1	1
Zalizniak-2020-2591-1760	1760	disorder, mess	MESS	1083	1760:↔:9	shift3317	1	9
Zalizniak-2020-2591-1761	1761	directly			1761:—:2	shift3749	1	2
Zalizniak-2020-2591-1762	1762	direction	DIRECTION	3427	1762:→:2	shift1073	1	2
Zalizniak-2020-2591-1763	1763	dinner fork			1763:—:1	shift1956	1	1
Zalizniak-2020-2591-1764	1764	desert (n.)	DESERT	3687	1764:—:1	shift91	1	1
Zalizniak-2020-2591-1765	1765	descendant	DESCENDANTS	490	1765:—:8	shift3605	1	8
Zalizniak-2020-2591-1766	1766	defender			1766:—:7	shift4022	1	7
Zalizniak-2020-2591-1767	1767	deceased			1767:—:1	shift3998	1	1
Zalizniak-2020-2591-1768	1768	dead (adj.)	DEAD	1625	1768:—:1	shift3828	1	1
Zalizniak-2020-2591-1769	1769	daydream (n.)			1769:—:31	shift346	1	31
Zalizniak-2020-2591-1770	1770	daughter	DAUGHTER	1357	1770:—:12	shift575	1	12
Zalizniak-2020-2591-1771	1771	date (Phoenix dactylifera)			1771:—:2	shift947	1	2
Zalizniak-2020-2591-1772	1772	dark-skinned			1772:—:3	shift2237	1	3
Zalizniak-2020-2591-1773	1773	dangerous	DANGEROUS	3466	1773:—:1	shift2823	1	1
Zalizniak-2020-2591-1774	1774	dandruff	DANDRUFF	576	1774:—:1	shift620	1	1
Zalizniak-2020-2591-1775	1775	dance (n.)	DANCE (MOVEMENT)	3472	1775:—:8	shift646	1	8
Zalizniak-2020-2591-1776	1776	cuttlefish	CUTTLEFISH	2814	1776:→:1	shift4121	1	1
Zalizniak-2020-2591-1777	1777	custom, habit	CUSTOM	1747	1777:→:1	shift291	1	1
Zalizniak-2020-2591-1778	1778	curly-headed			1778:—:1	shift3843	1	1
Zalizniak-2020-2591-1779	1779	cupola, dome			1779:—:1	shift676	1	1
Zalizniak-2020-2591-1780	1780	cruel	CRUEL	500	1780:—:2	shift1897	1	2
Zalizniak-2020-2591-1781	1781	crown of the head			1781:—:7	shift519	1	7
Zalizniak-2020-2591-1782	1782	crossroads			1782:—:1	shift4021	1	1
Zalizniak-2020-2591-1783	1783	crop, craw			1783:—:1	shift1610	1	1
Zalizniak-2020-2591-1784	1784	criminal			1784:—:2	shift1428	1	2
Zalizniak-2020-2591-1785	1785	crime	CRIME	1066	1785:—:1	shift1422	1	1
Zalizniak-2020-2591-1786	1786	cream (of milk)			1786:—:1	shift1408	1	1
Zalizniak-2020-2591-1787	1787	cradle	CRADLE	2946	1787:—:1	shift3011	1	1
Zalizniak-2020-2591-1788	1788	cow	COW	1007	1788:—:2	shift3792	1	2
Zalizniak-2020-2591-1789	1789	cover, canopy			1789:—:3	shift2006	1	3
Zalizniak-2020-2591-1790	1790	court (of a sovereign)			1790:→:2	shift4209	1	2
Zalizniak-2020-2591-1791	1791	courage	COURAGE	3049	1791:—:1	shift3267	1	1
Zalizniak-2020-2591-1792	1792	cone (fruit)	CONE	287	1792:→:1	shift4250	1	1
Zalizniak-2020-2591-1793	1793	condemned to death			1793:→:1	shift2813	1	1
Zalizniak-2020-2591-1794	1794	comprehensible			1794:—:1	shift3916	1	1
Zalizniak-2020-2591-1795	1795	compliant, pliable			1795:—:9	shift188	1	9
Zalizniak-2020-2591-1796	1796	complex, complicated			1796:—:2	shift3903	1	2
Zalizniak-2020-2591-1797	1797	compass (mariners; directional tool)	COMPASS	2606	1797:—:2	shift3283	1	2
Zalizniak-2020-2591-1798	1798	collar	COLLAR	2012	1798:—:1	shift1573	1	1
Zalizniak-2020-2591-1799	1799	cock (of a gun)	COCK	1878	1799:—:1	shift612	1	1
Zalizniak-2020-2591-1800	1800	cluster, bunch	BUNCH	1966	1800:—:1	shift3612	1	1
Zalizniak-2020-2591-1801	1801	clumsy			1801:↔:4	shift905	1	4
Zalizniak-2020-2591-1802	1802	club	CLUB	1763	1802:—:3	shift2464	1	3
Zalizniak-2020-2591-1803	1803	cloudy	CLOUDY	2341	1803:—:1	shift3323	1	1
Zalizniak-2020-2591-1804	1804	clew			1804:—:1	shift2968	1	1
Zalizniak-2020-2591-1805	1805	classical			1805:—:1	shift3763	1	1
Zalizniak-2020-2591-1806	1806	clasp, buckle			1806:→:3	shift3143	1	3
Zalizniak-2020-2591-1807	1807	citron	CITRUS FRUIT	1126	1807:→:1	shift4122	1	1
Zalizniak-2020-2591-1808	1808	cigarette end			1808:—:1	shift3950	1	1
Zalizniak-2020-2591-1809	1809	chrysalis			1809:—:4	shift927	1	4
Zalizniak-2020-2591-1810	1810	chopped billet			1810:—:2	shift730	1	2
Zalizniak-2020-2591-1811	1811	chip			1811:→:1	shift2704	1	1
Zalizniak-2020-2591-1812	1812	chestnut	CHESTNUT	2318	1812:→:1	shift4254	1	1
Zalizniak-2020-2591-1813	1813	cheek-bone			1813:→:2	shift877	1	2
Zalizniak-2020-2591-1814	1814	cereal			1814:→:2	shift3199	1	2
Zalizniak-2020-2591-1815	1815	cellar			1815:→:1	shift4153	1	1
Zalizniak-2020-2591-1816	1816	ceiling			1816:→:3	shift1225	1	3
Zalizniak-2020-2591-1817	1817	cave	CAVE	1155	1817:—:9	shift1263	1	9
Zalizniak-2020-2591-1818	1818	cautious			1818:—:2	shift135	1	2
Zalizniak-2020-2591-1819	1819	cauldron			1819:→:3	shift2202	1	3
Zalizniak-2020-2591-1820	1820	caterpillar	CATERPILLAR	2247	1820:—:5	shift626	1	5
Zalizniak-2020-2591-1821	1821	caste			1821:—:1	shift4269	1	1
Zalizniak-2020-2591-1822	1822	case, event			1822:—:6	shift930	1	6
Zalizniak-2020-2591-1823	1823	case (grammar)			1823:—:6	shift930	1	6
Zalizniak-2020-2591-1824	1824	cartilage			1824:—:0	shift1841	1	0
Zalizniak-2020-2591-1825	1825	cannon (weapon)	CANNON	3202	1825:↔:3	shift1554	1	3
Zalizniak-2020-2591-1826	1826	camp	CAMP	1105	1826:→:2	shift2203	1	2
Zalizniak-2020-2591-1827	1827	calf of a leg	CALF OF LEG	498	1827:→:1	shift1753	1	1
Zalizniak-2020-2591-1828	1828	by heart	BY HEART	71	1828:↔:1	shift2304	1	1
Zalizniak-2020-2591-1829	1829	butterfly	BUTTERFLY	1791	1829:—:1	shift4084	1	1
Zalizniak-2020-2591-1830	1830	bush, shrub			1830:—:1	shift3902	1	1
Zalizniak-2020-2591-1831	1831	bullhead			1831:→:2	shift1679	1	2
Zalizniak-2020-2591-1832	1832	bullet	BULLET	1114	1832:↔:7	shift2380	1	7
Zalizniak-2020-2591-1833	1833	bulb (of plant)	BULB	2617	1833:—:1	shift3921	1	1
Zalizniak-2020-2591-1834	1834	brushwood			1834:—:2	shift1146	1	2
Zalizniak-2020-2591-1835	1835	brother	BROTHER	1262	1835:—:1	shift4234	1	1
Zalizniak-2020-2591-1836	1836	brothel			1836:→:3	shift2490	1	3
Zalizniak-2020-2591-1837	1837	broth	SOUP	1547	1837:—:1	shift3980	1	1
Zalizniak-2020-2591-1838	1838	bridegroom	GROOM	3282	1838:—:3	shift2241	1	3
Zalizniak-2020-2591-1839	1839	brick (n.)	BRICK	1006	1839:→:1	shift1935	1	1
Zalizniak-2020-2591-1840	1840	brand, stamp			1840:—:1	shift1962	1	1
Zalizniak-2020-2591-1841	1841	branch (of a river)	BRANCH (BIFURCATION)	826	1841:—:7	shift4185	1	7
Zalizniak-2020-2591-1842	1842	bran	BRAN	2362	1842:—:1	shift620	1	1
Zalizniak-2020-2591-1843	1843	bracelet	BRACELET	1754	1843:—:1	shift4233	1	1
Zalizniak-2020-2591-1844	1844	bowel			1844:→:3	shift3074	1	3
Zalizniak-2020-2591-1845	1845	bottom of a dress			1845:→:1	shift4268	1	1
Zalizniak-2020-2591-1846	1846	bottle	BOTTLE	1321	1846:↔:12	shift722	1	12
Zalizniak-2020-2591-1847	1847	boredom			1847:—:1	shift1963	1	1
Zalizniak-2020-2591-1848	1848	blizzard			1848:—:1	shift4278	1	1
Zalizniak-2020-2591-1849	1849	blade	BLADE	869	1849:→:1	shift3116	1	1
Zalizniak-2020-2591-1850	1850	blacksmith	BLACKSMITH	1001	1850:—:3	shift2667	1	3
Zalizniak-2020-2591-1851	1851	black radish - 			1851:—:1	shift1961	1	1
Zalizniak-2020-2591-1852	1852	black grouse (Lyrurus)			1852:—:1	shift2690	1	1
Zalizniak-2020-2591-1853	1853	bishop			1853:—:2	shift3816	1	2
Zalizniak-2020-2591-1854	1854	birthmark	BIRTHMARK	1751	1854:—:1	shift1571	1	1
Zalizniak-2020-2591-1855	1855	bird cherry tree			1855:—:1	shift2450	1	1
Zalizniak-2020-2591-1856	1856	bird Nectarinia gutturalis			1856:→:1	shift2147	1	1
Zalizniak-2020-2591-1857	1857	birch (Betula)	BIRCH	1855	1857:—:1	shift2456	1	1
Zalizniak-2020-2591-1858	1858	best			1858:—:1	shift4143	1	1
Zalizniak-2020-2591-1859	1859	below	BELOW OR UNDER	1485	1859:—:1	shift1663	1	1
Zalizniak-2020-2591-1860	1860	beet (Beta vulgaris)			1860:—:1	shift427	1	1
Zalizniak-2020-2591-1861	1861	beeswax	BEESWAX	1931	1861:→:2	shift812	1	2
Zalizniak-2020-2591-1862	1862	bee swarm			1862:→:3	shift4005	1	3
Zalizniak-2020-2591-1863	1863	bed	BED	1663	1863:→:10	shift1905	1	10
Zalizniak-2020-2591-1864	1864	beaver (Castor fiber)	BEAVER	1194	1864:—:1	shift1084	1	1
Zalizniak-2020-2591-1865	1865	bearded man			1865:→:1	shift1170	1	1
Zalizniak-2020-2591-1866	1866	bean	BEAN	832	1866:—:1	shift4152	1	1
Zalizniak-2020-2591-1867	1867	bead	BEAD	1860	1867:—:1	shift731	1	1
Zalizniak-2020-2591-1868	1868	basis	BASE	831	1868:—:3	shift882	1	3
Zalizniak-2020-2591-1869	1869	bark (of a tree)	BARK	1204	1869:—:0	shift2326	1	0
Zalizniak-2020-2591-1870	1870	bald spot			1870:↔:6	shift1607	1	6
Zalizniak-2020-2591-1871	1871	bad-smelling, stinking	STINKING	42	1871:—:2	shift2936	1	2
Zalizniak-2020-2591-1872	1872	bad weather			1872:→:4	shift2658	1	4
Zalizniak-2020-2591-1873	1873	bad person	BAD PERSON	2197	1873:—:4	shift2216	1	4
Zalizniak-2020-2591-1874	1874	backwards	BACKWARD	2911	1874:→:6	shift1015	1	6
Zalizniak-2020-2591-1875	1875	aunt	AUNT	1272	1875:—:19	shift4086	1	19
Zalizniak-2020-2591-1876	1876	attack (n.)	ATTACK	722	1876:→:5	shift1337	1	5
Zalizniak-2020-2591-1877	1877	antelope	ANTELOPE	3674	1877:↔:3	shift1447	1	3
Zalizniak-2020-2591-1878	1878	amber			1878:→:5	shift2108	1	5
Zalizniak-2020-2591-1879	1879	already	ALREADY	2576	1879:—:1	shift1661	1	1
Zalizniak-2020-2591-1880	1880	alone	ALONE	1964	1880:→:5	shift3445	1	5
Zalizniak-2020-2591-1881	1881	alike			1881:—:2	shift3769	1	2
Zalizniak-2020-2591-1882	1882	algae			1882:→:1	shift3280	1	1
Zalizniak-2020-2591-1883	1883	alder-tree			1883:→:4	shift1671	1	4
Zalizniak-2020-2591-1884	1884	alder			1884:—:1	shift2439	1	1
Zalizniak-2020-2591-1885	1885	acute (of sound)			1885:→:1	shift1628	1	1
Zalizniak-2020-2591-1886	1886	acrobat, equilibrist			1886:—:3	shift3663	1	3
Zalizniak-2020-2591-1887	1887	abundance			1887:↔:2	shift1416	1	2
Zalizniak-2020-2591-1888	1888	above	ABOVE	1741	1888:→:2	shift742	1	2
Zalizniak-2020-2591-1889	1889	a website			1889:—:0	shift4103	1	0
Zalizniak-2020-2591-1890	1890	a copy of an internet page to be used if the original is down			1890:—:0	shift4102	1	0
Zalizniak-2020-2591-1891	1891	Venus			1891:→:7	shift128	1	7
Zalizniak-2020-2591-1892	1892	Sunday	SUNDAY	1699	1892:—:9	shift3251	1	9
Zalizniak-2020-2591-1893	1893	Siberian weasel (Mustela sibirica)			1893:—:1	shift2689	1	1
Zalizniak-2020-2591-1894	1894	Siberian cedar (kedar)			1894:—:1	shift2430	1	1
Zalizniak-2020-2591-1895	1895	Saturn			1895:—:7	shift129	1	7
Zalizniak-2020-2591-1896	1896	Russian			1896:—:2	shift3782	1	2
Zalizniak-2020-2591-1897	1897	Monday	MONDAY	1697	1897:→:1	shift3594	1	1
Zalizniak-2020-2591-1898	1898	Mercury			1898:→:6	shift133	1	6
Zalizniak-2020-2591-1899	1899	Mars			1899:→:5	shift131	1	5
Zalizniak-2020-2591-1900	1900	Jupiter			1900:→:6	shift130	1	6
Zalizniak-2020-2591-1901	1901	Jewish			1901:—:2	shift3844	1	2
Zalizniak-2020-2591-1902	1902	Friday	FRIDAY	1692	1902:→:2	shift3965	1	2
Zalizniak-2020-2591-1903	1903	Englishman			1903:—:1	shift3285	1	1
Zalizniak-2020-2591-1904	1904	August	AUGUST	2851	1904:→:2	shift2405	1	2
Zalizniak-2020-2591-1905	1905	Amorphophallus paeoniifolius			1905:→:1	shift4255	1	1
Zalizniak-2020-2591-1906	1906	Adam's apple	ADAM'S APPLE	802	1906:—:1	shift1610	1	1
Zalizniak-2020-2591-1907	1907	24 hours	DAY (24 HOURS)	1260	1907:—:1	shift406	1	1
Zalizniak-2020-2591-1908	1908	<wooden object>			1908:→:19	shift589	1	19
Zalizniak-2020-2591-1909	1909	<woman>			1909:→:1	shift4224	1	1
Zalizniak-2020-2591-1910	1910	<unit of length>			1910:→:3	shift2484	1	3
Zalizniak-2020-2591-1911	1911	<to treat with a sharp instrument>			1911:→:7	shift3310	1	7
Zalizniak-2020-2591-1912	1912	<thorny plant>			1912:→:6	shift1374	1	6
Zalizniak-2020-2591-1913	1913	<term of respectful address among equals>			1913:—:1	shift4234	1	1
Zalizniak-2020-2591-1914	1914	<term of endearment, proper name>			1914:→:3	shift1375	1	3
Zalizniak-2020-2591-1915	1915	<swimming bird>			1915:→:1	shift3254	1	1
Zalizniak-2020-2591-1916	1916	<rural foot-wear>			1916:→:3	shift1734	1	3
Zalizniak-2020-2591-1917	1917	<profession>			1917:↔:13	shift2798	1	13
Zalizniak-2020-2591-1918	1918	<pocket>			1918:→:2	shift549	1	2
Zalizniak-2020-2591-1919	1919	<place name>			1919:→:21	shift2402	1	21
Zalizniak-2020-2591-1920	1920	<numeral>			1920:→:8	shift3292	1	8
Zalizniak-2020-2591-1921	1921	<name of person>			1921:→:6	shift2492	1	6
Zalizniak-2020-2591-1922	1922	<musician>			1922:→:1	shift2483	1	1
Zalizniak-2020-2591-1923	1923	<military rank>			1923:—:3	shift3812	1	3
Zalizniak-2020-2591-1924	1924	<measure of weight>			1924:→:13	shift3282	1	13
Zalizniak-2020-2591-1925	1925	<going, walking>			1925:→:3	shift551	1	3
Zalizniak-2020-2591-1926	1926	<furniture>			1926:→:7	shift2708	1	7
Zalizniak-2020-2591-1927	1927	<fur game>			1927:→:2	shift4231	1	2
Zalizniak-2020-2591-1928	1928	<fish>			1928:→:1	shift3647	1	1
Zalizniak-2020-2591-1929	1929	<dish>			1929:↔:9	shift3317	1	9
Zalizniak-2020-2591-1930	1930	<disease>			1930:—:1	shift191	1	1
Zalizniak-2020-2591-1931	1931	<crockery>			1931:→:3	shift580	1	3
Zalizniak-2020-2591-1932	1932	<blood-sucking insect>			1932:→:1	shift2463	1	1
Zalizniak-2020-2591-1933	1933	<berry>			1933:—:4	shift1049	1	4
Zalizniak-2020-2591-1934	1934	<artiodactyl (even-toed animal)>			1934:→:2	shift674	1	2
Zalizniak-2020-2591-1935	1935	ОК					0	0
Zalizniak-2020-2591-1936	1936	you	THOU	1215			0	0
Zalizniak-2020-2591-1937	1937	yoke (figuratively)					0	0
Zalizniak-2020-2591-1938	1938	yellow-hammer					0	0
Zalizniak-2020-2591-1939	1939	woodpecker	WOODPECKER	2447			0	0
Zalizniak-2020-2591-1940	1940	wild (of a person)					0	0
Zalizniak-2020-2591-1941	1941	weight (a standard of comparison in weighting)	WEIGHT	2466			0	0
Zalizniak-2020-2591-1942	1942	wealth	WEALTH	2996			0	0
Zalizniak-2020-2591-1943	1943	water nymph					0	0
Zalizniak-2020-2591-1944	1944	water beetle					0	0
Zalizniak-2020-2591-1945	1945	watch, clock	CLOCK	1323			0	0
Zalizniak-2020-2591-1946	1946	vulgar, common					0	0
Zalizniak-2020-2591-1947	1947	vodka					0	0
Zalizniak-2020-2591-1948	1948	violet, purple	PURPLE	2452			0	0
Zalizniak-2020-2591-1949	1949	village	VILLAGE	930			0	0
Zalizniak-2020-2591-1950	1950	verb					0	0
Zalizniak-2020-2591-1951	1951	venous					0	0
Zalizniak-2020-2591-1952	1952	valid					0	0
Zalizniak-2020-2591-1953	1953	vacancy					0	0
Zalizniak-2020-2591-1954	1954	useless thing					0	0
Zalizniak-2020-2591-1955	1955	urgent					0	0
Zalizniak-2020-2591-1956	1956	unmarried					0	0
Zalizniak-2020-2591-1957	1957	unimportant					0	0
Zalizniak-2020-2591-1958	1958	unfunny					0	0
Zalizniak-2020-2591-1959	1959	twin	TWINS	1005			0	0
Zalizniak-2020-2591-1960	1960	turnstone (Arenaria interpres)					0	0
Zalizniak-2020-2591-1961	1961	tumult, turmoil					0	0
Zalizniak-2020-2591-1962	1962	trunk, proboscis (of elephant)	ELEPHANT TRUNK	3678			0	0
Zalizniak-2020-2591-1963	1963	trouser-leg					0	0
Zalizniak-2020-2591-1964	1964	tribunal					0	0
Zalizniak-2020-2591-1965	1965	trap, snare (n.)	SNARE (TRAP)	3320			0	0
Zalizniak-2020-2591-1966	1966	transport station					0	0
Zalizniak-2020-2591-1967	1967	totally, absolutely					0	0
Zalizniak-2020-2591-1968	1968	toothless					0	0
Zalizniak-2020-2591-1969	1969	tonsil					0	0
Zalizniak-2020-2591-1970	1970	tomb	GRAVE	1773			0	0
Zalizniak-2020-2591-1971	1971	toad	TOAD	894			0	0
Zalizniak-2020-2591-1972	1972	to winnow	WINNOWING	2462			0	0
Zalizniak-2020-2591-1973	1973	to waste	WASTE	79			0	0
Zalizniak-2020-2591-1974	1974	to wash (clothes)	LAUNDER (WASH CLOTHES)	2503			0	0
Zalizniak-2020-2591-1975	1975	to visit	VISIT	1377			0	0
Zalizniak-2020-2591-1976	1976	to vex, exasperate					0	0
Zalizniak-2020-2591-1977	1977	to trust					0	0
Zalizniak-2020-2591-1978	1978	to treat, regale					0	0
Zalizniak-2020-2591-1979	1979	to translate	TRANSLATE	2906			0	0
Zalizniak-2020-2591-1980	1980	to torture	TORTURE	1952			0	0
Zalizniak-2020-2591-1981	1981	to thunder	THUNDER (VERB)	2378			0	0
Zalizniak-2020-2591-1982	1982	to throw down a challenge					0	0
Zalizniak-2020-2591-1983	1983	to thresh (grain)	THRESH	285			0	0
Zalizniak-2020-2591-1984	1984	to tell lie	LIE (MISLEAD)	601			0	0
Zalizniak-2020-2591-1985	1985	to take into account					0	0
Zalizniak-2020-2591-1986	1986	to surpass, exceed	SURPASS	402			0	0
Zalizniak-2020-2591-1987	1987	to succeed	SUCCEED	1112			0	0
Zalizniak-2020-2591-1988	1988	to subjugate	SUBJUGATE	1516			0	0
Zalizniak-2020-2591-1989	1989	to struggle					0	0
Zalizniak-2020-2591-1990	1990	to strike (of lightning)					0	0
Zalizniak-2020-2591-1991	1991	to stop (of rain, snow etc.)					0	0
Zalizniak-2020-2591-1992	1992	to spy					0	0
Zalizniak-2020-2591-1993	1993	to sound					0	0
Zalizniak-2020-2591-1994	1994	to solve (a problem)					0	0
Zalizniak-2020-2591-1995	1995	to slake (hunger, thirst)					0	0
Zalizniak-2020-2591-1996	1996	to skip over, overlook					0	0
Zalizniak-2020-2591-1997	1997	to shrink (of textile)					0	0
Zalizniak-2020-2591-1998	1998	to shock (of electric current)					0	0
Zalizniak-2020-2591-1999	1999	to set free					0	0
Zalizniak-2020-2591-2000	2000	to sell	SELL	1571			0	0
Zalizniak-2020-2591-2001	2001	to sail	SAIL	787			0	0
Zalizniak-2020-2591-2002	2002	to sacrifice (relig.)	SACRIFICE	1103			0	0
Zalizniak-2020-2591-2003	2003	to roll up a trunk (of elephant)					0	0
Zalizniak-2020-2591-2004	2004	to risk					0	0
Zalizniak-2020-2591-2005	2005	to restrain, control one’s feelings					0	0
Zalizniak-2020-2591-2006	2006	to repatriate					0	0
Zalizniak-2020-2591-2007	2007	to repaire, to mend					0	0
Zalizniak-2020-2591-2008	2008	to refute					0	0
Zalizniak-2020-2591-2009	2009	to receive visitors	RECEIVE VISITORS	2225			0	0
Zalizniak-2020-2591-2010	2010	to put the evil eye (on), to bedevil					0	0
Zalizniak-2020-2591-2011	2011	to purr					0	0
Zalizniak-2020-2591-2012	2012	to punish	PUNISH	3649			0	0
Zalizniak-2020-2591-2013	2013	to provoke					0	0
Zalizniak-2020-2591-2014	2014	to prosecute at law					0	0
Zalizniak-2020-2591-2015	2015	to print					0	0
Zalizniak-2020-2591-2016	2016	to predict misfortune					0	0
Zalizniak-2020-2591-2017	2017	to practice witchcraft					0	0
Zalizniak-2020-2591-2018	2018	to plant, put (a seed or plant) in the ground	PLANT (SOMETHING)	1486			0	0
Zalizniak-2020-2591-2019	2019	to pass (of time)	PASS	1951			0	0
Zalizniak-2020-2591-2020	2020	to palpitate					0	0
Zalizniak-2020-2591-2021	2021	to overripen					0	0
Zalizniak-2020-2591-2022	2022	to oppress	OPPRESS	401			0	0
Zalizniak-2020-2591-2023	2023	to occupy, to conquest (territory)					0	0
Zalizniak-2020-2591-2024	2024	to oblige					0	0
Zalizniak-2020-2591-2025	2025	to obey	OBEY	1635			0	0
Zalizniak-2020-2591-2026	2026	to need	NEED (SOMETHING)	2339			0	0
Zalizniak-2020-2591-2027	2027	to move smoothly, gently					0	0
Zalizniak-2020-2591-2028	2028	to move ears (of animal)					0	0
Zalizniak-2020-2591-2029	2029	to mock (at)					0	0
Zalizniak-2020-2591-2030	2030	to meet accidentally					0	0
Zalizniak-2020-2591-2031	2031	to marry off (a daughter)	MARRY OFF	556			0	0
Zalizniak-2020-2591-2032	2032	to manage to do smth					0	0
Zalizniak-2020-2591-2033	2033	to make, create	MAKE	734			0	0
Zalizniak-2020-2591-2034	2034	to make disordered					0	0
Zalizniak-2020-2591-2035	2035	to make a telephone call					0	0
Zalizniak-2020-2591-2036	2036	to make a move (in a game)					0	0
Zalizniak-2020-2591-2037	2037	to lose consciousness					0	0
Zalizniak-2020-2591-2038	2038	to let grow (of beard, moustaches, hairs)					0	0
Zalizniak-2020-2591-2039	2039	to laugh	LAUGH	1355			0	0
Zalizniak-2020-2591-2040	2040	to lack	LACK (NOT HAVE)	2329			0	0
Zalizniak-2020-2591-2041	2041	to involve					0	0
Zalizniak-2020-2591-2042	2042	to investigate/examine					0	0
Zalizniak-2020-2591-2043	2043	to invest					0	0
Zalizniak-2020-2591-2044	2044	to inoculate					0	0
Zalizniak-2020-2591-2045	2045	to inform, let know					0	0
Zalizniak-2020-2591-2046	2046	to incur losses					0	0
Zalizniak-2020-2591-2047	2047	to imprison					0	0
Zalizniak-2020-2591-2048	2048	to ignore, not to greet somebody	IGNORE	41			0	0
Zalizniak-2020-2591-2049	2049	to ice over					0	0
Zalizniak-2020-2591-2050	2050	to humble, to abase					0	0
Zalizniak-2020-2591-2051	2051	to hug, embrace	EMBRACE	928			0	0
Zalizniak-2020-2591-2052	2052	to have opinion					0	0
Zalizniak-2020-2591-2053	2053	to have experience					0	0
Zalizniak-2020-2591-2054	2054	to have an appearance					0	0
Zalizniak-2020-2591-2055	2055	to hatch out, brood	BROOD (VERB)	2075			0	0
Zalizniak-2020-2591-2056	2056	to guard	GUARD	1940			0	0
Zalizniak-2020-2591-2057	2057	to grieve (intr.)	GRIEVE	1955			0	0
Zalizniak-2020-2591-2058	2058	to govern, control, rule	RULE	1846			0	0
Zalizniak-2020-2591-2059	2059	to go forward, advance					0	0
Zalizniak-2020-2591-2060	2060	to give orders					0	0
Zalizniak-2020-2591-2061	2061	to get on a vehicle					0	0
Zalizniak-2020-2591-2062	2062	to get off a vehicle					0	0
Zalizniak-2020-2591-2063	2063	to get drunk					0	0
Zalizniak-2020-2591-2064	2064	to get a cramp, spasm					0	0
Zalizniak-2020-2591-2065	2065	to gas (a car), to refuel					0	0
Zalizniak-2020-2591-2066	2066	to fornicate	FORNICATE	103			0	0
Zalizniak-2020-2591-2067	2067	to form the fruit (of plant)					0	0
Zalizniak-2020-2591-2068	2068	to forge	FORGE	288			0	0
Zalizniak-2020-2591-2069	2069	to foresee					0	0
Zalizniak-2020-2591-2070	2070	to force to work					0	0
Zalizniak-2020-2591-2071	2071	to follow unthinkingly					0	0
Zalizniak-2020-2591-2072	2072	to follow logically					0	0
Zalizniak-2020-2591-2073	2073	to fold (cloth)					0	0
Zalizniak-2020-2591-2074	2074	to flirt	FLIRT	494			0	0
Zalizniak-2020-2591-2075	2075	to flee, to escape	FLEE	956			0	0
Zalizniak-2020-2591-2076	2076	to fight, to be at war	FIGHT	1423			0	0
Zalizniak-2020-2591-2077	2077	to felt					0	0
Zalizniak-2020-2591-2078	2078	to feel sick					0	0
Zalizniak-2020-2591-2079	2079	to feel pleasure					0	0
Zalizniak-2020-2591-2080	2080	to feel dizzy	GET DIZZY	2712			0	0
Zalizniak-2020-2591-2081	2081	to feel (an emotion)					0	0
Zalizniak-2020-2591-2082	2082	to falsify					0	0
