ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_DEFINITION	EXAMPLE_CONTEXT	DESCRIPTION_MD
Heggarty-2019-170-128	171	thick	1244	THICK	Relatively large distance from one surface to the opposite in its smallest solid dimension.	That tree trunk is thick; it would take a long time cut through.	##### Illustrative Context\n_That tree trunk is **thick**;  it would take a long time cut through._\n\n##### Target Sense\n* The most generic adjective for thick, in the sense of having a relatively large span between opposing sides.  The basic antonym of English _thin_ as applied to things (although not people).   \n* The target sense is the literal one, a dimension of a single object.  As a generic term, the same lexeme may extend to other senses seen as related, but do not enter additional lexemes specific to any of those other senses, such as the following.\n    - Do **not** confuse with the separate IE-CoR meaning wide, i.e. of gaps or spaces rather than objects.\n    - Not density in the sense of the compactness of any material, or a (high) count of individual objects within a (limited) space, in extensions of the English lexeme such as _thick with people_, _thick forest_.  Avoid lexemes that more properly mean _dense_, rather than target _thick_ in some dimension. \n    - Avoid terms referring specifically to liquids, i.e. the extension of the English lexeme to _thick soup_, for example, as the opposite of _runny_.  \n* The target sense is the dimension of an object perceived as primarily horizontal, and certainly not vertical.  Avoid terms that are more equivalent to English _tall, high_ or _deep_ instead of target _thick_.\n* The target context refers to things, including the tree-trunk in the illustrative context, **not** to people (or animals).  Avoid adjectives more specifically applied to people, especially if to refer not to a simple dimension between opposing sides of (a part of) the body (such as an arm or leg), but by default to girth around the stomach, or to general corpulence, e.g. _plump_, _chubby_, _fat_.  \n* The target is a neutral term, relatively free of inherent value judgement as to whether thickness is desirable or not in any given case.  \n* Avoid intensifying or attenuating lexemes, for either especially thick or only slightly thick.\n* The default register term:  avoid lexemes that are markedly elevated or slang.\n* Avoid lexemes that are primarily extensions (e.g. of the English lexeme _thick_) to figurative senses, e.g. obtuse, not intelligent.\n\n\n
Heggarty-2019-170-129	173	think	1415	THINK (REFLECT)	To actively and consciously use one's mental powers, usually to form ideas.	What are you doing?  I'm just thinking.	#### Illustrative Context\n_What are you doing? I’m just **thinking**._\n\n#### Target Sense\n* The most generic verb for the active mental process of thinking, reasoning — i.e. the target sense is _cogitate_, but the most generic verb that also covers this sense, like English _think_, French _penser_, etc..  \n* Not specifically ‘have an opinion’, ‘believe’.  I.e. not the context followed by the conjunction _that_:  _think that_, _believe that_.\n* Avoid intensifying verbs specifically for deep or long thinking:  e.g. _ponder_, _consider_.\n* Avoid verbs focusing on decision-making:  e.g. _decide_.\n* Avoid verbs specifically for superficial thinking, mind-wandering:  e.g. _wonder_.\n\n
Heggarty-2019-170-130	176	three	492	THREE	The third natural number (3).	Three plus one is four.	##### Illustrative Context\n_**Three** plus one is four._\n\n##### Target Sense\n* The default numeral three, as used when referring to inanimate objects. \n* Avoid the noun form for a group of three, e.g. _threesome_, _trio_, _troika_, or for a ‘number three’ (e.g. a bus).\n* Avoid any different terms used specifically when referring to humans or other animates. \n* Avoid terms specific to counting up or down, if different, e.g. in Irish, or in Russian where the lexeme for IE CoR one is _odin_, not _raz_ (used when counting up).\n\n* In some languages, the same word root for the numeral three can take different grammatical forms.  \n    * In languages that have gender, give the common or masculine form.\n    * In languages that have a contrasting emphatic form, avoid this and give the non-emphatic form.\n\n* See also the target sense definitions for all five lowest numerals covered in IE-CoR:  one, two, three, four, five.
Heggarty-2019-170-131	177	throw	1456	THROW	To cause (an object) to move rapidly through the air, with the force of the hand or arm.	He threw a stick into the water.	##### Illustrative Context\n_**Throw** it so that I can catch it._\n\n##### Target Sense\n* The most basic verb that most naturally pairs with the verb ‘catch’, as in the illustrative context, e.g. English _throw_ or French _lancer_\n* The target sense is that of using the hand to cause something to move through the air, rather than on the ground.  The lexeme entered should be the basic verb that most expresses this contrast with other motion verbs, for which the movement is not through the air, e.g. _push_, _pull_, _roll_.  \n* Some languages may use a rather more general verb, not exclusively for motion through the air, e.g. Italian _tirare_, and/or may clarify that where necessary by explicitly adding phrases such as _in the air_, e.g. Spanish _tirar (al aire)_.  Provided that the verb alone is nonetheless the normal, basic word used for throwing, it should still be selected, as per normal IE-CoR policy to choose the most generic, common verb that also covers the target sense. \n* Avoid verbs that typically carry more specific overtones.  Many languages express these by morphological additions to the basic ‘throw’ verb (e.g. English _throw away_, _throw out_), in which case the basic root _throw_ remains the target lexeme.  But where multiple different verb roots exist, enter the most generic one most free of specific overtones, such as any of the following.\n    - Avoid verbs that imply a specific directional sense, and/or with overtones of throwing in order to strike a target, throwing _at_ (rather than _to_) someone or something, or into water, and so on.  \n    - Avoid verbs with inherent overtones of discarding or disposing of an object, i.e. _throw away_, _throw out_.  \n    - Avoid intensifying verbs for throwing particularly far or hard, or for violent or careless throwing, e.g. _hurl_, _sling_.  \n    - Avoid technical terminology or terminology of throwing specific types of object, e.g. _launch_.  \n    - Avoid non-default register words, such as colloquial English _chuck_, French _balancer_.\n* Some languages, particularly in the Romance family, have multiple close candidate lexemes for ‘throw’, so to determine the most appropriate lexeme in these languages requires targeting precisely the narrower sense described here, and the illustrative context.  French, for example, has two main translation equivalents for ‘throw’, _lancer_ and _jeter_, but the _for me to catch it_ part of the illustrative context identifies _lancer_ as more appropriate (_Lance-le pour que je l’atrappe_, rather than _Jette-le ..._).\n
Heggarty-2019-170-132	178	tie	1917	TIE	To establish connection between two or more things.	He tied the two sticks together.	##### Illustrative Context\n_He **tied** the two sticks together._\n\n##### Target Sense\n* The most generic transitive verb for tie in a prototypical case of attaching two things, of roughly the same size, by means of string or rope, with some form of knot.  \n* Enter the default term from basic vocabulary that would be used in that prototypical case, and in the illustrative context.\n* The target sense is that of ‘binding’ by means of string/rope and knots, not that of adherence, e.g. by some form of glue.  Avoid, therefore, terms for which the default meaning is specifically adherence:  e.g. _stick_, _adhere_, French _coller_.\n* Languages differ considerably in their segmentation of this semantic space, and in the precise range of contexts across which the most basic term can be applied.  \n    - English _tie_ is relatively narrowly limited to string/rope and knots, and thus the clear target lexeme in English.\n    - French _attacher_ can be applied more generally, but is nonetheless also the default verb in the target sense and in the illustrative context, where indeed it would by default be taken to mean specifically tie with string and a knot, if not otherwise specified or clear contextually.  As such, _attacher_ is therefore the target lexeme in French.\n* Avoid, however, broader and vaguer terms that would be hypernyms to English _tie_, e.g. _attach_, and whose default interpretation in the illustrative context would **_not_** be that of tying by string and a knot.   This would be the inference, for example, on hearing _He attached the two sticks (together)_ in English.   Given that the more basic term _tie_ is available, highly appropriate and default when using string and knots, where _tie_ is not used, and less basic _attach_ is used instead, the pragmatic implication is that the context must be one where string and knots were not used. \n* Avoid terms that are narrower in that they inherently specify the purpose of the tying, such as to stop an animal (horse, dog, etc.) or imprisoned person from getting free (e.g. English _tie **up**_), to _harness_ or _yoke_  a draught animal to a plough or carriage (e.g. French _atteler_), to tie a saddle on to a horse, etc..\n* Avoid verbs that are narrower in that they take as their object only things of a particular type, such as animals (see above), or boats, e.g. _moor_, French _amarrer_.\n* Avoid verbs that are narrower in that they take as their object the actual strings or knot, rather than the things tied together with those strings, e.g. French _nouer_, or English _knot_ as a verb.\n* Avoid narrower terms for any of various other means of attaching things together, e.g. English _strap_, _clip_, _buckle_, etc..\n* Avoid terms that are narrower in bearing the specific sense of adding a piece onto an existing object, generally a smaller one onto a larger object (an alternative use of English _attach_, for example).\n* Avoid intensifying or attenuating terms that inherently imply that the tying is particularly tight (e.g. English _bind_) or loose.\n* The target sense is the literal one, as in the illustrative context, involving actual strings and sticks.  Do not enter additional lexemes that are predominantly used for figurative extensions of tying, e.g. to express particular closeness, accompaniment, emotional ‘attachment’, constraints, duty, etc.. 
Heggarty-2019-170-133	179	tongue	1205	TONGUE	The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds.	He stuck his tongue out.	#### Illustrative Context\n_He stuck his **tongue** out._\n\n#### Target Sense\n* The basic term for the tongue as a part of the human body.  \n* The lexeme selected must be applicable to the human tongue.  (It may, and in many languages does apply also to the tongues of animals.)\n* The literal term for the physical body part.  Avoid different terms _specific_ to the sense of taste, to language, and to figurative senses such as somebody's way of speaking (e.g. ‘sharp tongue’).\n* Avoid more technical anatomical or medical terms, if different.\n
Heggarty-2019-170-134	180	tooth	1380	TOOTH	A hard, calcareous structure present in the mouth of many vertebrate animals, generally used for eating.	You can break a tooth if you bite on hard food.	#### Illustrative Context\n_You can break a **tooth** if you bite on hard food._\n\n#### Target Sense\n* The default, most basic and most frequent term for a human tooth.\n* Avoid terms for specific types of tooth, e.g. _incisor_, _molar_, _fang_, etc., and technical, medical terms. \n* Use the generic term for all such types of (human) teeth.  In languages that have no such generic term, but always distinguish front from back teeth (e.g. Basque), or incisors from molars, and so on, then select the most basic lexeme, usually the one for the frontmost teeth.\n\n\n
Heggarty-2019-170-135	181	tree	906	TREE	Any large woody perennial plant with a distinct trunk giving rise to branches or leaves at some distance from the ground.	There is a tree beside the house.	##### Illustrative Context\n_There is a **tree** beside the house._\n\n##### Target Sense\n* The most generic noun for a tree in this prototypical sense:  at least large enough to be taller than and able to give shade to a human standing under it;  perennial;  and with a hard, woody trunk.  \n* Languages may differ in how widely applicable their most basic term is to trees of different sizes and types (also according to local species and environment).  The basic lexeme may thus also extend beyond the prototypical case, e.g. in English a banana plant can also be popularly referred to as a ‘tree’.  This is not necessarily a concern:  the target lexeme should simply be the most basic one that would be applicable to the prototypical sense and illustrative context as defined above (and potentially also more broadly).  \n* Follow common usage and basic vocabulary.  Strict technical and biological classification criteria are not relevant — see also the definition for the separate IE-CoR meaning ant.\n* Avoid lexemes that are hypernyms, not specific enough to a tree, e.g. _plant_.\n* Avoid lexemes that are hyponyms, i.e. narrower and more specific in any way, e.g.: \n    - Avoid terms that specifically denote relatively small scale, e.g. _bush_. \n    - Avoid terms that specifically refer to parts rather than the whole of a tree, e.g. _trunk_, _crown_, _wood_. \n    - Avoid terms for general types of tree (e.g. _conifer_), or specific species (e.g. _oak_).\n* If a language has no generic lexeme, and only distinct lexemes for different types of tree (e.g. evergreen vs. deciduous), then enter whichever of those terms is more basic or more common in the local context.  Only if no clear distinction can be made on those grounds, enter the term for the deciduous tree.\n* The term selected should be applicable to a single tree, and will thus normally be a singular noun.  Only in a language where the clearly most basic term is a collective, and where specifying a single tree would require additional singulative morphology, should a collective noun be entered instead.\n* Most languages will have clearly distinct lexemes for this meaning tree, and the separate IE-CoR meaning forest.  Only in few languages might the basic lexeme be the same in both meanings, and distinguished just by additional morphology.\n* Compare with the similar approach to considerations of size in other separate IE-CoR meanings such as river, bird and leaf.)
Heggarty-2019-170-136	182	turn	1588	TURN	To change direction of movement.	It was heavy so it was hard to turn it.	#### Illustrative Context\n_It was heavy so it was hard to **turn** it._\n\n#### Target Sense\n* The most generic transitive verb for turning an object, in the sense of moving it with the result that its orientation changes (relative to some reference point).  \n* Select the most general term:  avoid alternatives or derivatives (e.g. English phrasal verbs) with more specific meanings such as _turn over_, _turn around_, _turn towards_, _orient_.  Although many such derivatives (with similar stems) may be available, select only the default, most general term. \n* Provide the **transitive** verb;  avoid different roots used for intransitives, reflexives, middles, etc.. (Where a language uses the same root for both transitive and other forms, then it is indeed the target term to select.)\n* If a language uses different terms for turning in horizontal and vertical planes, then use the one prototypically for turning in the horizontal plane.\n* Avoid terms specifically for only partial rotation, for complete rotation, or for multiple rotations.  If there is no general cover or ambiguous term, select the one for 90 or 180 degree rotation, whichever is more basic in the language. \n* Avoid more technical terms, such as _rotate_, _reorient_, _gyrate_, etc..\n* Avoid terms specifically for torsional movement, e.g. _twist_.\n\n\n
Heggarty-2019-170-137	183	two	1498	TWO	The cardinal number occurring after one and before three, represented in Roman numerals as II and in Arabic numerals as 2.	One plus one is two.	##### Illustrative Context\n_One plus one is **two**._\n\n##### Target Sense\n* The default numeral two, as used when referring to inanimate objects. \n* Avoid the noun for a group of two, e.g. _twosome, _pair_ or _couple_.\n* Avoid any different terms used specifically when referring to humans or other animates. \n* Avoid any different terms used specifically when referring to things that naturally come in pairs:  eyes, hands, etc..  \n* Avoid terms specific to counting up or down, if different.  In Russian, for example, the lexeme for IE CoR one is _odin_, not _raz_.\n\n* In some languages, the same word root for the numeral two can take different grammatical forms.  \n    * In languages that have gender, give the common or masculine form.\n    * In languages that have a contrasting emphatic form, avoid this and give the non-emphatic form.\n    * In languages that have a distinct dual form of the _two_ word, used only for things that naturally come in pairs (e.g. eyes, hands), avoid this and give the form of the _two_ word used more generally.\n\n* See also the target sense definitions for all five lowest numerals covered in IE-CoR:  one, two, three, four, five.
Heggarty-2019-170-138	184	vomit	1278	VOMIT	To regurgitate the contents of the stomach.	He ate something bad and threw up (vomited).	#### Illustrative Context\n_He ate something bad and **vomited**._\n\n#### Target Sense\n* The most generic term for humans vomiting (i.e. regurgitating the contents of the stomach).  Particular attention is needed with register for this meaning:  as per the IE-CoR policy guidelines, target the most neutral register term, neither too formal or euphemistic, nor too informal or vulgar.\n* Note that in some varieties of English,  the most neutral register term is not in fact _vomit_ but, for example _be sick_ (e.g. in the target variety in IE-CoR, namely British English in the lexical usage in England) or _throw up_.\n* Avoid marked higher register terms, e.g. formal or specifically medical ones.\n* Avoid marked euphemisms, unless an original euphemism has lost that connotation and has since become the neutral, direct term.\n* Many languages have multiple informal, slang or vulgar ‘synonyms’:  avoid all such terms. \n* The target lexeme may be morphologically complex in many languages, as for example in Slavic. 
Heggarty-2019-170-139	186	hot	1286	HOT	Having a very high temperature.	The rocks get hot during the day and cold at night.	##### Illustrative Context\n_The rocks get **hot** during the day and cold at night._  \n\n##### Target Sense\n* The default antonym of cold. \n* The most basic term, typically adjectival, that covers the **largest span** of temperatures higher than neutral, and the **middle ground** of that span of temperatures (within sensible bounds of the usual temperature range in human experience).  \n* This should be a generic, relative term, not a specific and absolute one such as _boiling hot_.\n* Aim for the term covering the broadest range of tactile, ambient and personal uses.\n* Avoid marked, loaded, judgement terms for excessively hot, or not hot enough.\n* Avoid narrow terms limited to specific uses, e.g. hot only of food, only of liquids, only of weather, and so on.\n* Avoid resultative or change of state terms for _made hot_, _heated_.\n* Take the default, unmarked term, i.e. avoid intensifying terms for particularly hot, as well as qualifying, weakening terms such as (only) _warm_. \n* Many languages have just a single obvious default term, but others, particularly in the Germanic languages, have more than one common competing term, as in English _hot_ and _warm_, and their cognates in almost all other Germanic languages.  In English, _hot_ is more in line with the target, and slightly commoner than _warm_, which has a slightly narrower, more specific sense of ‘not especially hot’.  In German, _warm_ is slightly commoner than _heiß_, which has a slightly narrower, more specific sense of ‘particularly hot’.  In a proportion of cases, centered on our target sense, the translational equivalent of English _hot_ is actually often German _warm_.\n\n##### References\n* On the contrasts of tactile vs. ambient in the languages of Vanuatu and in Japanese, see François (2015).  \n* On the contrasts of tactile vs. ambient vs. personal, see Koptjeskaja-Tamm (2011).
Heggarty-2019-170-140	187	wash	1453	WASH	To remove dirt and grime from an object, using water (usually with soap).	She washed her hands.	##### Illustrative Context\n_She **washed** her hands._\n\n##### Target Sense\n* The most basic verb for wash in the prototypical sense of cleaning specifically with water.\n* The target sense is thus a hyponym to the vaguer, more general meaning of the English lexeme _clean_, since that is not specific as to whether the cleaning is done with water.  The target lexeme in English is thus only _wash_, and not _clean_.\n* The lexeme entered must at least be applicable in the illustrative context, i.e. a prototypical case of somebody removing dirt from a part of the body, using water (and irrespective of whether any other particular means of cleaning is also used, e.g. soap, a cloth, etc.).  \n* This should be the basic verb root that would be applied to washing part of one’s own body, prototypically one’s hands as in the illustrative context.  Nonetheless, where possible provide just the verb root (or stem) without additional explicitly reflexive morphemes, e.g. French _laver_ rather than _se laver_.  \n* As a generic term, in most languages this lexeme will typically be applicable more widely, e.g. to washing the whole body, someone else’s body, or indeed objects such as clothes, dishes, and so on.  Avoid, however, additional lexemes specific to washing particular types of object.\n* Indeed, avoid any narrower terms more specific in any sense, e.g. _bathe_ (washing specifically by immersion), _rinse_ (washing _off_ with ample water), _wipe_ (with water applied by a cloth), ritual forms of washing or ‘ablution’, animals licking themselves clean, etc..\n\n
Heggarty-2019-170-141	188	water	948	WATER	Common liquid (H₂O) which forms rain, rivers, the sea, etc., and which makes up a large part of the bodies of organisms.	She was thirsty, so she drank some water.	#### Illustrative Context\n_She was thirsty, so she drank some **water**._\n\n#### Target Sense\n* The most generic, basic and default noun for _water_.\n* In many languages this will be the same term as used in the traditional Classical concept of the four ‘elements’, i.e. _water_ as opposed to _earth_, _air_ and _fire_.\n* Avoid terms that refer specifically to either fresh or salt water (e.g. _brine_).\n* Most languages have a single basic cover term for _water_, applicable to both fresh and salt water, but not limited and specific to either of them.  \n* If your language, unusually, has no general cover term, but only two mutually incompatible terms for fresh and salt water respectively, then select the word that refers to fresh water.\n* Similarly, as per general IE-CoR policies, avoid narrow terms in any other senses too, e.g. specifically _drinking_ water, or terms for a natural _body_ of water like a lake, river or sea.  \n\n\n
Heggarty-2019-170-142	190	wet	1726	WET	Covered with or impregnated with liquid.	Is it wet or dry?	##### Illustrative Context\n_Is it **wet** or dry?_\n\n##### Target Sense\n* The most generic adjective as an antonym of dry, describing the presence of water within a material, not merely moisture or humidity:  i.e. the target sense is _wet_, not merely _damp_ or _humid_.\n* Avoid terms specific to water only on an outer surface:  the lexeme selected should be a generic one that can also refer to the presence of water throughout a material.  (Ossetic languages distinguish these senses, for example.)\n* A neutral term, without judgement or connotations of wetness as positive or negative (e.g. _soaked_) in any given case.\n* Avoid intensifying terms for extremely or excessively wet, e.g. _sodden_, _soaked_.\n* Avoid terms specific to humidity in the air, e.g. _humid_, or any other specialised terms.\n* Avoid terms that specifically indicate a change of state, e.g. _moisten(ed)_, _watered_, _humidified_.\n* Avoid terms specific to figurative uses, e.g. ‘wet’ as self-effacing, weak-willed, etc..
Heggarty-2019-170-143	194	white	1335	WHITE	Bright and colourless; reflecting equal quantities of all frequencies of visible light.	There is a white cloud in the sky.	##### Illustrative Context\n_There’s a **white** cloud in the sky._\n\n##### Target Sense\n* The most basic colour term (usually adjectival) seen as the natural antonym of black.\n* Avoid terms meaning specifically _bright_, _light_, _illuminated_, _clean_, _pure_.\n* Avoid terms limited to figurative senses such as _blank_, _indistinguishable_, etc..\n* See also the target sense definitions for other colour terms in IE-CoR: black, red and green.  \n\n
Heggarty-2019-170-144	196	wide	1243	WIDE	Having a long distance or area between two points, especially horizontally.	The canyon is wide here, but further down it's narrow.	##### Illustrative Context\n_The canyon is **wide** here, but further down it’s narrow._\n\n##### Target Sense\n* The basic antonym of narrow (i.e. of gaps, spaces), **not** the antonym of ‘thin’ (i.e. of objects).  That is, the lexeme entered should be the normal adjective to refer to a (horizontal) **gap** or **space** between two sides, rather than the (horizontal) breadth of an object or person.  \n* If a language has a cover term for both of these senses (gap and objects), then as a basic, general term that is indeed appropriate;  but if there are different terms, choose the more default one for wide gaps, not things.  This is why in English the correct lexeme determination is _wide_, not _broad_.  \n* Avoid terms that primarily have the sense of ‘wide open’ or ‘far’, referring to large distances and emptiness. \n* Avoid intensifying terms, such as _vast_.\n \n\n
Heggarty-2019-170-145	198	wind	960	WIND	The motion of air relative to the earth's surface; usually means horizontal air motion, as distinguished from vertical motion.	She felt the wind in her face.	##### Illustrative Context\n_She felt the **wind** in her face._\n\n##### Disambiguation\nThe weather **noun** wind /wɪnd/, not the unrelated English homograph, the verb _to wind (up)_ /waind/. \n\n##### Target Sense\n* The most generic noun for wind as a weather word. \n* Avoid all narrower terms, in any sense, including:\n    - Lexemes that denote winds explicitly light or strong (e.g. _breeze_, _gale_).\n    - Lexemes specific to types of wind (onshore/offshore, upslope/downslope, daytime/nighttime, whirlwinds, etc.), strengths of wind (_gale_, _hurricane_), temperatures or moisture of wind (cold/warm, moist/dry e.g. _scirocco_) and so on.\n    - Lexemes that are the names of winds from specific directions or in specific geographical contexts (e.g. _Föhn_, _Mistral_, _trade(s)_, _easterly_, _Zephyr_).  Even if one of these may be the dominant form of wind for speakers of a given language, the more general term for any type of _wind_ should be entered instead.\n* Some languages may not have a dedicated _wind_ lexeme distinct from _air_.  This is not necessarily an issue, if this overarching lexeme is clearly the default term used when context makes it clear that the sense is specifically _wind_ as ‘moving air’.\n* The target sense is the literal weather word.  Avoid lexemes that are predominantly extensions, including figurative uses, of the ‘wind’ as representing speed, impermanence, obstruction or aid in travel, etc.. \n\n
Heggarty-2019-170-146	199	wing	1257	WING	The appendage of an animal's (bird, bat, insect) body that enables it to fly in the air.	Birds have wings; people do not.	##### Illustrative Context\n_Birds have **wings**; people do not._\n\n##### Target Sense\n* The most generic noun for a wing as a part of the body of an animal, typically a bird, that (prototypically) allows it to fly in the air.\n* The lexeme entered must be the default lexeme in the basic vocabulary that would be used in the prototypical case of a wing of feathers on a flighted bird of medium size (as defined for the separate IE-CoR meaning bird).  \n* Enter the generic term for the wing as a whole.  Avoid narrower terms for specific types, forms, sizes or parts of wings, such as _fin_, _gullwing_, _wingtip_, French _aileron_.\n* Follow common usage and basic vocabulary.  Strict technical and biological classification criteria are not necessarily relevant — on this, see also the definitions for the separate IE-CoR meanings wing, snake and ant.  So although lexeme entered must be the basic lexeme in the prototypical case as defined above, the exact range of application of the basic lexeme does not necessarily matter.  Many languages extend the same basic term more widely, to include the ‘wings’ of insects, flying mammals (bats, flying foxes, etc.), and the (generally more rudimentary) wings of flightless birds such as chickens or ostriches.  This is not a concern, so long as the basic lexeme entered is also the default lexeme for the prototypical wing here.  Do not, however, enter any additional lexeme that is specific to any such narrower use and not to feathered wings of a flighted bird.\n* The target sense is the literal body part of an animal. Do not enter any additional lexemes that predominantly or exclusively refer to figurative extensions of the lexeme _wing_ in English, e.g. different words for the ‘wings’ of aircraft, buildings, cars, team formations, etc..\n\n
Heggarty-2019-170-147	202	woman	962	WOMAN	An adult human member of the sex that produces ova and bears young.	I saw a man and a woman.	#### Illustrative Context\n_I saw a man and a **woman**._\n\n#### Target Sense\n* The most generic term for an adult human female.  \n* In most languages this will be the term that is directly paired with the term for the IE-CoR meaning man, in basic phrases such as _man or woman_, _man and woman_, as in the illustrative context.\n* Avoid terms that inherently carry more specific senses of any type:\n    - Avoid terms _specific_ to the place of a woman in a relationship, marriage or kinship.  In many languages, the most basic and generic term is _also_ used as a translation equivalent to English _wife_, e.g. French _femme_, German _Frau_.  This is not an issue; but do not enter terms specific to the sense of _wife_, e.g. French _épouse_.\n    - Avoid specific terms for younger or older women.\n    - Avoid weighted terms that inherently carry honorific or judgmental value:  e.g. _lady_, French _dame_.\n    - Avoid terms that specifically highlight perceived femininity.\n    - Avoid terms that are used to focus more narrowly as explicitly _female_, rather than more equally both female and adult.\n* The neutral-register term:  avoid literary or poetic words, and slang or colloquial terms, e.g. English _dame_, _lass_, etc..\n* See also the IE-CoR meaning man.
Heggarty-2019-170-148	203	forest	420	FOREST	A vegetation community dominated by trees and other woody shrubs, growing close enough together that the tree tops touch or overlap, creating various degrees of shade on the forest floor.	There are many animals in the forest.	##### Illustrative Context\n_There are many animals in that **forest**._\n\n##### Target Sense\n* The most generic term for a dense collection of trees covering a given area.\n* The target scale should be intermediate, but big enough so that from inside the area it is not possible to see through the trees to areas outside it without trees.   \n* So, avoid terms that specifically imply only a small stand of trees (e.g. _copse_), or a vast expanse.\n* Select a term that can refer to an actual specific area of woodland/forest, not more abstract or technical terms just for this type of ecology or environment.\n* Note that for many speakers of English, for example, the most appropriate term could in fact be _woods_ rather than _forest_.\n(Compare with the similar approach to considerations of prototypical size in the separate IE-CoR meanings lake, river, bird and leaf.)\n\n\n\n
Heggarty-2019-170-149	204	worm	1219	WORM	A generally tubular invertebrate of the annelid phylum.	Don’t step on that worm.	##### Illustrative Context\n_Don’t step on that **worm**._\n\n##### Target Sense\n* The most general term for the worm not as a single specific species but as a general form of animal:  i.e. small, without legs, and which moves by a writhing movement.  \n* Follow common usage and basic vocabulary.  Technical, biological classificatory criteria are not relevant — see also the definition for the separate IE-CoR meaning ant.\n* The lexeme chosen must be applicable to the prototype target case of (earth)worms (of medium size, c. 7 cm.), where this body form is that of the adult.  \n* It _may_ also be extendable to (generally smaller) ‘worms’ as can be found in fruit, such as an apple, in languages such as English where the same basic noun _worm_ can be applied to these as well as to (earth)worms.  \n* Avoid, however, terms specific only to worms in the form of _larvae_ or _maggots_, that refer specifically to a stage in the life-cycle of species whose adult body form is not that of a worm. \n* The lexeme should normally be a singular term.  If the basic term in a language is a collective, in the sense of a mass of worms, then a singulative should be given -- or consider whether this is the appropriate lexeme in any case, especially given the criteria above.\n* Obviously, do not provide words for snakes or other superficially similar animals, nor terms specific to particular types or species of worm, e.g. sandworms, aquatic worms, parasitic worms in humans or other animals, and so on. \n \n
Heggarty-2019-170-150	206	year	1226	YEAR	The time it takes the Earth to complete one revolution of the Sun (between 365.24 and 365.26 days depending on the point of reference).	The year is almost over.	##### Illustrative Context\n_The **year** is almost over._\n\n##### Target Sense\n* The most basic noun for a year, and the most neutral, without any specific or narrow senses.\n* Avoid terms that highlight the time-span of the year, e.g. French _année_, rather than basic _an_.\n* The noun for a year, not adverbial forms such as _annually_, _all the year round_, etc..\n* Avoid specific terms for _this year_, _last year_, etc., and terms for half-years or seasons. \n* Avoid terms specific to counting up years, or specific to years of age.  \n* If a language has different roots for referring to a single year or to multiple years, e.g. Armenian, _tari_ vs. _ām_, then enter the term for a single year.\n\n\n\n
Heggarty-2019-170-151	207	yellow	1424	YELLOW	Having the colour of a yolk, a lemon or gold.	Egg yolk is yellow	#### Illustrative Context\n_Egg yolk is **yellow**._\n\n#### Target sense\n* The most basic colour term (usually adjectival) for yellow, as for example would be used to refer to the natural color of egg yolk (as in the illustrative context). \n* Provide only the most basic and general colour term, however, that can also be applied much more widely.  (That is:  do not, of course, give any narrower terms specific to egg yolk, or compounds such as ‘egg-yellow’.)\n* The term entered must belong to basic colour vocabulary in the language.  Avoid all and any near-synonymous but hyponym lexemes, which refer to a narrower colour range than the basic colour term for ‘yellow’, or to sub-shades of it:  e.g. _saffron_, _ochre_. \n* The basic term that covers the illustrative context here may or may not, depending on the language, be distinct from English _orange_.  This is not in itself a concern, provided the other guidelines here are met.\n* Avoid terms specific to other, narrower senses, e.g. specifically for ‘yellow’ hair colour, gold or other metals, the colour of yellow sunlight, etc..\n* The literal colour term.  Avoid lexemes predominantly used for figurative extensions, e.g. _yellow_ as seen as representing cowardice, ill-health, etc..\n* See also the target sense definitions for other colour terms in IE-CoR: red, green,black and white.\n
Heggarty-2019-170-152	208	ant	587	ANT	Any of the black, red, brown, or yellow insects of the family Formicidae characterized by a large head and by living in organized colonies.	There's an ant climbing up your leg.	##### Illustrative Context \n_There's an **ant** climbing up your leg._\n\n##### Target Sense\n* General IE-CoR policy is to favour basic, default terms, rather than technical, scientific ones (from biology in this case).  So although technically, in biological classification, _ants_ and _termites_ are quite distinct families, what matters to IE-CoR is that popular usage often does not distinguish them in practice (and focuses instead on their similar form and behaviour as colony insects).  \n* So for this IE-CoR meaning too, provide the most default term in your language:\n    - If the default term covers both ants and termites, then select that term.  This is effectively the case in English, for example, where most speakers take _ant_ as a hypernym, and _termite_ as a hyponym within it (irrespective of the techincal, biolgical classification).  So the correct IE-CoR term in English is indeed _ant_.  Many European languages are similar in this respect.\n    - If your language has no such cover term, but has two distincI, non-overlapping lexemes for _ant_ vs. _termite_, then please select whichever of those is perceived as the more basic, default or common term in your language, whichever of ants or termites it technically refers to.  \n    - Only if you really cannot choose between two equally basic terms, then select the one that refers to the technical _ant_ (i.e. of the family Formicidae) rather than _termite_.\n\n* If your language uses by default a term in the plural, or a non-count noun, enter that default form, and mention this in the notes field.
