ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	WORDPAIR_GLOSS	WORDPAIR	POS	SIMILARITY_SCORE_ARABIC	SIMILARITY_SCORE_CHINESE	SIMILARITY_SCORE_WELSH	SIMILARITY_SCORE_ENGLISH	SIMILARITY_SCORE_ESTONIAN	SIMILARITY_SCORE_FINNISH	SIMILARITY_SCORE_FRENCH	SIMILARITY_SCORE_HEBREW	SIMILARITY_SCORE_POLISH	SIMILARITY_SCORE_RUSSIAN	SIMILARITY_SCORE_SPANISH	SIMILARITY_SCORE_KISWAHILI	SIMILARITY_SCORE_YUE_CHINESE	SIMILARITY_SCORE_MEAN	ARABIC	CHINESE	WELSH	ESTONIAN	FINNISH	FRENCH	HEBREW	POLISH	RUSSIAN	SPANISH	KISWAHILI	YUE_CHINESE
Vulic-2020-3776-3320	3320	finish			compete; finish	word2-3320	verbs	0.6	0	0	1.384615385	0.4	0.4	0.2	0.2	0.1	0	0.2	0.2	0.181818182	0.272202797	ينهي	完成	gorffen	lõpetama	suorittaa loppuun	terminer	לסיים	skończyć	заканчивать	terminar	kushindana	完成
Vulic-2020-3776-3321	3321	marry			engage; marry	word2-3321	verbs	3.5	2.363636364	1.1	1.153846154	1.5	2	4.6	2	0.9	1.8	0.9	3	2.909090909	2.018881119	يتزوّج	结婚	priodi	abielluma	naida	se marier	להתחתן	poślubić	жениться	casar	kuoa	結婚
Vulic-2020-3776-3322	3322	argue			complain; argue	word2-3322	verbs	2	2.090909091	1.1	1.692307692	1.1	1.3	2.1	1.9	1.5	0.7	2.7	1	0.181818182	1.447086247	يجادل	争论	dadlau	vaidlema	kiistellä	se disputer	לטעון	kłócić się	ругаться	discutir	kugombana	拗撬
Vulic-2020-3776-3323	3323	attend			come; attend	word2-3323	verbs	4.6	3.181818182	3	3.153846154	1.8	1.2	3.4	5	2.8	2.3	2	3	2.818181818	2.804487179	يحضر	出席	mynychu	osalema	osallistua	assister	להגיע	uczęszczać	посещать	asistir	kuhudhuria	出席
Vulic-2020-3776-3324	3324	quit			begin; quit	word2-3324	verbs	0.8	0	0	0.076923077	0.6	0.4	1.6	1	0	0.1	0.2	0.1	0.090909091	0.347319347	يستقيل	戒除	gadael	lõpetama	lopettaa	cesser	להפסיק	rezygnować	прекращать	dejar	kuacha	戒除
Vulic-2020-3776-3325	3325	keep			lose; keep	word2-3325	verbs	1	0.181818182	0.4	0	0.4	0.2	1.5	0.7	0	0.1	0.1	0	0.090909091	0.306060606	يحتفظ	保持	cadw	hoidma	pitää	garder	לשמור	zachować	сохранять	mantener	kuweka	保持
Vulic-2020-3776-3326	3326	accomplish			achieve; accomplish	word2-3326	verbs	4.9	3.272727273	2.9	5.384615385	3.5	2.8	5.2	0.4	5.4	1.8	3.3	5.1	4.090909091	3.595687646	ينجز	完成	cyflawni	teostama	menestyä	accomplir	לבצע	zrealizować	завершать	realizar	kufanikisha	完成
Vulic-2020-3776-3327	3327	fry			cook; fry	word2-3327	verbs	3.4	0.454545455	2	2.307692308	2.4	3.8	3.4	2.1	2.6	1.3	2.8	3.7	0.818181818	2.306701632	يقلي	炒	ffrio	praadima	paistaa	frire	לטגן	smażyć	жарить	freír	kupika	炒
Vulic-2020-3776-3328	3328	lend			owe; lend	word2-3328	verbs	4.2	0.363636364	1.9	0.076923077	1	2.2	1	1.7	2.5	1.3	0.5	0.5	0.454545455	1.124592075	يقرض	借	benthyg	laenama	lainata	prêter	להלוות	pożyczyć	одалживать	prestar	kukopesha	借
Vulic-2020-3776-3329	3329	avoid			reject; avoid	word2-3329	verbs	3.4	1.545454545	1.3	0.846153846	2	2.2	2.3	0.8	2	1.3	3.1	1.3	0.272727273	1.580361305	يتجنّب	避免	osgoi	vältima	välttää	éviter	למנוע	unikać	избегать	evitar	kuepa	避免
Vulic-2020-3776-3330	3330	borrow			give; borrow	word2-3330	verbs	2.2	2.363636364	1.9	0.076923077	3	1.8	1.8	3.1	1.8	1.4	1	0.3	4.454545455	1.916258741	يقترض	借	benthyca	laenama	lainata	emprunter	להשאיל	pożyczać	занимать	pedir prestado	kuazima	借
Vulic-2020-3776-3331	3331	approve			permit; approve	word2-3331	verbs	4	3.818181818	2.6	4.769230769	3.7	2.4	3.6	4.7	4	2.8	3.1	4.4	3.363636364	3.604254079	يوافق	赞成	cymeradwyo	heaks kiitma	vahvistaa	approuver	לאשר	aprobować	утвердить	aprobar	kuruhusu	贊成
Vulic-2020-3776-3332	3332	whisper	55	WHISPER	speak; whisper	word2-3332	verbs	3.6	3	2.2	1.538461538	2.2	2.8	4	2.2	2.2	1.2	1.5	1.2	1.181818182	2.101689977	يهمس	低语	sibrwd	sosistama	kuiskata	chuchoter	ללחוש	szeptać	шептать	susurrar	kutamka	低語
Vulic-2020-3776-3333	3333	wait			pause; wait	word2-3333	verbs	1.8	2.363636364	5	3.384615385	1.4	1.7	2.9	1	5	0.7	2.9	6	0.909090909	2.771445221	ينتظر	等待	aros	ootama	odottaa	attendre	להמתין	czekać	ждать	esperar	kusubiri	等待
Vulic-2020-3776-3334	3334	put			give; put	word2-3334	verbs	0.7	0.272727273	1.3	0.307692308	0.6	0.9	1.8	0.8	0.4	0.7	1.2	0	0.636363636	0.743065268	يضع	放	gosod	panema	laittaa	mettre	להניח	kłaść	вкладывать	poner	kuweka	放
Vulic-2020-3776-3335	3335	examine			investigate; examine	word2-3335	verbs	4.7	2.818181818	3.6	4	3	2.1	3.8	3.4	3.3	5	4.4	5.7	4.181818182	3.775	يستجوب	检查	archwilio	kontrollima	kuulustella	examiner	לבחון	badać	изучать	examinar	kuchunguza	檢查
Vulic-2020-3776-3336	3336	receive			take; receive	word2-3336	verbs	3.7	1.636363636	2.2	0.923076923	1.7	3.1	2.7	1	2.2	1.2	1.6	3.7	3.545454545	2.125407925	يستلم	收到	derbyn	saama	vastaanottaa	recevoir	לקבל	otrzymywać	получать	recibir	kupokea	收到
Vulic-2020-3776-3337	3337	search			seek; search	word2-3337	verbs	4.9	3.545454545	0.7	5.230769231	1.6	4.6	2.6	0.9	5.2	0.4	2	1	3.272727273	2.587412587	يفتّش	搜索	chwilio	otsima	etsiä	viser	לחפש	szukać	искать	mirar	kutazamia	搜索
Vulic-2020-3776-3338	3338	repeat	880	REPEAT	practice; repeat	word2-3338	verbs	2.1	1.727272727	0.8	2.153846154	2.9	2.4	4.4	0.7	3.1	1.8	2.7	0	2.909090909	2.132517483	يكرّر	重复	ailadrodd	kordama	toistaa	répéter	לחזור	powtarzać	повторять	repetir	kujiandaa	重複
Vulic-2020-3776-3339	3339	defend	1330	DEFEND	protect; defend	word2-3339	verbs	4.6	4	4.3	4	4.6	4.3	5.5	4.2	5.1	4.1	5	4.7	3.454545455	4.437878788	يدافع	防御	amddiffyn	turvama	puolustaa	défendre	להגן	bronić	отстаивать	defender	kukinga	防御
Vulic-2020-3776-3340	3340	obey			punish; obey	word2-3340	verbs	0.9	0.181818182	0.4	0	0.6	0.4	1.6	0.8	0.8	0.2	1	0	0.272727273	0.521212121	يطيع	服从	ufuddhau	alluma	totella	obéir	לציית	przestrzegać	подчиниться	obedecer	kuadhibu	服從
Vulic-2020-3776-3341	3341	acquire			join; acquire	word2-3341	verbs	0.7	0.090909091	0.2	0.307692308	0.5	0.1	1.2	0.3	0.2	0.2	0.8	0.1	0	0.333216783	يكتسب	获得	caffael	omandama	hankkia	acquérir	לרכוש	nabyć	приобретать	adquirir	kujipatia	獲得
Vulic-2020-3776-3342	3342	listen			learn; listen	word2-3342	verbs	1.8	0.545454545	0.6	0.769230769	1.8	0.6	2.4	1.6	0.5	0.7	1	0.2	0.363636364	0.923193473	يستمع	听	gwrando	kuulama	kuunnella	écouter	להקשיב	słuchać	слушать	escuchar	kusikiliza	聽
Vulic-2020-3776-3343	3343	hear	1408	HEAR	listen; hear	word2-3343	verbs	4.8	4.272727273	3	4.230769231	2.9	3.1	4.7	3.8	2.3	2.9	5.1	5	4	3.775291375	يسمع	听见	clywed	kuulma	kuulla	entendre	לשמוע	słyszeć	слышать	oír	kusikia	聽見
Vulic-2020-3776-3344	3344	repress			renounce; repress	word2-3344	verbs	1.1	0	0.2	0.692307692	0	0.6	2	3.6	1.6	0.1	1	0.7	0.272727273	0.897086247	يقمع	压抑	gormesu	suruma	tukahduttaa	réprimer	להדחיק	tłumić	подавлять	reprimir	kukataa	壓抑
Vulic-2020-3776-3345	3345	collect			gather; collect	word2-3345	verbs	4.4	2.727272727	4.3	4.846153846	2	1.1	5.9	5	5.6	0.8	3.1	2.8	1	3.264452214	يجمع	收集	casglu	koguma	kerätä	réunir	לאסוף	zbierać	собирать	recoger	kukusanyika	收集
Vulic-2020-3776-3346	3346	increase	1041	INCREASE	grow; increase	word2-3346	verbs	4	0.909090909	3.9	4.538461538	4.4	1.3	6	1.4	2.6	3.2	4	1.7	0.727272727	2.889568765	يزيد	增加	cynyddu	suurenema	korottaa	augmenter	להגביר	wzrosnąć	увеличивать	incrementar	kukua	增加
Vulic-2020-3776-3347	3347	argue			agree; argue	word2-3347	verbs	1.5	0.363636364	0.1	0.076923077	0.7	0.4	2.9	0.9	0	0.2	0.5	0.3	0	0.536713287	يجادل	争论	dadlau	vaidlema	kiistellä	débattre	להתווכח	kłócić się	спорить	discutir	kugombana	拗撬
Vulic-2020-3776-3348	3348	understand			grasp; understand	word2-3348	verbs	5	4.272727273	0.4	4.076923077	5.1	4.9	5.9	3.9	5	2.5	0	3.9	1.454545455	3.45034965	يفهم	理解	deall	aru saama	ymmärtää	comprendre	להבין	rozumieć	понять	entender	kufahamu	明白
Vulic-2020-3776-3349	3349	justify			argue; justify	word2-3349	verbs	2	3.818181818	0.8	2.769230769	2.7	1	2.8	1.4	5.4	5.5	0.7	0.3	0.363636364	2.295920746	يبرّر	辩解	cyfiawnhau	õigustama	perustella	justifier	להצדיק	uzasadniać	обосновывать	justificar	kutetea	辯解
Vulic-2020-3776-3350	3350	bury			cover; bury	word2-3350	verbs	3.2	2.454545455	0.4	2	1.2	3.8	3.3	2.7	2.7	1	3.4	2.6	2.454545455	2.334090909	يدفن	埋葬	claddu	matma	haudata	enterrer	לקבור	zakopać	закапывать	enterrar	kufunika	埋葬
Vulic-2020-3776-3351	3351	go			leave; go	word2-3351	verbs	3.2	4.090909091	1.1	4.384615385	0.9	1.4	4.5	2.8	1.5	1.1	3.4	5.6	3.454545455	2.852505828	يذهب	走开	mynd	minema	mennä	aller	ללכת	iść	идти	ir	kwenda	走開
Vulic-2020-3776-3352	3352	neglect			disown; neglect	word2-3352	verbs	1.6	0	0.3	1	1.7	0.6	1.9	1	1.2	0	1.5	1.6	0.090909091	0.907575758	يهمل	疏忽	esgeuluso	tähelepanuta jätma	laimilyödä	négliger	להזניח	zaniedbać	запускать	negar	kukataliwa	疏忽
Vulic-2020-3776-3353	3353	differ			argue; differ	word2-3353	verbs	2.6	0.272727273	0.7	2.153846154	1.2	0.2	1.6	2.3	2.7	0.3	2.9	3.4	0.181818182	1.492365967	يختلف	不同	gwahaniaethu	erinema	olla erilainen	différer	להתווכח	różnić się	различаться	diferir de	kutofautiana	不同
Vulic-2020-3776-3354	3354	divide			multiply; divide	word2-3354	verbs	2.4	0.545454545	0.6	0.307692308	0.7	1.2	2.4	1.6	0.2	0.1	0.7	0.1	0.181818182	0.71958042	يقسم	除	rhannu	jagama	jakaa	diviser	לחלק	dzielić	делить	dividir	kugawanya	除
Vulic-2020-3776-3355	3355	satisfy			comprehend; satisfy	word2-3355	verbs	0.8	0.454545455	0.6	0.153846154	0.2	0.1	0.7	0.3	0.3	0.4	0.7	0	0	0.325699301	يرضي	满足	bodloni	rahuldama	tyydyttää	satisfaire	לספק	satysfakcjonować	удовлетворять	satisfacer	kuridhisha	滿足
Vulic-2020-3776-3356	3356	send			go; send	word2-3356	verbs	1.9	0.090909091	1.1	0.307692308	0.7	0.2	0.9	0.7	0	0.1	0.7	0.1	0	0.408216783	يرسل	发送	danfon	saatma	lähettää	envoyer	לשלוח	wysyłać	посылать	enviar	kutuma	發送
Vulic-2020-3776-3357	3357	find			locate; find	word2-3357	verbs	0.5	0.818181818	1.6	5.153846154	2.6	4.6	4.8	4.5	3.9	4.3	5.4	0.2	0.545454545	3.201456876	يجد	找到	darganfod	leidma	löytää	trouver	למצוא	znaleźć	находить	encontrar	kutafuta	搵到
Vulic-2020-3776-3358	3358	ignore			print; ignore	word2-3358	verbs	0.4	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0.033333333	يتجاهل	忽略	anwybyddu	ignoreerima	sivuuttaa	ignorer	להתעלם	ignorować	игнорировать	ignorar	kuchapisha	無視
Vulic-2020-3776-3359	3359	foreclose			strive; foreclose	word2-3359	verbs	0.4	0	0.3	0	0	0	0.8	0.2	0	0	0.7	0	0	0.166666667	يحرم	阻碍	blaengau	välistama	sulkea	saisir	לעקל	przejąć	предрешать	ejecutar	kujitahidi	阻礙
Vulic-2020-3776-3360	3360	notify			portray; notify	word2-3360	verbs	1	0	0.3	0	0.2	0.3	1.4	0.9	1.3	0	0.6	2.1	0	0.591666667	يبلغ	通知	hysbysu	teavitama	ilmoittaa	notifier	להודיע	powiadamiać	уведомлять	notificar	kujulisha	通知
Vulic-2020-3776-3361	3361	get			acquire; get	word2-3361	verbs	3.7	4.727272727	3.8	5.076923077	3.6	2.6	5.5	1.1	2.3	2.1	2.7	2.6	4.636363636	3.39504662	يحصل	得到	cael	saama	saada	obtenir	לקבל	dostać	получать	recibir	kupata	得到
Vulic-2020-3776-3362	3362	lie			deny; lie	word2-3362	verbs	4.5	0.636363636	0.2	1.153846154	1.2	1	2.5	1.4	0.9	1.1	1.2	0	0.454545455	0.978729604	يكذب	说谎	dweud celwydd	valetama	valehdella	mentir	לשקר	kłamać	лгать	mentir	kukataa	說謊
Vulic-2020-3776-3363	3363	comfort			humiliate; comfort	word2-3363	verbs	1	0.181818182	0	0.076923077	0	0	0.9	0.7	0	0.1	0	0	0	0.163228438	يعون	安慰	cysuro	rahustama	lohduttaa	conforter	לנחם	pocieszać	утешать	comodidad	kuaibisha	安慰
Vulic-2020-3776-3364	3364	ask			beg; ask	word2-3364	verbs	3.5	0.818181818	2.4	2.615384615	3.3	2.4	3.6	3.6	0.7	4.3	2.8	2.7	0.454545455	2.474009324	يطلب	问	gofyn	küsima	kysyä	demander	לבקש	pytać	просить	pedir	kuuliza	問
Vulic-2020-3776-3365	3365	destroy			kill; destroy	word2-3365	verbs	2.6	3.272727273	3.1	2.384615385	2.8	3.2	3.2	1.8	1.8	4.5	1.7	1.7	2.272727273	2.644172494	يهدم	毁灭	dinistrio	hävitama	tuhota	détruire	להרוס	niszczyć	уничтожать	destruir	kuharibu	毀滅
Vulic-2020-3776-3366	3366	detach			split; detach	word2-3366	verbs	3.1	3.181818182	1.1	2.769230769	3.1	1.4	1.6	2	3.6	1.5	1.2	4.8	2.727272727	2.41486014	يفصل	分离	datgysylltu	eraldama	irrottaa	détacher	לנתק	odłączyć	отрывать	despegar	kugawanya	分離
Vulic-2020-3776-3367	3367	stop			prohibit; stop	word2-3367	verbs	3.9	3.090909091	3.9	3.538461538	0.6	0.2	2.5	2	1.6	0.9	2.4	2.2	2.636363636	2.130477855	يوقف	停止	stopio	peatuma	pysähtyä	arrêter	לעצור	zatrzymywać	останавливать	detener	kukataza	停止
Vulic-2020-3776-3368	3368	push			blame; push	word2-3368	verbs	1.5	0.363636364	0.1	0	0.5	0	0.4	0.4	0	0	0.1	0	0.454545455	0.193181818	يضغط	推	gwthio	lükkama	työntää	pousser	לדחוף	pchać	толкать	empujar	kulaumu	推
Vulic-2020-3776-3369	3369	spoil	92	SPOIL (SOMEBODY OR SOMETHING)	smell; spoil	word2-3369	verbs	1.1	0	0	0.076923077	0	0.1	0.2	0.1	1.2	0	0	0	0	0.13974359	يفسد	溺爱	difetha	rikkuma	pilata	gâcher	לקלקל	psuć	портить	mimar	kunusa	溺愛
Vulic-2020-3776-3370	3370	cheat			deceive; cheat	word2-3370	verbs	5	2.727272727	4	3.307692308	5.1	4.4	3.8	5.5	4.8	4.3	4	0	2.727272727	3.721853147	يغش	作弊	cafflo	petma	huijata	tricher	לרמות	oszukać	мошенничать	hacer trampas	kufunga	作弊
Vulic-2020-3776-3371	3371	suspect			arrest; suspect	word2-3371	verbs	2.9	0.363636364	0.1	0.153846154	1.3	0.5	1.6	0.8	1.2	0.3	0.8	0	0.363636364	0.623426573	يشتبه	怀疑	amau	kahtlustama	epäillä	suspecter	לחשוד	podejrzewać	подозревать	sospechar	kukamatwa	懷疑
Vulic-2020-3776-3372	3372	possess			absorb; possess	word2-3372	verbs	1.4	0.454545455	0.3	0.384615385	0.9	0.2	1	0.2	1.3	0.4	1	0.1	0.272727273	0.542657343	يتملّك	拥有	meddu ar	omama	omistaa	posséder	להחזיק	posiąść	иметь	poseer	kumiliki	擁有
Vulic-2020-3776-3373	3373	reject			accept; reject	word2-3373	verbs	1.3	0.454545455	0.1	0.076923077	0.6	0.4	1.8	1.8	0	0.1	0.2	0.1	0.363636364	0.499592075	يرفض	拒绝	gwrthod	tagasi lükkama	torjua	rejeter	לדחות	odrzucić	отвергать	rechazar	kukataa	拒絕
Vulic-2020-3776-3374	3374	move	765	MOVE	weave; move	word2-3374	verbs	0.8	0	0	0.384615385	0.4	1.1	0.3	1.7	0	0	0.3	0.1	0	0.357051282	يتحرّك	移动	symud	liikuma	liikkua	bouger	לנוע	ruszać	двигаться	movimiento	kufuma	移動
Vulic-2020-3776-3375	3375	aggravate			bother; aggravate	word2-3375	verbs	2.8	0	0.7	2.692307692	1.6	0.4	0.4	0.2	2.7	0.1	1.1	0	0	0.824358974	يغضب	加剧	gwaethygu	raskendama	pahentaa	aggraver	להחמיר	drażnić	обострять	agravar	kusumbua	加劇
Vulic-2020-3776-3376	3376	quit			do; quit	word2-3376	verbs	0.6	0	0	0.076923077	1.3	0.5	1.4	0.7	0	0.2	0.4	0.1	0.090909091	0.397319347	يتنازل	戒除	gadael	lõpetama	lopettaa	cesser	להפסיק	rezygnować	прекращать	dejar	kuacha	戒除
Vulic-2020-3776-3377	3377	accept			agree; accept	word2-3377	verbs	5.1	3.727272727	2.7	2.153846154	4.9	3.8	4.1	2.8	4.9	2.3	3.9	4.5	4	3.648426573	يقبل	接受	derbyn	aktsepteerima	hyväksyä	accepter	לקבל	akceptować	принимать	aceptar	kukubali	接受
Vulic-2020-3776-3378	3378	comprehend			know; comprehend	word2-3378	verbs	2.9	3.818181818	2.2	3.153846154	3.2	3.5	0.5	2	3	1.1	2.9	5.1	3.090909091	2.796911422	يفهم	理解	deall	hoomama	käsittää	inclure	להבין	rozumieć	понимать	comprender	kufahamu	理解
Vulic-2020-3776-3379	3379	possess			take; possess	word2-3379	verbs	3.7	0.363636364	1	1.615384615	2	1.3	2.8	1.8	2.2	2.8	2.2	1.2	2.818181818	1.841433566	يتملّك	拥有	meddu ar	omama	omistaa	posséder	להחזיק	posiąść	завладевать	poseer	kumiliki	擁有
Vulic-2020-3776-3380	3380	admire			adore; admire	word2-3380	verbs	3.2	4.545454545	2.3	2.538461538	4.5	4.3	4.4	3.9	3	3.8	4	0.8	4.636363636	3.56002331	يعجب	敬佩	edmygu	imetlema	ihailla	admirer	להתפעל	podziwiać	восхищаться	admirar	kuabudu	敬佩
Vulic-2020-3776-3381	3381	please			agree; please	word2-3381	verbs	3	2	0.7	0.692307692	0.9	0.9	2.3	1	0.8	1.3	1.1	0.1	2.545454545	1.19481352	يرضي	使满意	plesio	heameelt tegema	miellyttää	satisfaire	לרצות	zadowalać	угождать	complacer	kujipendekeza	使滿意
Vulic-2020-3776-3382	3382	construct			make; construct	word2-3382	verbs	3.7	2.454545455	3.8	4	2.8	2.6	4.3	2.6	3.5	3.1	3.4	4.7	3.090909091	3.362121212	يبني	建造	llunio	koostama	muodostaa	construire	לבנות	konstruować	строить	construir	kujenga	建造
Vulic-2020-3776-3383	3383	reject			elect; reject	word2-3383	verbs	0.3	0	0	0	0.9	0	1.1	0.2	0.4	0.2	0.4	0	0	0.266666667	يرفض	拒绝	gwrthod	tagasi lükkama	torjua	rejeter	לדחות	odrzucić	отклонять	rechazar	kuteua	拒絕
Vulic-2020-3776-3384	3384	shatter			smash; shatter	word2-3384	verbs	2.9	3.909090909	4.4	3.769230769	1.5	4.7	4.9	5.7	5	1.7	2.2	3.5	4	3.773193473	يتحطّم	打碎	chwalu	purunema	särkeä	briser	לנתץ	roztrzaskać	раздробить	romper	kuharibu	打碎
Vulic-2020-3776-3385	3385	become			make; become	word2-3385	verbs	2.2	2.272727273	0.1	0.538461538	1.5	0	1.1	0.7	0.2	0.8	0.4	0.1	2.909090909	0.88502331	يصبح	成为	dod yn	saama	tulla	devenir	להפוך	stać się	становиться	volverse	kuwa	成為
Vulic-2020-3776-3386	3386	construct			destroy; construct	word2-3386	verbs	0.9	0.363636364	0.1	0.076923077	0.1	0.4	1.9	1	0	0	0.2	0.1	0.454545455	0.391258741	يبني	建造	adeiladu	koostama	muodostaa	construire	לבנות	konstruować	строить	construir	kujenga	建造
Vulic-2020-3776-3387	3387	save			destroy; save	word2-3387	verbs	1	0.181818182	0.1	0	0.3	0.4	1.2	0.6	0	0	0.1	0	0.090909091	0.247727273	ينجي	保留	arbed	päästma	säästää	sauver	להציל	ratować	спасти	salvar	kuharibu	保留
Vulic-2020-3776-3388	3388	allow			let; allow	word2-3388	verbs	2.6	3.454545455	1.9	4.692307692	3.6	3	4.9	4.9	5.5	5	5.1	1	2.818181818	3.822086247	يمنح	允许	caniatáu	lubama	sallia	permettre	להרשות	zezwalać	разрешать	permitir	kuacha	允許
Vulic-2020-3776-3389	3389	wash	1453	WASH	rinse; wash	word2-3389	verbs	4.2	4.636363636	3	3.769230769	3.3	2.8	4.7	5.4	3.5	2.6	3.7	4.1	4	3.792132867	يغسل	洗	golchi	pesema	pestä	laver	לרחוץ	myć	мыть	lavar	kusuuza	洗
Vulic-2020-3776-3390	3390	know			give; know	word2-3390	verbs	0.5	0	0	0.076923077	0	0.3	0.6	0	0.2	0.4	0.5	0	0.090909091	0.180652681	يعرف	知道	gwybod	teadma	tietää	savoir	לדעת	wiedzieć	знать	saber	kujua	知道
Vulic-2020-3776-3391	3391	withdraw			retire; withdraw	word2-3391	verbs	1.9	1.818181818	0.4	3.538461538	0	2	1.3	3.3	2	4	3.6	0.4	0.363636364	1.893356643	ينسحب	退出	tynnu'n ôl	tagasi võtma	vetäytyä	rétracter	לסגת	wycofać się	уходить	retirar	kustaafu	退出
Vulic-2020-3776-3392	3392	sell			deal; sell	word2-3392	verbs	1.9	2.818181818	0.8	1.384615385	3.5	3.3	0.8	4	5.3	4.9	0.9	0	0.909090909	2.384324009	يبيع	卖	gwerthu	müüma	myydä	vendre	למכור	sprzedawać	продавать	vender	kuhusika	賣
Vulic-2020-3776-3393	3393	learn			forget; learn	word2-3393	verbs	0.9	0	0.3	0.076923077	0.5	0.4	1.5	0.9	0	0.2	0.1	0.3	0.090909091	0.363986014	يتعلّم	学习	dysgu	õppima	oppia	apprendre	ללמוד	uczyć się	узнавать	aprender	kujifunza	學習
Vulic-2020-3776-3394	3394	recommend	2759	RECOMMEND	advise; recommend	word2-3394	verbs	5	3.909090909	3.9	4.538461538	4.7	3.2	5.8	2.7	3.4	5	4.7	4	3	4.070629371	يوصي	推荐	argymell	soovitama	suositella	recommander	להמליץ	polecić	рекомендовать	recomendar	kupendekeza	推介
Vulic-2020-3776-3395	3395	walk			limp; walk	word2-3395	verbs	2.3	2.545454545	0	1.307692308	2.3	2.2	3.3	1.5	0.8	0.9	0.9	2.2	2.636363636	1.715792541	يسير	步行	cerdded	kõndima	kävellä	marcher	ללכת	chodzić	ходить	caminar	kuchechemea	步行
Vulic-2020-3776-3396	3396	despise			hate; despise	word2-3396	verbs	4	3	1.6	5.307692308	4	3	4.8	5.3	4.7	3.1	4.4	0.5	2.636363636	3.528671329	يحتقر	蔑视	dirmygu	põlgama	halveksia	mépriser	לתעב	gardzić	презирать	despreciar	kudharau	蔑視
Vulic-2020-3776-3397	3397	decide			think; decide	word2-3397	verbs	2.4	0.454545455	1.9	1.538461538	2.4	1.9	2.7	0.9	2.1	1.8	1.6	2	0.636363636	1.660780886	يقرّر	决定	penderfynu	otsustama	päättää	décider	להחליט	decydować	решать	decidir	kuamua	決定
Vulic-2020-3776-3398	3398	shrink			reduce; shrink	word2-3398	verbs	3.3	3.272727273	3	4.153846154	2.6	3.1	5.2	3.1	3.4	3.1	4.4	3.5	3	3.485547786	يتقلّص	收缩	crebachu	kahanema	kutistua	rétrécir	לכווץ	kurczyć się	сжиматься	encoger	kupungua	收縮
Vulic-2020-3776-3399	3399	hike			climb; hike	word2-3399	verbs	2.3	0.545454545	2.9	2.769230769	1.8	1.7	2.6	1.7	0.9	0.7	1.1	0	0.818181818	1.461072261	ينتزّه	远足	heicio	matkama	patikoida	randonner	לטייל	wędrować	путешествовать	hacer senderismo	kupanda	遠足
Vulic-2020-3776-3400	3400	gulp			sip; gulp	word2-3400	verbs	3.2	0.363636364	2.6	2.153846154	2.3	2	2.2	3.1	0.9	2.6	1.7	0.1	0.545454545	1.713578089	يبلع	大口地吃	llyncu	neelatama	nieleksiä	engloutir	לבלוע	przełykać	глотать	tragar	kuonja	大口地吃
Vulic-2020-3776-3401	3401	obtain			acquire; obtain	word2-3401	verbs	3.5	4.272727273	4.1	5.307692308	3.6	0	5.5	2.9	4.4	2.2	4.8	0.3	4.545454545	3.493822844	يحصل	取得	cael	hankima	päästä	obtenir	להשיג	uzyskać	получать	obtener	kurithi	取得
Vulic-2020-3776-3402	3402	hurt			fall; hurt	word2-3402	verbs	0.4	0.545454545	1.6	0.307692308	1.5	0.7	1.6	1.5	0.3	0.9	1.1	0.5	0.363636364	0.909731935	يجرح	伤害	brifo	haiget tegema	sattua	blesser	להיפצע	boleć	ушибить	herir	kuanguka	傷害
Vulic-2020-3776-3403	3403	punch			pinch; punch	word2-3403	verbs	2.3	0.363636364	1.1	0.538461538	1.5	1	3	0.5	0.2	0.7	0.4	0.3	0.636363636	0.853205128	يلكم	用拳猛击	bwrw	lööma	lävistää	frapper	לחבוט	walnąć	бить	dar un puñetazo	kufinya	用拳猛擊
Vulic-2020-3776-3404	3404	pray	24	PRAY	ask; pray	word2-3404	verbs	3	0.545454545	1.4	1.076923077	1.8	1	3.9	2.5	0.1	1.9	1.5	0.5	0.363636364	1.382167832	يصلّي	祈祷	gweddïo	palvetama	rukoilla	prier	להתפלל	modlić się	молиться	rezar	kusali	祈禱
Vulic-2020-3776-3405	3405	allow			give; allow	word2-3405	verbs	2.8	1	1.1	0.307692308	2.4	4.1	1.4	2.8	1.7	1.5	0.9	0.8	2.636363636	1.720337995	يسمح	允许	caniatáu	lubama	sallia	permettre	להרשות	zezwalać	разрешать	permitir	kuruhusu	允許
Vulic-2020-3776-3406	3406	avoid			ignore; avoid	word2-3406	verbs	4.1	0	3.1	2.846153846	4.4	3.5	3.6	1.7	3.1	3.7	3.3	2.3	1.090909091	2.719755245	يتجنّب	避免	osgoi	vältima	välttää	éviter	להימנע	unikać	избегать	evitar	kuepa	避免
Vulic-2020-3776-3407	3407	meet			leave; meet	word2-3407	verbs	0.4	0.363636364	0.1	0	0	0	0.7	0.7	0	0	1.8	0	0	0.30530303	يجتمع	遇见	cyfarfod	kohtuma	tavata	rencontrer	לפגוש	spotykać	встретить	reunirse	kuondoka	見面
Vulic-2020-3776-3408	3408	predict			assume; predict	word2-3408	verbs	3.5	4.636363636	0.9	1.230769231	3.2	0.3	2.9	0.3	3.4	3.1	2.8	2.1	4.727272727	2.466200466	يتنبأ	预测	darogan	ennustama	ennustaa	prédire	לחזות	przewidywać	предсказывать	predecir	kutabiri	預測
