ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	WOLD_ID	URL	IDS_ID	DESCRIPTION	CONTEXT	PART_OF_SPEECH	SEMANTIC_FIELD	AGE_SCORE	BORROWING_SCORE	SIMPLICITY_SCORE	REPRESENTATION	RANK
Haspelmath-2009-1460-461	93	DRAW MILK	461	to milk	5-87	http://wold.clld.org/meaning/5-87	5.87	-	-	Verb	5	0.8155440415	0.0699481865	0.7435233161	37	814
Haspelmath-2009-1460-462	1569	CHEESE	462	the cheese	5-88	http://wold.clld.org/meaning/5-88	5.88	-	-	Noun	5	0.8368421053	0.6644736842	0.9210526316	38	499
Haspelmath-2009-1460-463	1245	BUTTER	463	the butter	5-89	http://wold.clld.org/meaning/5-89	5.89	-	-	Noun	5	0.8308035714	0.4866071429	0.8928571429	40	604
Haspelmath-2009-1460-464	731	BEVERAGE	464	the drink	5-9	http://wold.clld.org/meaning/5-9	5.9	'any kind of beverage'	-	Noun	5	0.867032967	0.0791208791	0.6835164835	43	172
Haspelmath-2009-1460-465	941	MEAD	465	the mead	5-91	http://wold.clld.org/meaning/5-91	5.91	-	-	Noun	5	0.8333333333	0.3194444444	0.7638888889	18	563
Haspelmath-2009-1460-466	1524	WINE	466	the wine	5-92	http://wold.clld.org/meaning/5-92	5.92	-	-	Noun	5	0.8423728814	0.7394067797	0.9618644068	43	430
Haspelmath-2009-1460-467	1639	BEER	467	the beer	5-93	http://wold.clld.org/meaning/5-93	5.93	-	-	Noun	5	0.7727810651	0.6775147929	0.9644970414	45	1306
Haspelmath-2009-1460-468	404	ALCOHOL (FERMENTED DRINK)	468	the fermented drink	5-94	http://wold.clld.org/meaning/5-94	5.94	-	-	Noun	5	0.7784688995	0.4772727273	0.9138755981	39	1271
Haspelmath-2009-1460-469	744	EGG	469	the egg	5-97	http://wold.clld.org/meaning/5-97	5.97	-	-	Noun	5	0.8995708155	0.0901287554	0.94527897	44	27
Haspelmath-2009-1460-470	1556	YOLK	470	the yolk	5-971	http://wold.clld.org/meaning/5-971	5.971	'the yellow part in the centre of an egg'	-	Noun	5	0.7913580247	0.0308641975	0.6790123457	41	1152
Haspelmath-2009-1460-471	158	PUT ON	471	to put on	6-11	http://wold.clld.org/meaning/6-11	6.11	(transitive)	The child can already put on his clothes by himself.	Verb	6	0.8668763103	0.070754717	0.8165618449	50	177
Haspelmath-2009-1460-472	1895	CLOTHES	472	the clothing or clothes	6-12	http://wold.clld.org/meaning/6-12	6.12	-	-	Noun	6	0.8573584906	0.1971698113	0.8047169811	50	261
Haspelmath-2009-1460-473	881	TAILOR	473	the tailor	6-13	http://wold.clld.org/meaning/6-13	6.13	-	-	Noun	6	0.7941176471	0.2941176471	0.6617647059	34	1125
Haspelmath-2009-1460-474	1616	CLOTH	474	the cloth	6-21	http://wold.clld.org/meaning/6-21	6.21	'woven fabric'	-	Noun	6	0.8249011858	0.3557312253	0.9545454545	47	681
Haspelmath-2009-1460-475	964	WOOL	475	the wool	6-22	http://wold.clld.org/meaning/6-22	6.22	-	-	Noun	6	0.878960396	0.3242574257	0.8069306931	38	104
Haspelmath-2009-1460-476	916	LINEN	476	the linen	6-23	http://wold.clld.org/meaning/6-23	6.23	'fabric woven of flax'	-	Noun	6	0.84	0.6555555556	0.9	23	458
Haspelmath-2009-1460-477	1850	COTTON	477	the cotton	6-24	http://wold.clld.org/meaning/6-24	6.24	-	-	Noun	6	0.8478873239	0.4929577465	0.9014084507	37	359
Haspelmath-2009-1460-478	1641	SILK	478	the silk	6-25	http://wold.clld.org/meaning/6-25	6.25	-	-	Noun	6	0.8405405405	0.8040540541	0.9459459459	37	453
Haspelmath-2009-1460-479	325	FELT	479	the felt	6-27	http://wold.clld.org/meaning/6-27	6.27	-	-	Noun	6	0.7636363636	0.3863636364	0.9545454545	22	1354
Haspelmath-2009-1460-480	580	FUR	480	the fur	6-28	http://wold.clld.org/meaning/6-28	6.28	-	-	Noun	6	0.8613317043	0.2932193036	0.9022602321	40	233
Haspelmath-2009-1460-481	629	LEATHER	481	the leather	6-29	http://wold.clld.org/meaning/6-29	6.29	-	-	Noun	6	0.8625994695	0.1352785146	0.8912466844	44	219
Haspelmath-2009-1460-482	121	SPIN	482	to spin	6-31	http://wold.clld.org/meaning/6-31	6.31	'to draw out and twist fiber into thread'	-	Verb	6	0.8275754885	0.013321492	0.8623445826	43	646
Haspelmath-2009-1460-483	277	SPINDLE	483	the spindle	6-32	http://wold.clld.org/meaning/6-32	6.32	'a stick used in spinning fiber into thread'	-	Noun	6	0.7914285714	0.1	0.85	35	1150
Haspelmath-2009-1460-484	133	WEAVE	484	to weave	6-33	http://wold.clld.org/meaning/6-33	6.33	-	The village women weave cloth from cotton thread.	Verb	6	0.9026392962	0.073313783	0.9252199413	39	20
Haspelmath-2009-1460-485	1787	LOOM	485	the loom	6-34	http://wold.clld.org/meaning/6-34	6.34	-	-	Noun	6	0.8475675676	0.1648648649	0.8135135135	32	363
Haspelmath-2009-1460-486	1457	SEW	486	to sew	6-35	http://wold.clld.org/meaning/6-35	6.35	-	-	Verb	6	0.8608187135	0.1052631579	0.8947368421	44	234
Haspelmath-2009-1460-487	1382	NEEDLE (FOR SEWING)	487	the needle(1)	6-36	http://wold.clld.org/meaning/6-36	6.36	(for sewing)	-	Noun	6	0.8489311164	0.3741092637	0.9429928741	44	348
Haspelmath-2009-1460-488	278	AWL	488	the awl	6-37	http://wold.clld.org/meaning/6-37	6.37	'pointed tool for marking or piercing wood or leather'	-	Noun	6	0.8245901639	0.2786885246	0.9508196721	31	686
Haspelmath-2009-1460-489	1161	THREAD	489	the thread	6-38	http://wold.clld.org/meaning/6-38	6.38	-	-	Noun	6	0.8585820896	0.2826492537	0.9720149254	48	250
Haspelmath-2009-1460-490	157	DYE	490	to dye	6-39	http://wold.clld.org/meaning/6-39	6.39	-	The weaver dyed the cloth bright red.	Verb	6	0.8565916399	0.2154340836	0.8022508039	35	264
Haspelmath-2009-1460-491	326	CLOAK	491	the cloak	6-41	http://wold.clld.org/meaning/6-41	6.41	-	-	Noun	6	0.8547826087	0.7043478261	0.8826086957	31	279
Haspelmath-2009-1460-492	327	PONCHO	492	the poncho	6-411	http://wold.clld.org/meaning/6-411	6.411	-	-	Noun	6	0.8027027027	0.5810810811	0.9324324324	20	1011
Haspelmath-2009-1460-493	1464	LADDER	493	the ladder	7-37	http://wold.clld.org/meaning/7-37	7.37	-	-	Noun	7	0.8119402985	0.2288557214	0.8756218905	51	875
Haspelmath-2009-1460-494	474	DRESS	494	the (woman's) dress	6-42	http://wold.clld.org/meaning/6-42	6.42	'garment worn by women over the torso extending to the legs'	-	Noun	6	0.8161290323	0.4677419355	0.8870967742	50	804
Haspelmath-2009-1460-495	603	COAT	495	the coat	6-43	http://wold.clld.org/meaning/6-43	6.43	-	-	Noun	6	0.7612903226	0.6075268817	0.8817204301	49	1365
Haspelmath-2009-1460-496	1622	SHIRT	496	the shirt	6-44	http://wold.clld.org/meaning/6-44	6.44	-	-	Noun	6	0.8289655172	0.5060344828	0.9353448276	52	630
Haspelmath-2009-1460-497	2012	COLLAR	497	the collar	6-45	http://wold.clld.org/meaning/6-45	6.45	-	-	Noun	6	0.8057613169	0.3703703704	0.8641975309	44	965
Haspelmath-2009-1460-498	1600	SKIRT	498	the skirt	6-46	http://wold.clld.org/meaning/6-46	6.46	-	-	Noun	6	0.8010135135	0.6097972973	0.9746621622	51	1041
Haspelmath-2009-1460-499	328	GRASS-SKIRT	499	the grass-skirt	6-461	http://wold.clld.org/meaning/6-461	6.461	-	-	Noun	6	0.7	0.25	0.7222222222	9	1457
Haspelmath-2009-1460-500	809	TROUSERS	500	the trousers	6-48	http://wold.clld.org/meaning/6-48	6.48	-	-	Noun	6	0.8139784946	0.564516129	0.935483871	47	841
Haspelmath-2009-1460-501	329	STOCKING	501	the sock or stocking	6-49	http://wold.clld.org/meaning/6-49	6.49	-	-	Noun	6	0.7852459016	0.6844262295	0.881147541	61	1218
Haspelmath-2009-1460-502	1381	SHOE	502	the shoe	6-51	http://wold.clld.org/meaning/6-51	6.51	-	-	Noun	6	0.7869822485	0.4516765286	0.9506903353	52	1202
Haspelmath-2009-1460-503	585	BOOT	503	the boot	6-52	http://wold.clld.org/meaning/6-52	6.52	-	-	Noun	6	0.75950783	0.6744966443	0.9217002237	46	1372
Haspelmath-2009-1460-504	875	SHOEMAKER	504	the shoemaker	6-54	http://wold.clld.org/meaning/6-54	6.54	-	-	Noun	6	0.7586206897	0.2413793103	0.6551724138	29	1377
Haspelmath-2009-1460-505	2130	HEADGEAR	505	the hat or cap	6-55	http://wold.clld.org/meaning/6-55	6.55	-	-	Noun	6	0.8	0.4923076923	0.9307692308	65	1052
Haspelmath-2009-1460-506	772	BELT	506	the belt	6-57	http://wold.clld.org/meaning/6-57	6.57	-	-	Noun	6	0.8162251656	0.298013245	0.8509933775	52	802
Haspelmath-2009-1460-507	867	GLOVE	507	the glove	6-58	http://wold.clld.org/meaning/6-58	6.58	-	-	Noun	6	0.784375	0.234375	0.6875	32	1226
Haspelmath-2009-1460-508	1151	VEIL	508	the veil	6-59	http://wold.clld.org/meaning/6-59	6.59	-	During the wedding the bride wore a veil that hid her face.	Noun	6	0.8637837838	0.6	0.8864864865	32	208
Haspelmath-2009-1460-509	1851	POCKET	509	the pocket	6-61	http://wold.clld.org/meaning/6-61	6.61	(in a garment)	He put the money in his shirt pocket.	Noun	6	0.7963855422	0.5993975904	0.9759036145	42	1099
Haspelmath-2009-1460-510	757	BUTTON	510	the button	6-62	http://wold.clld.org/meaning/6-62	6.62	-	-	Noun	6	0.7522727273	0.5852272727	0.9602272727	45	1402
Haspelmath-2009-1460-511	64	PIN	511	the pin	6-63	http://wold.clld.org/meaning/6-63	6.63	-	The torn shirt was held together by pins.	Noun	6	0.7896629213	0.5797752809	0.9191011236	41	1170
Haspelmath-2009-1460-512	917	ORNAMENT	512	the ornament or adornment	6-71	http://wold.clld.org/meaning/6-71	6.71	-	Her hair was adorned with silver oranments.	Noun	6	0.78113879	0.3122775801	0.8060498221	50	1257
Haspelmath-2009-1460-513	1029	JEWEL	513	the jewel	6-72	http://wold.clld.org/meaning/6-72	6.72	-	-	Noun	6	0.82	0.4783783784	0.8054054054	33	750
Haspelmath-2009-1460-514	1374	RING	514	the ring	6-73	http://wold.clld.org/meaning/6-73	6.73	(for finger)	-	Noun	6	0.7873563218	0.224137931	0.867816092	44	1199
Haspelmath-2009-1460-515	1754	BRACELET	515	the bracelet	6-74	http://wold.clld.org/meaning/6-74	6.74	-	She wore a solid gold bracelet.	Noun	6	0.7806451613	0.1985887097	0.7338709677	43	1260
Haspelmath-2009-1460-516	1961	NECKLACE	516	the necklace	6-75	http://wold.clld.org/meaning/6-75	6.75	-	Her necklace was made of pearls and coral.	Noun	6	0.7904	0.239	0.88	48	1161
Haspelmath-2009-1460-517	1860	BEAD	517	the bead	6-76	http://wold.clld.org/meaning/6-76	6.76	-	-	Noun	6	0.8152686145	0.2490574929	0.9151743638	41	819
Haspelmath-2009-1460-518	770	EARRING	518	the earring	6-77	http://wold.clld.org/meaning/6-77	6.77	-	The pirate wore one earring.	Noun	6	0.7440860215	0.2096774194	0.7634408602	47	1422
Haspelmath-2009-1460-519	330	HEADBAND	519	the headband or headdress	6-78	http://wold.clld.org/meaning/6-78	6.78	-	-	Noun	6	0.7835164835	0.3681318681	0.8241758242	46	1234
Haspelmath-2009-1460-520	68	TATTOO	520	the tattoo	6-79	http://wold.clld.org/meaning/6-79	6.79	-	-	Noun	6	0.7884393064	0.2341040462	0.8179190751	30	1182
Haspelmath-2009-1460-521	332	RAG	521	the handkerchief or rag	6-81	http://wold.clld.org/meaning/6-81	6.81	-	-	Noun	6	0.7954268293	0.4801829268	0.8414634146	58	1110
Haspelmath-2009-1460-522	1021	TOWEL	522	the towel	6-82	http://wold.clld.org/meaning/6-82	6.82	-	-	Noun	6	0.7696850394	0.6614173228	0.8779527559	45	1322
Haspelmath-2009-1460-523	1475	COMB	523	the comb	6-91	http://wold.clld.org/meaning/6-91	6.91	-	-	Noun	6	0.8268817204	0.1666666667	0.8333333333	50	654
Haspelmath-2009-1460-524	1821	BRUSH	524	the brush	6-92	http://wold.clld.org/meaning/6-92	6.92	-	He used the brush to thoroughly brush his hair.	Noun	6	0.7569620253	0.4841772152	0.8797468354	42	1382
Haspelmath-2009-1460-525	333	PLAIT	525	the plait/braid	6-921	http://wold.clld.org/meaning/6-921	6.921	‘a length of hair that has been separated into three parts and then woven together’	-	Noun	6	0.7820925553	0.2173038229	0.8329979879	45	1247
Haspelmath-2009-1460-526	151	RAZOR	526	the razor	6-93	http://wold.clld.org/meaning/6-93	6.93	-	While he was shaving the razor cut his face.	Noun	6	0.7813953488	0.3430232558	0.773255814	44	1255
Haspelmath-2009-1460-527	1926	OINTMENT	527	the ointment	6-94	http://wold.clld.org/meaning/6-94	6.94	-	-	Noun	6	0.7771084337	0.4307228916	0.8192771084	44	1278
Haspelmath-2009-1460-528	788	SOAP	528	the soap	6-95	http://wold.clld.org/meaning/6-95	6.95	-	A bar of soap was placed by the sink.	Noun	6	0.8181818182	0.7784090909	0.9659090909	44	775
Haspelmath-2009-1460-529	1171	MIRROR	529	the mirror	6-96	http://wold.clld.org/meaning/6-96	6.96	-	He looked at himself in the mirror that hung on the wall.	Noun	6	0.8358862144	0.3971553611	0.852297593	45	518
Haspelmath-2009-1460-530	363	DWELL (LIVE, RESIDE)	530	to live	7-11	http://wold.clld.org/meaning/7-11	7.11	'dwell, reside'	A family of five lives in that large house.	Verb	7	0.8927135678	0.1469849246	0.8605527638	47	50
Haspelmath-2009-1460-531	1252	HOUSE	531	the house	7-12	http://wold.clld.org/meaning/7-12	7.12	-	-	Noun	7	0.8673640167	0.1066945607	0.9686192469	46	169
Haspelmath-2009-1460-532	1678	HUT	532	the hut	7-13	http://wold.clld.org/meaning/7-13	7.13	-	-	Noun	7	0.7693277311	0.393907563	0.8928571429	45	1324
Haspelmath-2009-1460-533	403	GARDEN-HOUSE	533	the garden-house	7-131	http://wold.clld.org/meaning/7-131	7.131	-	-	Noun	7	0.7704081633	0.3137755102	0.7704081633	18	1318
Haspelmath-2009-1460-534	1316	TENT	534	the tent	7-14	http://wold.clld.org/meaning/7-14	7.14	-	-	Noun	7	0.8152317881	0.6357615894	0.9370860927	40	821
Haspelmath-2009-1460-535	736	YARD	535	the yard or court	7-15	http://wold.clld.org/meaning/7-15	7.15	‘enclosed area atttached to a house, whether outside or an inner court’	-	Noun	7	0.803930131	0.2347161572	0.9213973799	42	992
Haspelmath-2009-1460-536	408	MEN'S HOUSE	536	the men's house	7-16	http://wold.clld.org/meaning/7-16	7.16	-	-	Noun	7	0.7642857143	0.1339285714	0.6517857143	10	1351
Haspelmath-2009-1460-537	334	COOKHOUSE	537	the cookhouse	7-17	http://wold.clld.org/meaning/7-17	7.17	-	-	Noun	7	0.7233009709	0.3276699029	0.6941747573	37	1442
Haspelmath-2009-1460-538	335	MEETING HOUSE	538	the meeting house	7-18	http://wold.clld.org/meaning/7-18	7.18	-	-	Noun	7	0.7649122807	0.2543859649	0.6929824561	29	1345
Haspelmath-2009-1460-539	1450	ROOM	539	the room	7-21	http://wold.clld.org/meaning/7-21	7.21	-	-	Noun	7	0.8222996516	0.5148083624	0.9006968641	52	714
Haspelmath-2009-1460-540	1567	DOOR	540	the door or gate	7-22	http://wold.clld.org/meaning/7-22	7.22	-	-	Noun	7	0.8686046512	0.226744186	0.8975290698	59	158
Haspelmath-2009-1460-541	80	DOORPOST	541	the doorpost	7-221	http://wold.clld.org/meaning/7-221	7.221	Err:501	-	Noun	7	0.7864864865	0.2297297297	0.7094594595	40	1207
Haspelmath-2009-1460-542	1596	LOCK	542	the lock	7-23	http://wold.clld.org/meaning/7-23	7.23	-	-	Noun	7	0.8228571429	0.5064935065	0.8636363636	43	710
Haspelmath-2009-1460-543	1012	LATCH	543	the latch or door-bolt	7-231	http://wold.clld.org/meaning/7-231	7.231	-	-	Noun	7	0.8121372032	0.4036939314	0.8496042216	37	870
Haspelmath-2009-1460-544	1472	KEY	544	the key	7-24	http://wold.clld.org/meaning/7-24	7.24	-	-	Noun	7	0.7869387755	0.4734693878	0.8285714286	43	1204
Haspelmath-2009-1460-545	1375	WINDOW	545	the window	7-25	http://wold.clld.org/meaning/7-25	7.25	-	-	Noun	7	0.8183823529	0.5680147059	0.9053308824	47	773
Haspelmath-2009-1460-546	1632	FLOOR	546	the floor	7-26	http://wold.clld.org/meaning/7-26	7.26	-	-	Noun	7	0.8207838098	0.3462897527	0.8785737231	47	734
Haspelmath-2009-1460-547	933	WALL (OF HOUSE)	547	the wall	7-27	http://wold.clld.org/meaning/7-27	7.27	-	The walls of our house are very thick.	Noun	7	0.820610687	0.3396946565	0.9541984733	46	737
Haspelmath-2009-1460-548	185	FIREPLACE	548	the fireplace	7-31	http://wold.clld.org/meaning/7-31	7.31	-	-	Noun	7	0.7893162393	0.2329059829	0.7617521368	45	1172
Haspelmath-2009-1460-549	859	STOVE	549	the stove	7-32	http://wold.clld.org/meaning/7-32	7.32	-	She put the kettle on the stove and lit the fire.	Noun	7	0.8383233533	0.5763473054	0.9041916168	37	476
Haspelmath-2009-1460-550	1305	CHIMNEY	550	the chimney	7-33	http://wold.clld.org/meaning/7-33	7.33	-	-	Noun	7	0.8471428571	0.3357142857	0.7642857143	36	370
Haspelmath-2009-1460-551	1663	BED	551	the bed	7-42	http://wold.clld.org/meaning/7-42	7.42	-	-	Noun	7	0.8356435644	0.3861386139	0.9207920792	52	521
Haspelmath-2009-1460-552	1044	PILLOW	552	the pillow	7-421	http://wold.clld.org/meaning/7-421	7.421	-	-	Noun	7	0.830952381	0.255952381	0.9047619048	42	601
Haspelmath-2009-1460-553	806	BLANKET	553	the blanket	7-422	http://wold.clld.org/meaning/7-422	7.422	-	-	Noun	7	0.7826086957	0.4782608696	0.8792270531	54	1242
Haspelmath-2009-1460-554	1476	CHAIR	554	the chair	7-43	http://wold.clld.org/meaning/7-43	7.43	-	-	Noun	7	0.7848484848	0.4696969697	0.8737373737	50	1222
Haspelmath-2009-1460-555	1775	TABLE	555	the table	7-44	http://wold.clld.org/meaning/7-44	7.44	-	-	Noun	7	0.813229572	0.7354085603	0.9591439689	44	855
Haspelmath-2009-1460-556	2131	TORCH OR LAMP	556	the lamp or torch	7-45	http://wold.clld.org/meaning/7-45	7.45	-	-	Noun	7	0.784725537	0.6488663484	0.9319809069	73	1224
Haspelmath-2009-1460-557	1273	CANDLE	557	the candle	7-46	http://wold.clld.org/meaning/7-46	7.46	-	-	Noun	7	0.8337349398	0.6265060241	0.9277108434	42	558
Haspelmath-2009-1460-558	745	SHELF	558	the shelf	7-47	http://wold.clld.org/meaning/7-47	7.47	‘a long flat narrow board fixed onto a wall or in a frame or cupboard, used for putting things on or stroing things on’	Put it back on the top shelf.	Noun	7	0.7759656652	0.4442060086	0.8969957082	41	1283
Haspelmath-2009-1460-559	205	TROUGH	559	the trough	7-48	http://wold.clld.org/meaning/7-48	7.48	‘a long narrow open container that holds water or food for animals’	-	Noun	7	0.8774736842	0.3094736842	0.9178947368	43	113
Haspelmath-2009-1460-560	769	ROOF	560	the roof	7-51	http://wold.clld.org/meaning/7-51	7.51	-	-	Noun	7	0.7934653465	0.1425742574	0.7891089109	46	1130
Haspelmath-2009-1460-561	279	THATCH	561	the thatch	7-52	http://wold.clld.org/meaning/7-52	7.52	‘natural roofing material such as straw, reeds, leaves, etc.’	-	Noun	7	0.8164634146	0.0274390244	0.7073170732	30	799
Haspelmath-2009-1460-562	280	RIDGEPOLE	562	the ridgepole	7-53	http://wold.clld.org/meaning/7-53	7.53	'the highest horizontal beam in a roof'	-	Noun	7	0.8	0.1229508197	0.7581967213	34	1053
Haspelmath-2009-1460-563	829	RAFTER	563	the rafter	7-54	http://wold.clld.org/meaning/7-54	7.54	'a horizontal beam that supports the roof'	-	Noun	7	0.7876651982	0.1651982379	0.7984581498	41	1192
Haspelmath-2009-1460-564	1132	BEAM	564	the beam	7-55	http://wold.clld.org/meaning/7-55	7.55	-	-	Noun	7	0.8019011407	0.3022813688	0.9258555133	47	1029
Haspelmath-2009-1460-565	281	POST	565	the post or pole	7-56	http://wold.clld.org/meaning/7-56	7.56	Err:501	a fence post	Noun	7	0.815037594	0.3890977444	0.9436090226	51	826
Haspelmath-2009-1460-566	1227	BOARD	566	the board	7-57	http://wold.clld.org/meaning/7-57	7.57	-	-	Noun	7	0.7633027523	0.375	0.9174311927	39	1356
Haspelmath-2009-1460-567	876	ARCH	567	the arch	7-58	http://wold.clld.org/meaning/7-58	7.58	-	-	Noun	7	0.7859375	0.4609375	0.8984375	35	1212
Haspelmath-2009-1460-568	877	MASON	568	the mason	7-61	http://wold.clld.org/meaning/7-61	7.61	-	-	Noun	7	0.7741935484	0.4193548387	0.7177419355	31	1293
Haspelmath-2009-1460-569	1006	BRICK	569	the brick	7-62	http://wold.clld.org/meaning/7-62	7.62	-	-	Noun	7	0.8144736842	0.6644736842	0.9276315789	39	835
Haspelmath-2009-1460-570	1731	MORTAR BINDER	570	the mortar(2)	7-63	http://wold.clld.org/meaning/7-63	7.63	'a mixture of lime, sand and water, used in building for joining bricks or stones together'	-	Noun	7	0.8345454545	0.5	0.9545454545	29	541
Haspelmath-2009-1460-571	901	ADOBE	571	the adobe	7-64	http://wold.clld.org/meaning/7-64	7.64	‘earth and straw that are made into bricks for building houses’	-	Noun	7	0.8209302326	0.3139534884	0.8139534884	23	733
Haspelmath-2009-1460-572	979	FARMER	572	the farmer	8-11	http://wold.clld.org/meaning/8-11	8.11	-	The poor farmer did not own the land he cultivated.	Noun	8	0.7739130435	0.4434782609	0.7282608696	39	1294
Haspelmath-2009-1460-573	212	FIELD	573	the field	8-12	http://wold.clld.org/meaning/8-12	8.12	(for cultivation)	The field was planted with cabbage.	Noun	8	0.8425531915	0.1906028369	0.8829787234	53	429
Haspelmath-2009-1460-574	586	GARDEN	574	the garden	8-13	http://wold.clld.org/meaning/8-13	8.13	-	Behind the house was a garden where the family grew vegetables.	Noun	8	0.8247933884	0.4617768595	0.9256198347	43	683
Haspelmath-2009-1460-575	1541	CULTIVATE	575	to cultivate	8-15	http://wold.clld.org/meaning/8-15	8.15	-	There is no more land left to cultivate.	Verb	8	0.7904054826	0.1370645346	0.7501427756	37	1160
Haspelmath-2009-1460-576	1690	FENCE	576	the fence	8-16	http://wold.clld.org/meaning/8-16	8.16	-	-	Noun	8	0.8662020906	0.2682926829	0.9425087108	49	180
Haspelmath-2009-1460-577	2002	DITCH	577	the ditch	8-17	http://wold.clld.org/meaning/8-17	8.17	‘a long narrow hole cut into the ground at the side of a field, road etc., especially for water to flow through’	-	Noun	8	0.8618243243	0.4831081081	0.9037162162	54	225
Haspelmath-2009-1460-578	1921	PLOUGH	578	to plough/plow	8-21	http://wold.clld.org/meaning/8-21	8.21	-	-	Verb	8	0.80968523	0.2615012107	0.8171912833	39	916
Haspelmath-2009-1460-579	1794	FURROW	579	the furrow	8-212	http://wold.clld.org/meaning/8-212	8.212	-	-	Noun	8	0.8715789474	0.1894736842	0.8894736842	34	141
