ID	NUMBER	ENGLISH	VIETNAMESE	IDS_KEY	CONCEPTICON_ID	CONCEPTICON_GLOSS
Tjuka-2024-1310-1061	1061	grief, sorrow, sadness	nỗi buồn	16-320	1668	GRIEF
Tjuka-2024-1310-1062	1062	anxiety, worry	sự lo lắng	16-330	1000	ANXIETY
Tjuka-2024-1310-1063	1063	regret, be sorry	tiếc	16-340	1875	REGRET
Tjuka-2024-1310-1064	1064	pity	lòng thương hại	16-350	1141	PITY
Tjuka-2024-1310-1065	1065	cry, weep	khóc	16-370	1839	CRY
Tjuka-2024-1310-1066	1066	tear (noun)	nước mắt	16-380	1651	TEAR (OF EYE)
Tjuka-2024-1310-1067	1067	groan	rên rỉ	16-390	716	GROAN
Tjuka-2024-1310-1068	1068	hate	ghét	16-410	1607	HATE
Tjuka-2024-1310-1069	1069	anger	sự giận dữ	16-420	82	ANGER
Tjuka-2024-1310-1070	1070	envy, jealousy	lòng ghen tị	16-440	40	ENVY
Tjuka-2024-1310-1071	1071	shame (noun)	sự xấu hổ	16-450	1776	SHAME
Tjuka-2024-1310-1072	1072	proud	hãnh diện, tự hào	16-480	174	PROUD
Tjuka-2024-1310-1073	1073	dare	dám	16-510	1779	DARE
Tjuka-2024-1310-1074	1074	brave	can đảm	16-520	3	BRAVE
Tjuka-2024-1310-1075	1075	fear, fright	sự sợ, nỗi sợ	16-530	781	FEAR (FRIGHT)
Tjuka-2024-1310-1076	1076	danger	sự nguy hiểm	16-540	1810	DANGER
Tjuka-2024-1310-1077	1077	desire, want	sự thèm muốn	16-620	1784	WANT
Tjuka-2024-1310-1078	1078	choose	chọn	16-622	1750	CHOOSE
Tjuka-2024-1310-1079	1079	hope	hy vọng	16-630	1092	HOPE
Tjuka-2024-1310-1080	1080	faithful	trung thành	16-650	100	FAITHFUL
Tjuka-2024-1310-1081	1081	true	thực, đúng	16-660	1657	TRUE
Tjuka-2024-1310-1082	1082	lie, tell lies	(nói) dối	16-670	601	LIE (MISLEAD)
Tjuka-2024-1310-1083	1083	deceit	sự lừa dối	16-680	13	DECEIT
Tjuka-2024-1310-1084	1084	forgive	tha thứ	16-690	1528	FORGIVE
Tjuka-2024-1310-1085	1085	good	tốt	16-710	1035	GOOD
Tjuka-2024-1310-1086	1086	bad	xấu	16-720	1292	BAD
Tjuka-2024-1310-1087	1087	right, correct	đúng	16-730	1725	CORRECT (RIGHT)
Tjuka-2024-1310-1088	1088	wrong	sai	16-740	1390	WRONG
Tjuka-2024-1310-1089	1089	fault	lỗi	16-760	134	FAULT
Tjuka-2024-1310-1090	1090	mistake, error	sai sót	16-770	1293	MISTAKE
Tjuka-2024-1310-1091	1091	blame	sự đổ tội	16-780	381	BLAME
Tjuka-2024-1310-1092	1092	praise	khen	16-790	1687	PRAISE
Tjuka-2024-1310-1093	1093	beautiful	đẹp	16-810	1427	BEAUTIFUL
Tjuka-2024-1310-1094	1094	ugly	xấu	16-820	1548	UGLY
Tjuka-2024-1310-1095	1095	greedy	tham lam	16-830	2018	GREEDY
Tjuka-2024-1310-1096	1096	clever	thông minh	16-840	1310	CLEVER
Tjuka-2024-1310-1097	1097	mind	đầu óc	17-110	1562	MIND
Tjuka-2024-1310-1098	1098	think (= reflect)	nghĩ	17-130	1415	THINK (REFLECT)
Tjuka-2024-1310-1099	1099	think (= be of the opinion)	nghĩ	17-140	1513	THINK (BELIEVE)
Tjuka-2024-1310-1100	1100	believe	tin	17-150	1890	BELIEVE
Tjuka-2024-1310-1101	1101	understand	hiểu 	17-160	1536	UNDERSTAND
Tjuka-2024-1310-1102	1102	know	biết	17-170	1410	KNOW (SOMETHING)
Tjuka-2024-1310-1103	1103	guess	đoán	17-171	1932	GUESS
Tjuka-2024-1310-1104	1104	imitate	bắt chước	17-172	117	IMITATE
Tjuka-2024-1310-1105	1105	seem	có vẻ	17-180	1521	SEEM
Tjuka-2024-1310-1106	1106	idea, notion	ý nghĩ, ý kiến	17-190	1609	IDEA
Tjuka-2024-1310-1107	1107	wise	thông minh, khôn ngoan	17-210	698	WISE
Tjuka-2024-1310-1108	1108	foolish, stupid	ngớ ngẩn	17-220	1518	STUPID
Tjuka-2024-1310-1109	1109	insane, crazy	điên	17-230	1899	MAD
Tjuka-2024-1310-1110	1110	learn	học	17-240	504	LEARN
Tjuka-2024-1310-1111	1111	study	học	17-242	1929	STUDY
Tjuka-2024-1310-1112	1112	teach	dạy	17-250	709	TEACH
Tjuka-2024-1310-1113	1113	pupil	học sinh	17-260	753	PUPIL (STUDENT)
Tjuka-2024-1310-1114	1114	teacher	giáo viên	17-270	1038	TEACHER
Tjuka-2024-1310-1115	1115	school	trường học	17-280	673	SCHOOL
Tjuka-2024-1310-1116	1116	remember	nhớ	17-310	707	REMEMBER
Tjuka-2024-1310-1117	1117	forget	quên	17-320	1523	FORGET
Tjuka-2024-1310-1118	1118	clear, plain	rõ	17-340	989	CLEAR
Tjuka-2024-1310-1119	1119	obscure	tối nghĩa	17-350	1764	OBSCURE
Tjuka-2024-1310-1120	1120	secret	giữ bí mật	17-360	1121	SECRET
Tjuka-2024-1310-1121	1121	sure, certain	chắc chắn	17-370	509	CERTAIN
Tjuka-2024-1310-1122	1122	explain	giải thích	17-380	1626	EXPLAIN
Tjuka-2024-1310-1123	1123	intention, purpose	ý định	17-410	1162	INTENTION
Tjuka-2024-1310-1124	1124	cause	nguyên nhân	17-420	860	CAUSE
Tjuka-2024-1310-1125	1125	doubt	sự nghi ngờ	17-430	1308	DOUBT
Tjuka-2024-1310-1126	1126	suspect	ngờ	17-440	1841	SUSPECT
Tjuka-2024-1310-1127	1127	betray	tiết lộ	17-441	1902	BETRAY
Tjuka-2024-1310-1128	1128	need, necessity	nhu cầu, sự cần thiết	17-450	643	NEED (NOUN)
Tjuka-2024-1310-1129	1129	easy	dễ	17-460	686	EASY
Tjuka-2024-1310-1130	1130	difficult	khó 	17-470	584	DIFFICULT
Tjuka-2024-1310-1131	1131	try, attempt	cố	17-480	1812	TRY
Tjuka-2024-1310-1132	1132	way, manner	cách (thức), lối	17-490	488	MANNER
Tjuka-2024-1310-1133	1133	and	và	17-510	1577	AND
Tjuka-2024-1310-1134	1134	because	vì	17-520	1157	BECAUSE
Tjuka-2024-1310-1135	1135	if	nếu	17-530	1459	IF
Tjuka-2024-1310-1136	1136	or	hay, hoặc	17-540	1014	OR
Tjuka-2024-1310-1137	1137	yes, affirmative	vâng	17-550	1268	YES
Tjuka-2024-1310-1138	1138	no, negative	không	17-560	1269	NO
Tjuka-2024-1310-1139	1139	how?	thế nào?	17-610	1239	HOW
Tjuka-2024-1310-1140	1140	how many?	bao nhiêu? mấy?	17-620	3450	HOW MANY PIECES
Tjuka-2024-1310-1141	1141	how much?	bao nhiêu?	17-630	531	HOW MUCH
Tjuka-2024-1310-1142	1142	what?	gì?	17-640	1236	WHAT
Tjuka-2024-1310-1143	1143	when?	khi?	17-650	1238	WHEN
Tjuka-2024-1310-1144	1144	where?	ở đâu?	17-660	1237	WHERE
Tjuka-2024-1310-1145	1145	which?	cái nào?	17-670	727	WHICH
Tjuka-2024-1310-1146	1146	who?	ai?	17-680	1235	WHO
Tjuka-2024-1310-1147	1147	why?	vì sao?	17-690	1270	WHY
Tjuka-2024-1310-1148	1148	voice	tiếng nói	18-110	1363	VOICE
Tjuka-2024-1310-1149	1149	sing	hát	18-120	1261	SING
Tjuka-2024-1310-1150	1150	shout, cry out	kêu, thét, hét lên	18-130	715	SHOUT
Tjuka-2024-1310-1151	1151	whisper	thì thầm	18-150	55	WHISPER
Tjuka-2024-1310-1152	1152	mumble	nói lầm bầm	18-160	128	MUMBLE
Tjuka-2024-1310-1153	1153	whistle	huýt gió, huýt sáo	18-170	1025	WHISTLE
Tjuka-2024-1310-1154	1154	shriek, screech	hét, la hét	18-180	298	SHRIEK
Tjuka-2024-1310-1155	1155	howl	tru lên	18-190	526	HOWL
Tjuka-2024-1310-1156	1156	speak, talk	nói	18-210	1623	SPEAK
Tjuka-2024-1310-1157	1157	stutter, stammer	nói lắp	18-211	1866	STUTTER
Tjuka-2024-1310-1158	1158	say	nói	18-220	1458	SAY
Tjuka-2024-1310-1159	1159	tell story	kể chuyện	18-221	1711	TELL
Tjuka-2024-1310-1160	1160	speech (make a)	đọc một bài diễn văn	18-222	1115	SPEECH
Tjuka-2024-1310-1161	1161	silent (be)	im lặng	18-230	48	BE SILENT
Tjuka-2024-1310-1162	1162	language	ngôn ngữ, tiếng	18-240	1307	LANGUAGE
Tjuka-2024-1310-1163	1163	word	từ	18-260	1599	WORD
Tjuka-2024-1310-1164	1164	name	tên	18-280	1405	NAME
Tjuka-2024-1310-1165	1165	ask (question, inquire)	hỏi	18-310	1309	ASK (INQUIRE)
Tjuka-2024-1310-1166	1166	answer	trả lời	18-320	1275	ANSWER
Tjuka-2024-1310-1167	1167	admit, confess	thú nhận	18-330	2022	ADMIT
Tjuka-2024-1310-1168	1168	deny	phủ nhận, từ chối	18-340	755	DENY
Tjuka-2024-1310-1169	1169	ask, request	hỏi	18-350	1828	ASK (REQUEST)
Tjuka-2024-1310-1170	1170	promise	hứa	18-360	1675	PROMISE
Tjuka-2024-1310-1171	1171	refuse	từ chối 	18-370	49	REFUSE
Tjuka-2024-1310-1172	1172	forbid	(ngăn) cấm	18-380	83	FORBID
Tjuka-2024-1310-1173	1173	rebuke, scold	mắng, khiển trách	18-390	299	SCOLD
Tjuka-2024-1310-1174	1174	call (=summon)	gọi	18-410	1084	CALL
Tjuka-2024-1310-1175	1175	call (=name)	đặt tên	18-420	180	CALL BY NAME
Tjuka-2024-1310-1176	1176	announce	thông báo	18-430	9	ANNOUNCE
Tjuka-2024-1310-1177	1177	threaten	dọa	18-440	1192	THREATEN
Tjuka-2024-1310-1178	1178	boast	khoác lác	18-450	101	BOAST
Tjuka-2024-1310-1179	1179	write	viết	18-510	1672	WRITE
Tjuka-2024-1310-1180	1180	read	đọc	18-520	724	READ
Tjuka-2024-1310-1181	1181	paper	giấy	18-560	648	PAPER
Tjuka-2024-1310-1182	1182	pen	cái bút	18-570	794	PEN
Tjuka-2024-1310-1183	1183	book	quyển sách	18-610	963	BOOK
Tjuka-2024-1310-1184	1184	poet	nhà thơ, thi nhân	18-670	1045	POET
Tjuka-2024-1310-1185	1185	flute	sáo	18-710	777	FLUTE
Tjuka-2024-1310-1186	1186	drum	cái trống	18-720	908	DRUM
Tjuka-2024-1310-1187	1187	horn, trumpet	kèn trom-pét	18-730	2136	BRASS INSTRUMENT (HORN OR TRUMPET)
Tjuka-2024-1310-1188	1188	rattle	cái lúc lắc	18-740	300	RATTLE
Tjuka-2024-1310-1189	1189	country	nước	19-110	1300	COUNTRY
Tjuka-2024-1310-1190	1190	one's native country	quê hương	19-120	89	NATIVE COUNTRY
Tjuka-2024-1310-1191	1191	city, town	thành phố	19-150	1391	TOWN
Tjuka-2024-1310-1192	1192	village	làng	19-160	930	VILLAGE
Tjuka-2024-1310-1193	1193	boundary	ranh giới, biên giới	19-170	1010	BOUNDARY
Tjuka-2024-1310-1194	1194	people (populace)	nhân dân, người dân	19-210	789	PEOPLE
Tjuka-2024-1310-1195	1195	tribe, clan	bộ lạc	19-230	302	CLAN
Tjuka-2024-1310-1196	1196	chief, chieftain	tù trưởng	19-240	301	CHIEFTAIN
Tjuka-2024-1310-1197	1197	staff, walking stick	gậy	19-250	1296	WALKING STICK
Tjuka-2024-1310-1198	1198	rule, govern	cai trị, thống trị	19-310	1846	RULE
Tjuka-2024-1310-1199	1199	king, ruler	vua	19-320	1508	KING
Tjuka-2024-1310-1200	1200	queen	nữ hoàng	19-330	1306	QUEEN
Tjuka-2024-1310-1201	1201	noble, nobleman	quý tộc, người quý phái	19-360	482	NOBLE
Tjuka-2024-1310-1202	1202	citizen, subject	công dân	19-370	1032	CITIZEN
Tjuka-2024-1310-1203	1203	master	chủ nhân	19-410	383	MASTER
Tjuka-2024-1310-1204	1204	slave	nô lệ	19-420	812	SLAVE
Tjuka-2024-1310-1205	1205	servant	người ở	19-430	255	SERVANT
Tjuka-2024-1310-1206	1206	freeman	người tự do	19-440	384	FREEMAN
Tjuka-2024-1310-1207	1207	command, order	ra lệnh	19-450	1998	COMMAND
Tjuka-2024-1310-1208	1208	obey	vâng lời, tuân theo	19-460	1635	OBEY
Tjuka-2024-1310-1209	1209	let, permit	cho phép	19-470	3237	ALLOW OR PERMIT
Tjuka-2024-1310-1210	1210	friend, companion	bạn	19-510	1325	FRIEND
Tjuka-2024-1310-1211	1211	enemy	kẻ thù	19-520	1358	ENEMY
Tjuka-2024-1310-1212	1212	neighbor	người hàng xóm, người láng giềng	19-540	1332	NEIGHBOUR
Tjuka-2024-1310-1213	1213	stranger	người lạ	19-550	791	STRANGER
Tjuka-2024-1310-1214	1214	guest	khách	19-560	1782	GUEST
Tjuka-2024-1310-1215	1215	host	chủ nhà	19-570	1545	HOST
Tjuka-2024-1310-1216	1216	help, aid	giúp đỡ	19-580	1897	HELP
Tjuka-2024-1310-1217	1217	hinder, prevent	cản trở, ngăn	19-590	3201	HINDER OR PREVENT
Tjuka-2024-1310-1218	1218	custom	phong tục	19-610	1747	CUSTOM
Tjuka-2024-1310-1219	1219	strife, quarrel	sự cãi nhau	19-620	1848	QUARREL
Tjuka-2024-1310-1220	1220	conspiracy, plot	sự đồng mưu	19-630	2024	PLOT
Tjuka-2024-1310-1221	1221	meet	gặp	19-650	1831	MEET
Tjuka-2024-1310-1222	1222	prostitute	gái điếm	19-720	1610	PROSTITUTE
Tjuka-2024-1310-1223	1223	fight (vb)	chiến đấu	20-110	1423	FIGHT
Tjuka-2024-1310-1224	1224	war, battle	trận chiến	20-130	579	BATTLE
Tjuka-2024-1310-1225	1225	peace	hòa bình	20-140	1338	PEACE
Tjuka-2024-1310-1226	1226	army	quân đội	20-150	1561	ARMY
Tjuka-2024-1310-1227	1227	soldier	người lính	20-170	1941	SOLDIER
Tjuka-2024-1310-1228	1228	weapons, arms	vũ khí, hung khí	20-210	951	WEAPONS
Tjuka-2024-1310-1229	1229	club	dùi cui	20-220	1763	CLUB
Tjuka-2024-1310-1230	1230	battle-ax	rìu chiến	20-222	386	BATTLE-AXE
Tjuka-2024-1310-1231	1231	sling	súng cao su	20-230	387	SLING
Tjuka-2024-1310-1232	1232	bow	cung	20-240	994	BOW
Tjuka-2024-1310-1233	1233	arrow	mũi tên	20-250	977	ARROW
Tjuka-2024-1310-1234	1234	spear	giáo	20-260	945	SPEAR
Tjuka-2024-1310-1235	1235	sword	gươm, kiếm	20-270	1535	SWORD
Tjuka-2024-1310-1236	1236	gun, cannon	súng (thần công)	20-280	3203	CANNON OR GUN
Tjuka-2024-1310-1237	1237	armor (defensive)	áo giáp	20-310	1061	ARMOUR
Tjuka-2024-1310-1238	1238	helmet	mũ sắt	20-330	1680	HELMET
Tjuka-2024-1310-1239	1239	shield	khiên, lá chắn	20-340	1064	SHIELD
Tjuka-2024-1310-1240	1240	fortress	pháo đài	20-350	1938	FORTRESS
Tjuka-2024-1310-1241	1241	tower	tháp	20-360	1671	TOWER
Tjuka-2024-1310-1242	1242	victory	sự chiến thắng	20-410	783	VICTORY
Tjuka-2024-1310-1243	1243	defeat	sự thất bại	20-420	782	DEFEAT
Tjuka-2024-1310-1244	1244	attack	cuộc tấn công	20-430	722	ATTACK
Tjuka-2024-1310-1245	1245	defend	phòng thủ	20-440	1330	DEFEND
Tjuka-2024-1310-1246	1246	retreat	sự rút lui	20-450	421	RETREAT
Tjuka-2024-1310-1247	1247	surrender	đầu hàng	20-460	1696	SURRENDER
Tjuka-2024-1310-1248	1248	captive, prisoner	tù nhân	20-470	1072	PRISONER
Tjuka-2024-1310-1249	1249	guard, sentinel	người canh gác	20-471	1940	GUARD
Tjuka-2024-1310-1250	1250	booty, spoils	chiến lợi phẩm	20-480	1022	BOOTY
Tjuka-2024-1310-1251	1251	ambush	sự phục kích	20-490	65	AMBUSH
Tjuka-2024-1310-1252	1252	fisherman	người câu cá	20-510	1858	FISHERMAN
Tjuka-2024-1310-1253	1253	fishhook	lưỡi câu cá	20-520	1074	FISHHOOK
Tjuka-2024-1310-1254	1254	fishing line	dây câu	20-530	19	FISHING LINE
Tjuka-2024-1310-1255	1255	fishnet	lưới đánh cá	20-540	388	FISHNET
Tjuka-2024-1310-1256	1256	fish trap	bẫy cá	20-550	389	FISH TRAP
Tjuka-2024-1310-1257	1257	bait	mồi	20-560	2013	BAIT
Tjuka-2024-1310-1258	1258	hunt	đi săn	20-610	1435	HUNT
Tjuka-2024-1310-1259	1259	shoot	bắn	20-620	1172	SHOOT
Tjuka-2024-1310-1260	1260	miss (target)	trượt, không trúng	20-630	161	MISS (A TARGET)
Tjuka-2024-1310-1261	1261	trap (noun)	cái bẫy	20-640	1075	TRAP (PITFALL)
Tjuka-2024-1310-1262	1262	trap (vb)	bị nhốt, bị kẹt	20-650	1170	TRAP (CATCH)
Tjuka-2024-1310-1263	1263	law	luật	21-110	1062	LAW
Tjuka-2024-1310-1264	1264	court	tòa án	21-150	1068	COURT
Tjuka-2024-1310-1265	1265	judge (vb)	xét đoán, nhận định	21-160	1818	ADJUDICATE
Tjuka-2024-1310-1266	1266	judgment	sự xét xử	21-170	1067	JUDGMENT
Tjuka-2024-1310-1267	1267	judge (noun)	thẩm phán	21-180	861	JUDGE
Tjuka-2024-1310-1268	1268	plaintiff	nguyên đơn	21-210	2020	PLAINTIFF
Tjuka-2024-1310-1269	1269	defendant	bị cáo	21-220	1034	DEFENDANT
Tjuka-2024-1310-1270	1270	witness	người chứng kiến	21-230	1144	WITNESS
Tjuka-2024-1310-1271	1271	swear	thề	21-240	1939	SWEAR
Tjuka-2024-1310-1272	1272	oath	lời tuyên thệ	21-250	1712	OATH
Tjuka-2024-1310-1273	1273	accuse	kết tội	21-310	1814	ACCUSE
Tjuka-2024-1310-1274	1274	condemn	lên án	21-320	484	CONDEMN
Tjuka-2024-1310-1275	1275	convict (vb)	kết án	21-330	983	CONVICT
Tjuka-2024-1310-1276	1276	acquit	tha bổng	21-340	988	ACQUIT
Tjuka-2024-1310-1277	1277	guilty	có tội, tội lỗi	21-350	1682	GUILTY
Tjuka-2024-1310-1278	1278	innocent	vô tội	21-360	90	INNOCENT
Tjuka-2024-1310-1279	1279	penalty, punishment	hình phạt	21-370	390	PUNISHMENT
Tjuka-2024-1310-1280	1280	fine	tiền phạt	21-380	218	FINE (PENALTY)
Tjuka-2024-1310-1281	1281	prison, jail	nhà tù	21-390	1281	PRISON
Tjuka-2024-1310-1282	1282	murder	sự giết người, tội giết người	21-420	845	MURDER
Tjuka-2024-1310-1283	1283	adultery	ngoại tình	21-430	902	ADULTERY
Tjuka-2024-1310-1284	1284	rape	hãm hiếp	21-440	953	RAPE
Tjuka-2024-1310-1285	1285	arson	tội đốt nhà	21-460	1889	ARSON
Tjuka-2024-1310-1286	1286	perjury	sự bội thề	21-470	1792	PERJURY
Tjuka-2024-1310-1287	1287	steal	ăn cắp, ăn trộm	21-510	713	STEAL
Tjuka-2024-1310-1288	1288	thief	kẻ trộm	21-520	1160	THIEF
Tjuka-2024-1310-1289	1289	religion	tôn giáo, đạo	22-110	661	RELIGION
Tjuka-2024-1310-1290	1290	God	thần	22-120	1944	GOD
Tjuka-2024-1310-1291	1291	temple, church	đền (thờ)	22-130	911	TEMPLE
Tjuka-2024-1310-1292	1292	altar	bàn thờ	22-140	853	ALTAR
Tjuka-2024-1310-1293	1293	sacrifice, offering	vật hiến tế	22-150	1103	SACRIFICE
Tjuka-2024-1310-1294	1294	worship	thờ cúng	22-160	257	WORSHIP
Tjuka-2024-1310-1295	1295	pray	cầu	22-170	24	PRAY
Tjuka-2024-1310-1296	1296	priest	linh mục	22-180	852	PRIEST
Tjuka-2024-1310-1297	1297	holy, sacred	thiêng liêng	22-190	1702	HOLY
Tjuka-2024-1310-1298	1298	preach	thuyết giáo, rao giảng	22-220	304	PREACH
Tjuka-2024-1310-1299	1299	bless	ban phép	22-230	391	BLESS
Tjuka-2024-1310-1300	1300	curse	(chửi) rủa	22-240	8	CURSE
Tjuka-2024-1310-1301	1301	fast (vb)	nhịn ăn	22-260	303	ABSTAIN FROM FOOD
Tjuka-2024-1310-1302	1302	heaven	thiên đàng	22-310	1565	HEAVEN
Tjuka-2024-1310-1303	1303	hell	địa ngục	22-320	878	HELL
Tjuka-2024-1310-1304	1304	demon (evil spirit)	ác quỷ	22-350	1973	DEMON
Tjuka-2024-1310-1305	1305	idol	tượng thần	22-370	1945	IDOL
Tjuka-2024-1310-1306	1306	magic, witchcraft, sorcery	phép thuật	22-420	392	MAGIC
Tjuka-2024-1310-1307	1307	sorcerer, witch	phù thủy	22-430	2137	MAGICIAN
Tjuka-2024-1310-1308	1308	fairy, elf	tiên nữ	22-440	3206	ELF OR FAIRY
Tjuka-2024-1310-1309	1309	ghost, phantom	ma	22-450	1175	GHOST
Tjuka-2024-1310-1310	1310	omen, portent	điềm	22-470	107	OMEN
