ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	SEMANTIC_CLASS	TYPICAL_ATTRIBUTE	COHYPONYMY	TYPICAL_EVENT	HYPERONYM	MERONYM	RANDOM_ADJECTIVE	RANDOM_NOUN	RANDOM_VERB
Baroni-2011-200-164	164	car	1111	CAR	vehicle	beautiful, big, black, cheap, clean, comfortable, dirty, dusty, expensive, fancy, fast, green, heavy, large, luxurious, luxury, new, old, red, shiny, slow, small, spacious, white	ambulance, battleship, bicycle, bike, bomber, bus, ferry, fighter, frigate, glider, helicopter, jet, moped, motorbike, motorcycle, scooter, tanker, tractor, train, truck, van, yacht	arrive, brake, break, build, buy, carry, come, cost, crash, drive, enter, fix, fuel, go, hire, leave, load, lock, move, own, park, pollute, produce, race, refuel, repair, ride, run, sell, sit, speed, steal, stop, take, transport, travel, turn, use, work	artefact, artifact, conveyance, transport, vehicle	accelerator, back, belt, bonnet, brake, bumper, color, colour, compartment, diesel, door, driver, engine, fender, floor, frame, front, fuel, gas, gasoline, gear, handbrake, headlight, hood, horn, inside, interior, light, metal, mirror, motor, oil, passenger, petrol, plate, radiator, radio, rear, roof, seat, seatbelt, steel, tank, tire, top, trunk, wheel, window, windscreen, windshield	accurate, bilateral, consistent, democratic, due, few, initial, insensible, obvious, other, picturesque, planned, pregnant, relative, south, violent, volatile	acceptance, agonist, antibiotic, army, balcony, barrier, base, behalf, board, briefing, calibre, characteristic, charity, chest, corner, datum, dissolution, doorway, equation, extreme, fitness, fitting, gale, garden, genome, goody, guidance, guideline, homeless, indoor, intonation, madman, necrosis, nicotine, opposite, outskirt, phono, photo, pm, predictor, procedure, professor, prostate, pub, quotation, reality, revival, soil, stock, strategy, string, sweat, te, ti, trilogy, utility, vestige, vocalist, warrior	accord, attend, bear, call, centre, convey, demonstrate, describe, differ, distinguish, drop, fool, function, gather, give, hope, insist, interrupt, listen, mail, meet, organise, overlap, play, pose, recommend, request, see, set, specialise, submit, uphold
Baroni-2011-200-165	165	ferry	3733	FERRY	vehicle	big, cheap, empty, expensive, fast, full, gray, grey, heavy, large, long, new, old, short, slow	ambulance, battleship, bomber, bus, canoe, car, caravel, fighter, frigate, glider, helicopter, jet, kayak, motorboat, motorcycle, raft, scooter, tanker, train, truck, van, yacht	anchor, arrive, board, break, carry, catch, come, connect, cross, enter, fuel, go, leave, link, load, moor, move, operate, refuel, sail, sink, stop, supply, take, transport, travel, unload	artefact, artifact, boat, craft, vehicle, vessel, watercraft	anchor, bilge, bow, cabin, captain, crew, engine, fin, fore, hull, interior, iron, keel, metal, motor, passenger, prow, rudder, sailor, steel, wale	Iraqi, beautiful, continued, final, first, ground-breaking, high, innocent, most, negative, relevant, similar	Jun, acc, amino, backcountry, bent, block, challenge, concept, curve, designer, drawing, fatality, finding, flippancy, flycatcher, genetics, harvest, kind, maker, management, outfielder, pearl, producer, quilting, recruitment, retailing, rime, scalp, servant, softball, street, tea, tornado, trench, twin, warming, wisdom	announce, attract, bake, bombard, enhance, enjoy, give, hold, lay, look, pin, pluck, release, reply, report, secure, seek, sound, stretch, thank
Baroni-2011-200-166	166	fighter			vehicle	big, dangerous, deadly, destructive, expensive, fast, frightening, heavy, lethal, new, old, powerful, scary, small	ambulance-, battleship-, bomber-, bus-, car-, ferry-, fighter-, frigate-, glider-, jet-, motorcycle-, rocket-, scooter-, tanker-, train-, truck-, van-, yacht	arrive, attack, board, bomb, brake, break, build, carry, climb, come, crash, destroy, dive, drive, drop, fight, fix, fly, fuel, go, hit, land, leave, load, move, produce, refuel, repair, run, shoot, sit, stall, stop, strike, take, transport, travel, use	aeroplane, aircraft, airplane, artefact, artifact, conveyance, craft, plane, transport, vehicle, warplane	back, bomb, brake, captain, cockpit, crew, door, engine, flap, front, fuel, fuselage, gas, gun, interior, light, metal, missile, motor, pilot, propeller, rear, rudder, seat, steel, tail, top, wheel, window, windscreen, windshield, wing	appealing, beautiful, enjoyable, environmental, faint, joyful, other, present, qualitative, three-year	advertiser, antler, approach, attraction, batting, beta, booklet, campus, chestnut, coherence, council, dealing, documentation, employment, horror, indentation, joy, lecturer, loyalty, management, mankind, mistake, moment, n, pancreas, papyrus, paternity, piece, rain, shrub, silicon, spoof, swing, town, tracker, volunteer, yearling	accompany, act, answer, appeal, burn, clear, compel, compose, couple, date, ensure, explore, incur, join, know, lead, learn, pick, ponder, pronounce, receive, review, search, show, start, state, surprise, train, want, work
Baroni-2011-200-167	167	frigate			vehicle	armed, armoured, big, dangerous, destructive, expensive, fast, gray, grey, heavy, huge, large, long, mighty, new, old, powerful, slow	ambulance, battleship, bomber, bus, canoe, car, caravel, ferry, fighter, glider, helicopter, jet, kayak, motorboat, motorcycle, raft, scooter, tanker, train, truck, van, yacht	anchor, arrive, attack, board, bomb, break, build, capture, come, command, destroy, enter, escort, fight, fire, fuel, go, hit, leave, moor, move, patrol, refuel, sail, shell, sink, stop, strike, torpedo, travel	artefact, artifact, craft, ship, vehicle, vessel, warship, watercraft	anchor, battery, bilge, bow, bulkhead, bulwark, caboose, captain, crew, deck, engine, fin, fore, frame, funnel, galley, gun, helm, hull, iron, keel, mast, metal, missile, poop, porthole, propeller, prow, rudder, sail, sailor, skeleton, starboard, steel, tank, topside, turbine, turret, wale, wood	costly, cute, dynamic, ethical, first, initial, major, many, modified, nearby, online, quick, similar, transferable, visible, wise	Sassoon, acceptance, alliance, average, barracks, beginner, blackface, denouement, desire, disadvantage, dot, dough, download, downtime, e, fatigue, fighting, fine, florin, force, gimmick, greenhouse, hanky, hotel, huntsman, icing, induction, inspiration, interpretation, intrigue, link, logo, melody, mouth, mud, nation-state, rank, re-evaluated, request, rice, road, scale, scholar, sewer, shockwave, showground, sponge, sub-committee, surroundings, survival, taxonomy, thought, timetable, transgenes, transgression, transparency, treacle, troupe, verb, win, wisdom, working, worm	celebrate, conceive, condense, design, develop, discourage, distinguish, divide, divorce, down, fix, highlight, improve, involve, land, note, plan, practise, punch, record, refer, reprise, revolve, select, shroud, try
Baroni-2011-200-168	168	glider			vehicle	expensive, fast, heavy, light, new, old, quiet, silent, white	ambulance, battleship, bomber, bus, car, ferry, fighter, frigate, helicopter, motorcycle, rocket, scooter, tanker, train, truck, van, yacht	arrive, brake, break, build, carry, climb, come, crash, drive, fix, float, fly, glide, go, leave, load, move, produce, pull, repair, sit, stall, stop, take, tow, transport, travel, use	aircraft, artefact, artifact, conveyance, craft, transport, vehicle	back, brake, captain, cockpit, door, flap, front, fuselage, interior, light, metal, pilot, rear, rudder, seat, steel, tail, top, wheel, window, windscreen, windshield, wing	German, Scottish, afraid, modern, more, other, powerful	E, agent, animation, apple, awareness, beetle, boy, choice, coal, committee, compassion, component, cream, destiny, economics, epidemic, euros, fault, influence, meaning, mineral, none, obedience, offer, offering, party, patient, pinnacle, productivity, review, ringer, robin, salvation, secretariat, sheet, specialist, stereotype, topic, trail, website, woodland, youth	anoint, chronicle, close, communicate, complete, cry, defend, develop, endorse, head, interfere, laminate, link, look, lose, make, promise, remove, renew, seat, specify, spin, thank, think, win
Baroni-2011-200-169	169	helicopter	2580	HELICOPTER	vehicle	expensive, fast, heavy, loud, new, noisy, old, powerful	aeroplane, airplane, ambulance, bomber, bus, car, ferry, fighter, frigate, glider, helicopter, jet, motorcycle, rocket, scooter, tanker, train, truck, van, yacht	arrive, attack, board, bomb, brake, break, build, carry, climb, come, crash, drive, fight, fix, fly, fuel, go, hover, land, leave, load, move, produce, refuel, repair, rescue, run, shoot, sit, stall, stop, take, transport, travel, use	aircraft, artefact, artifact, conveyance, craft, transport, vehicle	back, blade, brake, crew, door, engine, front, fuselage, gas, interior, light, metal, motor, pilot, propeller, rear, rotor, rudder, seat, skid, steel, tail, top, turbine, wheel, window, windscreen, windshield	Malay, abstract, civil, mental, social	accessibility, adherence, auditorium, bargain, commonality, con, datum, drawing, ear, effigy, enquiry, extinction, footage, fortune, glaucoma, hymn, kick, killer, landmine, lettuce, lineage, map, min, nationality, negligence, orientation, parameter, paste, path, percent, politics, precession, purchase, review, sacrum, screenwriter, seed, selling, silk, song, subfamily, summation, tea, thank, woman	accord, animate, ban, become, benefit, call, connect, cover, create, deny, disable, educate, entertain, execute, formalise, gather, give, include, line, make, mark, need, oppose, owe, publicise, publish, renew, state, thats, them, unfold, wear
Baroni-2011-200-170	170	jet			vehicle	big, expensive, fast, heavy, long, loud, new, noisy, old, powerful	ambulance-, battleship-, bomber-, bus-, car-, ferry-, frigate-, glider-, helicopter-, jet-, motorcycle-, rocket-, scooter-, tanker-, train-, truck-, van-, yacht	arrive, attack, bomb, brake, break, build, carry, climb, come, crash, drive, fight, fix, fly, fuel, go, land, leave, load, move, produce, refuel, repair, run, shoot, sit, stall, stop, take, transport, travel, use	aeroplane, aircraft, airplane, artefact, artifact, conveyance, craft, plane, transport, vehicle	back, brake, cockpit, crew, door, engine, front, fuel, fuselage, gas, interior, light, metal, motor, passenger, pilot, propeller, rear, rudder, seat, steel, tail, top, wheel, window, windscreen, windshield, wing	aware, consecutive, defective, former, good, magnificent, next, same	NHS, abattoir, accident, aesthetics, anchorage, audit, axiom, baseball, calorie, color, congratulation, countryside, cutting, demise, durability, erythrocyte, expense, feast, fulfilment, glycogen, hat, jam, jersey, justice, kit, manner, meditation, organism, overdraft, principle, question, recruitment, rider, sale, seaman, spite, state, substance, t, theft, unison, validity, welcome	address, agitate, allow, animate, claim, commit, complicate, corrupt, cut, do, eliminate, enjoy, excuse, feed, hang, heal, include, let, like, locate, make, murder, put, reach, spread, talk, think
Baroni-2011-200-171	171	motorcycle	638	MOTORCYCLE	vehicle	beautiful, big, black, cheap, clean, dangerous, dirty, dusty, expensive, fancy, fast, green, heavy, large, long, loud, luxurious, luxury, new, noisy, old, red, shiny, short, slow, small, white	ambulance, battleship, bicycle, bike, bomber, bus, car, ferry, fighter, frigate, glider, helicopter, jet, moped, scooter, tanker, tractor, train, truck, van, yacht	arrive, brake, break, build, buy, carry, come, cost, crash, drive, enter, fix, fuel, go, leave, load, move, own, park, pollute, produce, race, refuel, repair, ride, run, sell, sit, speed, steal, stop, take, transport, travel, turn, use, work	artefact, artifact, conveyance, transport, vehicle	accelerator, back, brake, color, colour, driver, engine, fender, frame, front, fuel, gas, gasoline, gear, handlebar, handlebars, headlight, horn, light, metal, mirror, motor, mudguard, oil, petrol, plate, rear, rider, seat, steel, tank, tire, wheel	English, active, available, bashful, early, few, frequent, full, high, international, known, lean, less, optional, perfect, predictive, presidential, relative, stupid, subsequent, sure, tectonic, warm, year-old	Buddhist, aspiration, assault, beam, beehive, bone, bug, carrot, compliance, dependant, hardline, head, hook, hospital, kg, language, lid, lifespan, margin, meadow, objective, oxygen, parsonage, photography, pianist, playoff, prioritisation, ratio, recipe, refreshment, release, religion, remembrance, resistance, round, sauce, season, shop, specie, specification, spokesman, steam, sudoku, tender, ton, usd, war, wedding	advise, attain, climb, co-ordinate, commit, describe, disable, enable, encourage, form, hear, include, know, limit, locate, look, oppose, phase, point, report, resign, select, serve, spend, stoke, subscribe, talk, tolerate, transform, transpire, vent
Baroni-2011-200-172	172	scooter			vehicle	beautiful, black, cheap, clean, colorful, colourful, dirty, dusty, expensive, fancy, fast, green, loud, luxurious, luxury, new, noisy, old, red, shiny, silver, slow, white	ambulance, battleship, bicycle, bike, bomber, bus, car, ferry, fighter, frigate, glider, helicopter, jet, moped, motorbike, motorcycle, tanker, tractor, train, truck, van, yacht	arrive, brake, break, build, buy, carry, come, cost, crash, drive, enter, fix, fuel, go, leave, load, move, own, park, pollute, produce, race, refuel, repair, ride, run, sell, sit, speed, steal, stop, take, transport, travel, turn, use, work	artefact, artifact, conveyance, transport, vehicle	accelerator, back, brake, color, colour, driver, engine, fender, frame, front, fuel, gas, gasoline, gear, handlebar, handlebars, headlight, horn, light, metal, mirror, motor, mudguard, oil, petrol, plate, rear, seat, steel, tank, tire, wheel	Australian, commercial, distilled, educational, effluent, enough, equivalent, fascinating, historic, ideal, informed, mere, oblique, organic, popular, prescribed, temporary, twin, upland	ally, apologist, apoptosis, background, band, cipher, complexion, confluence, drinking, effort, equivalence, exclusion, faith, fibre, fluid, font, function, graphics, intake, loan, mailbox, meat, monster, necessity, observance, opera, patient, penalty, physic, pinion, player, playwright, poverty, priestess, priority, professional, reporting, restriction, ridge, saber, script, sense, set, stone, styling, target, telecommunication, title, weaponry, wrestler	aid, aim, annoy, cluster, command, complete, contract, convert, dance, describe, destroy, do, film, fit, fledge, forget, generate, govern, hate, hold, increase, lie, limit, lose, make, meet, obtain, propose, realise, seem, soak, teach, weight, write
Baroni-2011-200-173	173	tanker			vehicle	big, empty, expensive, fast, full, giant, gray, grey, heavy, huge, large, long, new, old, slow	ambulance, battleship, bomber, bus, canoe, car, caravel, ferry, fighter, frigate, glider, helicopter, jet, kayak, motorboat, motorcycle, raft, scooter, train, truck, van, yacht	anchor, arrive, board, break, carry, come, enter, explode, fill, fuel, go, leave, load, moor, move, refuel, sail, spill, stop, supply, transport, travel, unload	artefact, artifact, craft, ship, vehicle, vessel, watercraft	anchor, bilge, bow, bridge, bulkhead, bulwark, caboose, captain, crew, deck, engine, fin, fore, frame, funnel, galley, helm, hull, iron, keel, metal, oil, petroleum, poop, porthole, propeller, prow, rudder, sailor, skeleton, starboard, steel, superstructure, tank, topside, turbine, wale	cold, female, good, invaluable, other, plastic, previous, recent, revolutionary, simulated, special	Brigadier, Ent, NFS, accommodation, amnesia, anglais, audience, b-side, bile, cameo, catering, circulation, collaboration, compass, consultancy, diary, environment, enzyme, foliage, forestry, glass, gravity, grower, indoctrination, ingrate, kibbutz, kindness, landfall, library, mastitis, microsite, mountaintop, nerve, palace, parade, peerage, placer, pre, premium, privatisation, quartet, racism, reality, regime, roofing, rubbish, salmon, savannah, seine, spam, supermarket, thermosphere, touchdown, video, vodka, winter, yeoman	bear, bestow, bother, do, educate, elect, envisage, hook, learn, match, peak, protect, reimburse, relate, rub, set, sort, validate
Baroni-2011-200-174	174	train	900	TRAIN	vehicle	beautiful, big, cheap, clean, comfortable, crowded, dirty, dusty, electric, electrical, empty, expensive, fast, full, heavy, large, long, loud, luxurious, luxury, new, noisy, old, short, slow	ambulance, battleship, bomber, bus, car, ferry, fighter, frigate, glider, helicopter, jet, motorcycle, scooter, tanker, truck, van, yacht	arrive, board, brake, break, build, carry, catch, come, cost, crash, delay, derail, drive, enter, fix, fuel, get, go, leave, load, miss, move, operate, pass, refuel, repair, ride, run, sit, slow, stand, stop, take, transport, travel, use, work	artefact, artifact, conveyance, transport, vehicle	back, caboose, carriage, coach, coal, conductor, diesel, door, driver, electricity, engine, front, interior, iron, locomotive, motor, passenger, rail, rear, seat, steam, steel, top, track, wheel, window	Lithuanian, ancient, bizarre, climatic, clinical, confidential, current, early, general, great, hands-on, healthy, mature, moral, narrow, open, other, prickly, racial	S, anything, archive, bankruptcy, beast, bioethanol, bomb, bonus, client, customer, cutting, degree, effort, elevation, enterprise, entry, freshman, grace, guide, headache, homepage, jazz, lunch, mainstream, market, metre, pace, pair, point, poisoning, policy-making, pressure, quadrant, reference, reply, thou, tongue, viewpoint, vineyard, waterway	accompany, authore, authorise, begin, blame, cause, cook, demote, depend, divorce, exclude, explore, feature, include, linger, lose, make, maximise, measure, need, note, promise, reside, retire, rumour, say, score, sell, shoot, spearhead, sustain, think
Baroni-2011-200-175	175	truck			vehicle	big, clean, dirty, dusty, empty, expensive, fast, full, heavy, large, long, loud, new, noisy, old, short, slow, small	ambulance, battleship, bicycle, bike, bomber, bus, car, ferry, fighter, frigate, glider, helicopter, jet, moped, motorbike, motorcycle, scooter, tanker, tractor, train, van, yacht	arrive, brake, break, build, buy, carry, come, cost, crash, drive, enter, fix, fuel, go, leave, load, move, own, park, pollute, produce, refuel, repair, ride, run, sell, ship, sit, stop, transport, travel, turn, unload, use, work	artefact, artifact, conveyance, transport, vehicle	accelerator, back, belt, bonnet, brake, bumper, cargo, color, colour, compartment, diesel, door, driver, engine, fender, floor, frame, front, fuel, gas, gasoline, gear, handbrake, headlight, hood, horn, inside, interior, light, metal, mirror, motor, oil, petrol, plate, radiator, radio, rear, roof, seat, seatbelt, steel, tailgate, tank, tire, top, trailer, trunk, wheel, window, windscreen, windshield	Danish, French, annual, common, devious, ethnic, faint, fortunate, front, legitimate, middle, other, possible, such	Christianity, Satan, Utopia, V, aetiology, amount, autism, average, barn, bottle, brevet, carol, carriage, census, cheek, cheese, coincidence, counterpart, deficit, degeneration, delinquency, diarrhoea, employment, evening, exhortation, fax, fever, frog, gladiator, homeland, intermediary, jumper, life-style, m, mackerel, magazine, mailing, mean, minute, monarch, munitions, music, nation-state, neoplasm, none, officer, paper, percent, phospholipid, pillar, postcard, recess, reform, robbery, s, slaughter, speaker, stat, tooth, touch, trait, vision, visitor, winning	appoint, attach, avoid, cause, close, do, feel, give, hate, influence, inhibit, initiate, lay, lead, mean, obscure, post, prepare, prohibit, reduce, release, rework, say, stay, suppress, vanish, wish
Baroni-2011-200-176	176	van			vehicle	beautiful, big, cheap, clean, colorful, colourful, dirty, dusty, empty, expensive, fast, full, heavy, large, long, new, old, short, slow, small, spacious	ambulance, battleship, bicycle, bike, bomber, bus, car, ferry, fighter, frigate, glider, helicopter, jet, moped, motorbike, motorcycle, scooter, tanker, tractor, train, truck, yacht	arrive, brake, break, build, buy, carry, come, cost, crash, drive, enter, fix, fuel, go, hire, leave, load, move, own, park, pollute, produce, refuel, repair, ride, run, sell, ship, sit, stop, transport, travel, turn, unload, use, work	artefact, artifact, conveyance, transport, vehicle	accelerator, back, belt, bonnet, brake, bumper, cargo, color, colour, compartment, diesel, door, driver, engine, fender, floor, frame, front, fuel, gas, gasoline, gear, handbrake, headlight, hood, horn, inside, interior, light, metal, mirror, motor, oil, passenger, petrol, plate, radiator, radio, rear, roof, seat, seatbelt, steel, tailgate, tank, tire, top, trailer, trunk, wheel, window, windscreen, windshield	annual, crescent, exceptional, fellow, financial, first, intellectual, live, local, maritime, more, much, oriented, own, second, smart, sustainable	Mt, Sikh, anus, batch, bath, blitz, block, break, cocktail, collie, complaint, counsel, crime, cruise, deal, demonstrator, discovery, dont, dvd, eaves, efficacy, estate, facility, failure, finish, flower, formation, glitter, hair, hallway, harassment, inclusion, infantry, island, jealousy, maxim, meantime, message, metaphor, morning, motel, multiple, nutmeg, original, paradise, pasture, payee, plantation, podcasts, presumption, principal, processing, publication, reference, reputation, researcher, reservoir, shape, silver, skeleton, stability, turret, vegan, village, violence, vitality, vol	accept, arrest, associate, base, believe, blow, capture, clinch, co-ordinate, complete, constitute, degrade, develop, do, echo, edit, fuse, hope, join, look, make, obtain, shit, shoot, take, think, transfer, unite, withdraw
Baroni-2011-200-177	177	yacht			vehicle	beautiful, big, brown, expensive, fancy, fast, gray, grey, heavy, large, long, luxurious, luxury, new, old, short, slow, small, white	ambulance, battleship, bomber, bus, canoe, car, caravel, ferry, fighter, frigate, glider, helicopter, jet, kayak, motorboat, motorcycle, raft, scooter, tanker, train, truck, van	anchor, arrive, board, break, buy, carry, come, cross, cruise, enter, fuel, go, leave, load, moor, move, race, refuel, sail, sell, sink, skipper, stop, transport, travel, unload	artefact, artifact, boat, craft, vehicle, vessel, watercraft	anchor, bilge, bow, cabin, crew, engine, fin, fore, hull, interior, iron, keel, mast, metal, motor, prow, rudder, sail, sailor, steel, wale, wood	Democratic, Many, common, desultory, good, grateful, high, luminous, most, other, such, unpublished, voluntary	Jul, abortion, advert, age, anime, bedroom, bombardment, break, camcorder, camp, casualty, chunk, closure, cm, corn, cult, curate, decade, delivery, democracy, diamond, ef, endnotes, everytime, fiction, heart-attack, lack, motorist, opponent, patience, perfume, reception, reinsurance, scattering, scientologists, sofa, statement, store, subscriber, upshot, wellbeing	add, attend, become, burst, contact, displace, double, engage, follow, inherit, nominate, prepare, signal, sound, stir, talk, tend, uproot, wait, work
Baroni-2011-200-178	178	carp	2685	CARP (FISH)	water_animal	big, edible, fresh, golden, good, large, oily, old, silent, silver, slimy, young	catfish, cod, dolphin, goldfish, herring, mackerel, salmon, trout, tuna, whale	breathe, breed, catch, clean, cook, cut, die, eat, farm, feed, fish, lay, live, swim	animal, chordate, creature, fish, food, seafood, vertebrate	barbel, bone, eye, fin, fishbone, gill, head, mouth, scale, skin, tail, whisker	Japanese, Napoleonic, due, light-hearted, odd, own, peer-reviewed, short, such, unavailable	aide, arrival, awkwardness, blight, champagne, coordination, disease, falling, grove, ion, memorial, merchandising, news, newspaper, poker, polling, route, slant, surety, temperature, testis, thank, trespasser, trouble	clear, distinguish, fund, hold, interfere, laugh, mature, minimise, penetrate, rescue, seek, star
Baroni-2011-200-179	179	catfish	3777	CATFISH	water_animal	big, brown, edible, fresh, good, gray, grey, large, old, silent, silver, slimy, ugly, young	carp, cod, dolphin, goldfish, herring, mackerel, salmon, trout, tuna, whale	breathe, breed, catch, clean, cook, cut, die, eat, farm, feed, fish, lay, live, swim	animal, chordate, creature, fish, food, seafood, vertebrate	barbel, bone, eye, fin, fishbone, gill, head, mouth, scale, skin, tail, whisker	corrupt, dynamic, first, great, important, organizational, pet, physical, quarterly, thy	assay, cinchona, cloning, commitment, convenience, converse, country, crew, electrolyte, greatness, hospital, increase, inflow, interoperability, magistrate, message, objective, painkiller, person, proving, ranking, replacement, sh, tee, vestige, voter	abolish, accord, comprise, conquer, decommission, kill, pend, qualify, star, tackle, want
Baroni-2011-200-180	180	cod			water_animal	big, edible, fast, fresh, good, large, old, silent, silver, slimy, young	carp, catfish, dolphin, goldfish, herring, mackerel, salmon, trout, tuna, whale	breathe, catch, clean, cook, cut, die, dry, eat, fish, lay, live, salt, swim	animal, chordate, creature, fish, food, seafood, vertebrate	bone, eye, fin, fishbone, gill, head, mouth, scale, skin, tail	close, easy, global, high, mid, other, positive, statutory, unnecessary	bed, bowler, cancellation, column, combatant, damper, dishcloth, divisor, gender, geography, grazing, incident, method, mortar, nj, openness, playbook, postgraduate, reply, resentment, splice, text, trio, urine, volt	accord, acknowledge, choreograph, commence, devote, fall, mean, mourn, reduce, refurbish, schedule, work
Baroni-2011-200-181	181	dolphin	1479	DOLPHIN	water_animal	big, cute, fast, friendly, good, gray, grey, intelligent, large, old, sleek, smart, smooth, trained, young	bear, beaver, bull, carp, catfish, cod, cow, coyote, deer, dog, donkey, elephant, fox, giraffe, goat, goldfish, gorilla, herring, horse, lion, mackerel, pig, rabbit, rat, salmon, sheep, squirrel, tiger, trout, tuna, whale	breathe, catch, communicate, die, dive, eat, feed, fish, hunt, jump, kill, live, play, save, swim, train	animal, cetacean, chordate, creature, mammal, vertebrate	blowhole, bone, eye, fin, head, mouth, skin, tail, tooth	German, common, contrary, corrupt, east, geological, independent, informative, last, loose, mean, new, premature, quiet, such	Feb, Sassoon, abolition, airplay, cheap, clipper, coleslaw, communist, composer, constituent, conveyor, courtroom, defendant, descent, economy, episode, expression, footwear, founder, freestyle, fuel, funnel, intrusion, invoice, logon, manner, modification, mountain, nightie, onus, park, parliament, partition, persistence, produce, self, sulphur, tender, theorem, transsexual, urgency, vendetta	assure, centre, cooperate, deal, enlist, find, fire, let, ordain, pose, remember, resolve, serve, surround, upgrade
Baroni-2011-200-182	182	goldfish			water_animal	golden, little, old, orange, red, silent, slimy, small, young	carp, catfish, cod, dolphin, guppy, herring, mackerel, salmon, trout, tuna, whale	breathe, breed, buy, die, feed, lay, live, swim	animal, chordate, creature, fish, pet, vertebrate	bone, eye, fin, fishbone, gill, head, mouth, scale, skin, tail	conceited, few, geological, local, long, outstanding, prospective, top, whole	actor, comedy, contraceptive, corset, countdown, coven, crystal, demon, driver, gear, governance, grammar-school, guess, guitar, humanitarian, label, mapping, monarchy, pharmacist, poker, powerhouse, preference, snowdrift, thinking, transport	come, determine, head, put, resemble, sort, walk
Baroni-2011-200-183	183	herring			water_animal	edible, fast, fresh, good, little, oily, silent, silver, slimy, small	carp, catfish, cod, dolphin, goldfish, mackerel, salmon, trout, tuna, whale	breathe, can, catch, clean, cook, cut, die, eat, fish, hunt, lay, live, salt, smoke, swim	animal, chordate, creature, fish, food, seafood, vertebrate	bone, eye, fin, fishbone, gill, head, mouth, scale, skin, tail	everyday, fine, infected, international, irritated, last, leisurely, other, preventable, tricky	Canadian, Londoner, affair, bike, bread, creator, cubicle, deadline, developer, differentiation, drafting, dribbler, estimation, friction, frost, manufacturer, order, pupil, re-examination, session, toggle, transfusion, winner, wrap	cite, compress, confer, cover, decline, elect, kidnap, order, portray, republish, respond, sort, suit, tee, walk
Baroni-2011-200-184	184	mackerel			water_animal	edible, fast, fresh, good, large, oily, old, silent, silver, slimy, young	carp, catfish, cod, dolphin, goldfish, herring, salmon, trout, tuna, whale	breathe, can, catch, clean, cook, cut, die, eat, fish, hunt, lay, live, smoke, swim	animal, chordate, creature, fish, food, seafood, vertebrate	bone, eye, fin, fishbone, gill, head, mouth, scale, skin, tail	comfortable, contradictory, established, first, global, haphazard, immense, independent, record-breaking, single, such	Druid, Pharaoh, R, air, baroness, bus, confession, despatch, disadvantage, doll, earl, example, fundamentalist, gum, ingrate, knowledge, majesty, pas, passion, photography, pity, playbook, proposal, refurbishment, seminar	absorb, balance, classify, consult, declare, forge, gaze, let, rejoice, retire, well
Baroni-2011-200-185	185	salmon	944	SALMON	water_animal	beautiful, big, edible, fast, fresh, golden, good, large, long, oily, old, pink, silent, silver, slimy, young	carp, catfish, cod, dolphin, goldfish, herring, mackerel, trout, tuna, whale	breathe, catch, clean, cook, cut, die, eat, farm, fish, lay, leap, live, poach, smoke, swim	animal, chordate, creature, fish, food, seafood, vertebrate	bone, eye, fin, fishbone, gill, head, mouth, scale, skin, tail	advanced, annual, available, close, confrontational, elderly, equivalent, next, present, simply, single, specified, total, unconscious, willing	arena, broadband, contemporary, convenience, date, demonstration, diver, figure, frost, gearstick, golf, hug, humanitarian, observance, parameter, payoff, post-season, powder, recognition, soul, table, ticket, virulence	amuse, approach, base, bestow, conduct, delineate, delve, imagine, link, personalise, precede, stop
Baroni-2011-200-186	186	trout	795	TROUT	water_animal	edible, fresh, good, oily, old, silent, silver, slimy, young	carp, catfish, cod, dolphin, goldfish, herring, mackerel, salmon, tuna, whale	breathe, breed, catch, clean, cook, cut, die, eat, farm, feed, fish, lay, live, swim	animal, chordate, creature, fish, food, seafood, vertebrate	bone, eye, fin, fishbone, gill, head, mouth, scale, skin, tail	first, invaluable, normal, popular, redundant, similar, transcendent, trite	BCS, Presbyterian, background-color, cartel, check, colleague, distension, doctor, east, hour, kiln, knowledge, mineral, on-screen, phobia, ply, pollution, reconnaissance, rider, rt, treat, waveform	affect, appoint, attribute, balance, charge, define, draft, enrich, envisage, insist, produce, rule, unfold
Baroni-2011-200-187	187	tuna			water_animal	big, edible, fast, fresh, good, large, old, pink, silent, silver, slimy, young	carp, catfish, cod, dolphin, goldfish, herring, mackerel, salmon, swordfish, trout, whale	breathe, can, catch, clean, cook, cut, die, eat, fish, hunt, kill, lay, live, smoke, swim	animal, chordate, creature, fish, food, seafood, vertebrate	bone, eye, fin, fishbone, gill, head, mouth, scale, skin, tail	classic, clinical, current, expensive, great, guaranteed, likely, meaningful, other, salivary, welcome	acrylic, braggart, carb, castle, catcher, coursework, crosshairs, customer, deadline, dissolution, dress, entrant, grab, installation, language, overlay, playlist, rave, refuse, resolution, scholar, shell, socialist, speciation, winner	absorb, base, bound, carry, conclude, divide, execute, expel, name, re-using, speak, spring
