ID	NUMBER	SOURCE_ID	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	HUNGARIAN	LATIN	POLISH	DEFINITION
Kornai-2018-1400-1256	1256	477	throw	V	1456	THROW	dob	conjectus	rzucać	=AGT CAUSE[=PAT[move]], move IN/2758 air, INSTRUMENT hand, =AGT HAS hand
Kornai-2018-1400-1257	1257	884	throw	N			gáncs			
Kornai-2018-1400-1258	1258	2010	tidy	A			rendes	diligens	schludny	good(arrangement), neat
Kornai-2018-1400-1259	1259	1394	tie	V	1917	TIE	köt	ligo	wiázać	=AGT CAUSE[move[lack]], INSTRUMENT rope
Kornai-2018-1400-1260	1260	2252	tight	A	3053	TIGHT	szoros	artus	ciasny	lack(move), fit, close/1413
Kornai-2018-1400-1261	1261	1120	time	N	892	TIME	idő	tempus	czas	event IN/2758, HAS direction, past PART_OF, present PART_OF, future PART_OF
Kornai-2018-1400-1262	1262	712	tire	U	1996	GET TIRED	fárad	laboro	zméczyć sié	work, =PAT[exhausted[after]]
Kornai-2018-1400-1263	1263	714	tire	V			fáraszt	lasso	méczyć	=AGT CAUSE[=PAT[exhausted]]
Kornai-2018-1400-1264	1264	2528	tire	V			untat	defatigo	méczyć	bore/2697
Kornai-2018-1400-1265	1265	371	title	N			cím	appellatio	tytuł	name, <book> HAS
Kornai-2018-1400-1266	1266	12	to	G	2754	TOWARDS	-ba	in	do	
Kornai-2018-1400-1267	1267	2743	to	G	2754	TOWARDS	-hoz	ad	do	after(AT/2744 =REL)
Kornai-2018-1400-1268	1268	586	together	D	2482	TOGETHER	együtt	una	razem	MEMBER group, lack(separate)
Kornai-2018-1400-1269	1269	1155	too	D			is	etiam	teź	also
Kornai-2018-1400-1270	1270	2202	tool	N	1361	TOOL	szerszám	instrumentum	narzédzie	object, work INSTRUMENT
Kornai-2018-1400-1271	1271	827	tooth	N	1380	TOOTH	fog	dens	záb	organ, animal HAS, hard, IN/2758 jaw, bite/1001 INSTRUMENT, chew INSTRUMENT, attack INSTRUMENT, defend INSTRUMENT
Kornai-2018-1400-1272	1272	2377	top	N	1753	TOP	tető	culmen	dach	part, AT/2744 position, vertical(position ER part[other])
Kornai-2018-1400-1273	1273	552	total	A			egész	totus	cały	whole
Kornai-2018-1400-1274	1274	2346	total	A			teljes	totus	całkowity	whole
Kornai-2018-1400-1275	1275	2764	total	N			végösszeg			sum
Kornai-2018-1400-1276	1276	522	touch	V	1892	TOUCH	érint	attingo	dotknáć	<hand> AT/2744 =PAT[surface], <=AGT HAS hand>, contact, FEEL surface
Kornai-2018-1400-1277	1277	764	towards	G	2754	TOWARDS	felé	ad	do	after(AT/2744 =REL)
Kornai-2018-1400-1278	1278	2560	town	N	1391	TOWN	város	oppidum	miasteczko	artefact, many(people) IN/2758, many(house) IN/2758
Kornai-2018-1400-1279	1279	1402	track	V	318	FOOTPRINT	követ	sequor	śledzić	follow, =PAT[mark]
Kornai-2018-1400-1280	1280	1817	track	N			nyom	vestigium	ślad	way, move[quick] AT/2744
Kornai-2018-1400-1281	1281	2953	tradition	N	1747	CUSTOM	hagyomány			old, society/2285 HAS
Kornai-2018-1400-1282	1282	2661	train	N	900	TRAIN	vonat	tramen	pociág	vehicle, car FOLLOW car, ON rail, more(car)
Kornai-2018-1400-1283	1283	2537	travel	U	3665	TRAVEL	utazik	iter facio	podróźować	after(=AGT AT/2744 place/1026[other,<city>])
Kornai-2018-1400-1284	1284	1314	treat	V			kezel	tracto	traktować	=AGT CAUSE[=PAT[<person>] IN/2758 [situation]]
Kornai-2018-1400-1285	1285	1315	treatment	N			kezelés	tractatio	traktowanie	treat
Kornai-2018-1400-1286	1286	709	tree	N	906	TREE	fa	arbor	drzewo	plant, HAS material[wood], HAS trunk/2759, HAS crown
Kornai-2018-1400-1287	1287	244	trick	U			becsap	decipio	nabrać	=AGT CAUSE[=PAT THINK false]
Kornai-2018-1400-1288	1288	398	trick	N			csel	dolus	trik	trick/244
Kornai-2018-1400-1289	1289	2483	trip	N			út	iter	wycieczka	visit, TO/2743 place/1026, journey
Kornai-2018-1400-1290	1290	217	trouble	N			baj	malum	kłopot	bad
Kornai-2018-1400-1291	1291	2672	trouble	N			zavar	angustiae	kłopot	
Kornai-2018-1400-1292	1292	1125	true	A	1657	TRUE	igaz	verus	prawdziwy	CONFORM[fact]
Kornai-2018-1400-1293	1293	1976	try	V	1812	TRY	próbál	tempto	próbować	=AGT WANT =AGT[=PAT]
Kornai-2018-1400-1294	1294	419	tube	N	2956	TUBE	cső	fistula	rura	pipe
Kornai-2018-1400-1295	1295	856	turn	V	1444	TURN AROUND	fordul	vertor	przekrécać	
Kornai-2018-1400-1296	1296	860	turn	V	1445	TURN (SOMETHING)	forog	versor	przekrécać	move, =PAT[object, HAS axis, change(direction)]
Kornai-2018-1400-1297	1297	2338	twist	V	430	TWIST	teker	torqueo	przekrécać	<thread>, turn, =PAT[straight/563[lack, after], before(long)]
Kornai-2018-1400-1298	1298	2967	two	A	1498	TWO	két			number, one IN/2758, other IN/2758, FOLLOW one
Kornai-2018-1400-1299	1299	717	type	N			fajta	species	typ	group, HAS common(characteristic)
Kornai-2018-1400-1300	1300	2945	typical	A			tipikus			RESEMBLE many
Kornai-2018-1400-1301	1301	136	under	D	1485	BELOW OR UNDER	alá	sub	pod	AT position, vertical(=REL ER position)
Kornai-2018-1400-1302	1302	525	understand	V	1536	UNDERSTAND	ért	intellego	rozumieć	meaning IN/2758 mind, =PAT HAS meaning, =AGT HAS mind
Kornai-2018-1400-1303	1303	3038	unit	N			egység	omne	jednostka	amount, measure
Kornai-2018-1400-1304	1304	573	university	N	2435	UNIVERSITY	egyetem	universitas	uniwersytet	institution, educate, GIVE degree
Kornai-2018-1400-1305	1305		unless	G			hacsak nem			=PAT CAUSE lack(unless)
Kornai-2018-1400-1306	1306	166	until	D	2753	UNTIL	amíg	quoad/dum	aź do	after(=REL)
Kornai-2018-1400-1307	1307	763	up	A	1591	UP	fel	sursum	do góry	after(AT position), vertical(position ER')
Kornai-2018-1400-1308	1308	780	upper	N			felső	superior	wyźszy	AT/2744 position, vertical(position ER)
Kornai-2018-1400-1309	1309	1166	upset	N			izgalom	commotio	poruszenie	disturb
Kornai-2018-1400-1310	1310	3583	urine	N	1142	URINE	vizelet	urina	mocz	
Kornai-2018-1400-1311	1311	1008	use	V	2072	USE (VERB)	használ	utor	uźywać	=FOR[purpose] INSTRUMENT =PAT, =AGT[=FOR]
Kornai-2018-1400-1312	1312	3134	useful	A			hasznos			FOR/2782 '
Kornai-2018-1400-1313	1313	2239	usual	A			szokásos	usitatus	zwyczajny	common
Kornai-2018-1400-1314	1314	2950	valuable	A			értékes			HAS value[high]
Kornai-2018-1400-1315	1315	526	value	N			érték	pretium	wartość	amount, < ' PAY/812>
Kornai-2018-1400-1316	1316	1791	vegetable	N	924	VEGETABLES	növény	herba	warzywo	plant, ' EAT
Kornai-2018-1400-1317	1317	1792	vegetable	A			növényi	herbarum	warzywny	
Kornai-2018-1400-1318	1318	1172	vehicle	N	2549	VEHICLE	jármű	vehiculum	pojazd	device, MOVE [<people>,<object>]
Kornai-2018-1400-1319	1319	1751	very	A	1311	VERY	nagyon	valde	bardzo	ER'
Kornai-2018-1400-1320	1320	2994	video	N			videó	taenia	video	film
Kornai-2018-1400-1321	1321		vine	N	343	VINE	szőlő			plant, <grape>
Kornai-2018-1400-1322	1322	690	violent	A			erőszakos	violentus	gwałtowny	INSTRUMENT physical(force)
Kornai-2018-1400-1323	1323	994	voice	N	1363	VOICE	hang	vox	głos	sound/993, vertebrate PRODUCE
Kornai-2018-1400-1324	1324	3584	volcano	N	2291	VOLCANO	vulkán	vulcanus	wulkan	
Kornai-2018-1400-1325	1325	2160	vote	U			szavaz	sententiam fero	głosować	=AGT EXPRESS[=AGT WANT [<candidate>,<option>]], official, choose
Kornai-2018-1400-1326	1326	406	waist	N	1681	WAIST	csípő	coxa	pas	PART_OF trunk/2759, human HAS trunk/2759, narrow, AT/2744 middle, body HAS middle, human HAS body
Kornai-2018-1400-1327	1327	1171	walk	U	1443	WALK	jár	eo	spacerować	move, AT/2744 surface, many(step), INSTRUMENT foot
Kornai-2018-1400-1328	1328	721	wall	N	933	WALL (OF HOUSE)	fal	murus	ściana	object, upright, enclose, divide, protect, building HAS, long, high
Kornai-2018-1400-1329	1329	131	want	V	1784	WANT	akar	volo	chcieć	
Kornai-2018-1400-1330	1330	953	war	N	935	WAR	háború	bellum	wojna	conflict[violent, long], BETWEEN <more(nation)>, gun AT/2744
Kornai-2018-1400-1331	1331	1724	wash	V	1453	WASH	mos	lavo	myć	=AGT CAUSE[=PAT[clean]], INSTRUMENT liquid, INSTRUMENT <soap>, INSTRUMENT rub
Kornai-2018-1400-1332	1332	2188	waste	N	79	WASTE	szemét	quisquiliae	odpady	substance, lack(' USE)
Kornai-2018-1400-1333	1333	1835	watch	N	3349	WRISTWATCH	óra	horologium	zegarek	clock, AT/2744 person, <ON wrist>
Kornai-2018-1400-1334	1334	2622	water	N	948	WATER	víz	aqua	woda	liquid, HAS lack(colour), HAS lack(taste), HAS lack(smell), life NEED
Kornai-2018-1400-1335	1335	1104	wave	N	978	WAVE	hullám	unda	fala	IN/2758 sequence, move, ON surface, liquid[move[vertical]] HAS surface
Kornai-2018-1400-1336	1336	1144	wave	V	3544	WAVE (VERB)	int	manu signum do	machać	
Kornai-2018-1400-1337	1337	1797	wax	V	1931	BEESWAX	nő	cresco	rosnáć	substance
Kornai-2018-1400-1338	1338	2484	way	N	2457	PATH OR ROAD	út	via	droga	artefact, move AT/2744, HAS direction
Kornai-2018-1400-1339	1339	927	weak	A	1601	WEAK	gyenge	infirmus	słaby	power('ER), lack(strong)
Kornai-2018-1400-1340	1340	754	weapon	N	951	WEAPONS	fegyver	arma	broń	instrument, fight INSTRUMENT
Kornai-2018-1400-1341	1341	1081	wear	V	976	WEAR	hord	gesto	nosić	[=PAT[garment]] ON [=AGT[human]]
Kornai-2018-1400-1342	1342	1121	weather	N	952	WEATHER	időjárás	tempestas	pogoda	state/77, atmosphere HAS, AT/2744 time, AT/2744 place/1026, temperature, water IN/2758 air, wind, air HAS pressure
Kornai-2018-1400-1343	1343	2233	weave	V	133	WEAVE	sző	texo	tkać	=AGT MAKE <cloth>, thread UNDER thread[other]
Kornai-2018-1400-1344	1344	2127	weight	N	2466	WEIGHT	súly	pondus	waga	physical(quantity), heavy
Kornai-2018-1400-1345	1345	832	welcome	V			fogad	accipio	witać	=AGT LIKE/3382[=PAT AT =AGT]
Kornai-2018-1400-1346	1346	1190	well	A			jó	bene	dobrze	good
Kornai-2018-1400-1347	1347	1446	well	N	2144	SPRING OR WELL	kút	puteus	studnia	hole, deep, IN/2758 earth, fluid[<water>] IN/2758
Kornai-2018-1400-1348	1348	1826	western	A			nyugati	occidentalis	zachodni	west
Kornai-2018-1400-1349	1349	1769	wet	A	1726	WET	nedves	humidus	mokry	liquid COVER
Kornai-2018-1400-1350	1350	3585	whale	N	957	WHALE	bálna	cetus	wieloryb	
Kornai-2018-1400-1351	1351	1293	wheel	N	710	WHEEL	kerék	rota	koło	artefact, PART_OF <vehicle>, circular/1294, turn
Kornai-2018-1400-1352	1352	1689	when	D	1238	WHEN	mikor	quando	kiedy	AT/2744 what(time)
Kornai-2018-1400-1353	1353	1073	where	D	1237	WHERE	hol	ubi	gdzie	AT/2744 what
Kornai-2018-1400-1354	1354	2571	whether	D			vajon	an	jeźeli	after(decide)
Kornai-2018-1400-1355	1355	1661	which	A	727	WHICH	melyik	quis	który	
Kornai-2018-1400-1356	1356	167	while	D			amíg	dum	podczas	AT/2744 time
Kornai-2018-1400-1357	1357	1685	while	D			míg	dum	podczas	AT/2744 time, =REL AT/2744 time
Kornai-2018-1400-1358	1358	755	white	N	1335	WHITE	fehér	albus	biały	colour, light/739, snow HAS colour, empty, clear
Kornai-2018-1400-1359	1359	134	who	G	1235	WHO	aki	qui/quis	kto/który	person
Kornai-2018-1400-1360	1360	553	whole	A	2277	WHOLE	egész	totus	cały	all MEMBER
Kornai-2018-1400-1361	1361	1688	why	G	1270	WHY	miért	cur/quare	dlaczego	what CAUSE
Kornai-2018-1400-1362	1362	2166	wide	A	1243	WIDE	széles	latus	szeroki	distance[great, horizontal] BETWEEN side, HAS more(side)
Kornai-2018-1400-1363	1363	767	wife	N	1199	WIFE	feleség	uxor	źona	IN/2758 marriage, female
Kornai-2018-1400-1364	1364	132	will	V			akar	volo	chcieć	want
Kornai-2018-1400-1365	1365	937	win	U	866	WIN	győz	vinco	wygrywać	best, succeed/2718, before(compete), before(effort), GET/1223 <prize>
Kornai-2018-1400-1366	1366	2164	wind	N	960	WIND	szél	ventus	wiatr	air[move[horizontal]]
Kornai-2018-1400-1367	1367	110	window	N	1375	WINDOW	ablak	fenestra	okno	artefact, IN/2758 <wall>, light/739 THROUGH, air THROUGH, HAS frame, HAS glass, open/1814, close/3381
Kornai-2018-1400-1368	1368	332	wine	N	1524	WINE	bor	vinum	wino	drink, before(fruit), before(<grape>), alcohol IN/2758
Kornai-2018-1400-1369	1369	2322	winter	N	1471	WINTER	tél	hiems	zima	season/548, FOLLOW autumn, spring/2318 FOLLOW, cold, snow IN/2758, death IN/2758
Kornai-2018-1400-1370	1370	485	wire	N	2631	WIRE	drót	filum metallicum	drut	metal, long, thin/2598, <frame>, <electricity IN/2758>
Kornai-2018-1400-1371	1371	133	wish	V	1784	WANT	akar	volo	chcieć	gentle(=AGT WANT =PAT)
Kornai-2018-1400-1372	1372	1322	wish	V			kíván	opto	źyczyć	
Kornai-2018-1400-1373	1373	60	with	G	1340	WITH	-val		z	together
Kornai-2018-1400-1374	1374	3380	with	N	1340	WITH	-val	cum	z	INSTRUMENT =REL
Kornai-2018-1400-1375	1375	262	within	A	1606	INSIDE	belül	intra	wewnátrz	IN/2758 =REL
Kornai-2018-1400-1376	1376	1323	without	D	1478	WITHOUT	kívül	extra	bez	out
Kornai-2018-1400-1377	1377	1761	without	D	1478	WITHOUT	nélkül	sine	bez	lack
Kornai-2018-1400-1378	1378	1795	woman	N	962	WOMAN	nő	mulier	kobieta	female, person
Kornai-2018-1400-1379	1379	710	wood	N	1803	WOOD	fa	lignum	drewno	material, hard, FROM/2742 tree
Kornai-2018-1400-1380	1380	3215	wooden	A			fa	lignum	drewniany	material, wood/719
Kornai-2018-1400-1381	1381		woods	N	420	FOREST	erdő			forest
Kornai-2018-1400-1382	1382	924	wool	N	964	WOOL	gyapjú	lana	wełna	material, soft, sheep HAS
Kornai-2018-1400-1383	1383	2224	word	N	1599	WORD	szó	verbum	słowo	sign, speech
Kornai-2018-1400-1384	1384	1740	work	N	984	WORK (LABOUR)	munka	opera	praca	useful
Kornai-2018-1400-1385	1385	3588	works	N			művek	laborat	pracuje	
Kornai-2018-1400-1386	1386	2628	world	N	965	WORLD	világ	mundus	świat	earth, all(country) IN/2758
Kornai-2018-1400-1387	1387	905	worry	N	1000	ANXIETY	gond	cura	zmartwienie	anxiety
Kornai-2018-1400-1388	1388	527	worth	N			érték	dignitas	wartość	value
Kornai-2018-1400-1389	1389	2068	wound	N			seb	vulnus	rana	bad, ON body, <violent> CAUSE
Kornai-2018-1400-1390	1390	2069	wound	V	1109	WOUND	sebesít	vulnero	ranić	=AGT CAUSE[=PAT HAS wound/2068]
Kornai-2018-1400-1391	1391	246	wrap	V	1113	WRAP	becsomagol	involvo	owináć	=AGT CAUSE[=AGT COVER =PAT]
Kornai-2018-1400-1392	1392	1109	write	V	1672	WRITE	ír	scribo	pisać	=AGT CAUSE[ [<letter/278>,<more(word)>] ON surface[<paper>]], INSTRUMENT [<pen>,<pencil>]
Kornai-2018-1400-1393	1393	2044	wrong	A	1390	WRONG	rossz	sinister	zły	lack(right/1191)
Kornai-2018-1400-1394	1394	545	year	N	1226	YEAR	év	annus	rok	period, time, month PART_OF
Kornai-2018-1400-1395	1395	2057	yellow	N	1424	YELLOW	sárga	flavus	źółty	colour
Kornai-2018-1400-1396	1396	1562	yet	D	2577	YET	már	etiam	jeszcze	already
Kornai-2018-1400-1397	1397	1600	yet	D	2577	YET	még	etiam	jeszcze	<after>
Kornai-2018-1400-1398	1398	2320	you	G	1213	YOU	te	tu	ty	person
Kornai-2018-1400-1399	1399	799	young	N	1207	YOUNG	fiatal	iuvenis	młody	early, IN/2758 life
Kornai-2018-1400-1400	1400	2384	your	G	732	YOUR (SINGULAR)	tiéd	tuus	twój	you HAS
