ID	NUMBER	RANK	STABILITY_SCORE	GERMAN	NELEX_ID	ENGLISH	RUSSIAN	GERMAN_ANNOTATION	ENGLISH_ANNOTATION	RUSSIAN_ANNOTATION	CONCEPTICON_GLOSS	CONCEPTICON_ID	NOTE
Dellert-2017-1016-647	647	13	-3.305855	wer	wer::FPRN	who	кто				WHO	1235	
Dellert-2017-1016-648	648	14	-2.286457	wo	wo::FADV	where	где				WHERE	1237	
Dellert-2017-1016-649	649	248	-1.188391	wohin	wohin::FADV	where to	куда				WHITHER (WHERE TO)	2928	
Dellert-2017-1016-650	650	189	-1.151297	wie	wie::FADV	how	как				HOW	1239	
Dellert-2017-1016-651	651	392	-1.134378	warum	warum::FADV	why	почему				WHY	1270	
Dellert-2017-1016-652	652	663	-0.004942	wieviel	wieviel::FNUM	how much	сколько				HOW MUCH	531	
Dellert-2017-1016-653	653	1	-3.305677	eins	eins::NUM	one	один				ONE	1493	
Dellert-2017-1016-654	654	7	-3.352278	zwei	zwei::NUM	two	два				TWO	1498	
Dellert-2017-1016-655	655	30	-2.283703	drei	drei::NUM	three	три				THREE	492	
Dellert-2017-1016-656	656	173	-1.109905	vier	vier::NUM	four	четыре				FOUR	1500	
Dellert-2017-1016-657	657	68	-2.279235	fünf	fünf::NUM	five	пять				FIVE	493	
Dellert-2017-1016-658	658	38	-2.29346	sechs	sechs::NUM	six	шесть				SIX	1703	
Dellert-2017-1016-659	659	178	-1.18665	sieben	sieben::NUM	seven	семь				SEVEN	1704	
Dellert-2017-1016-660	660	155	-1.179585	acht	acht::NUM	eight	восемь				EIGHT	1705	
Dellert-2017-1016-661	661	229	-1.136154	neun	neun::NUM	nine	девять				NINE	1483	
Dellert-2017-1016-662	662	9	-3.374243	zehn	zehn::NUM	ten	десять				TEN	1515	
Dellert-2017-1016-663	663	813	-0.008841	elf	elf::NUM	eleven	одиннадцать				ELEVEN	1706	
Dellert-2017-1016-664	664	853	-0.045298	zwölf	zwölf::NUM	twelve	двенадцать				TWELVE	1707	
Dellert-2017-1016-665	665	203	-1.192548	zwanzig	zwanzig::NUM	twenty	двадцать				TWENTY	1710	
Dellert-2017-1016-666	666	469	-1.147388	dreißig	dreißig::NUM	thirty	тридцать				THIRTY	1715	
Dellert-2017-1016-667	667	654	-0.028583	vierzig	vierzig::NUM	forty	сорок				FORTY	1716	
Dellert-2017-1016-668	668	865	-0.091974	fünfzig	fünfzig::NUM	fifty	пятьдесят				FIFTY	1717	
Dellert-2017-1016-669	669	500	-1.178735	sechzig	sechzig::NUM	sixty	шестьдесят				SIXTY	1718	
Dellert-2017-1016-670	670	939	0.028518	siebzig	siebzig::NUM	seventy	семьдесят				SEVENTY	1721	
Dellert-2017-1016-671	671	799	-0.055653	achtzig	achtzig::NUM	eighty	восемьдесят				EIGHTY	1722	
Dellert-2017-1016-672	672	926	0.024318	neunzig	neunzig::NUM	ninety	девяносто				NINETY	1724	
Dellert-2017-1016-673	673	39	-2.259096	hundert	hundert::NUM	a hundred	сто				HUNDRED	1634	
Dellert-2017-1016-674	674	425	-1.150922	tausend	tausend::NUM	a thousand	тысяча				THOUSAND	1843	
Dellert-2017-1016-675	675	21	-2.220901	und	und::CNJ	and	и				AND	1577	
Dellert-2017-1016-676	676	190	-1.150491	oder	oder::CNJ	or	или				OR	1014	
Dellert-2017-1016-677	677	162	-1.149524	stehen	stehen::V	stand	стоять	Mensch	of a person	о человеке	STAND	1442	
Dellert-2017-1016-678	678	125	-2.209513	sitzen	sitzen::V	sit	сидеть	Mensch	of a person	о человеке	SIT	1416	
Dellert-2017-1016-679	679	490	-1.106772	liegen	liegen::V	lie	лежать	Mensch	of a person	о человеке	LIE (REST)	1411	
Dellert-2017-1016-680	680	457	-1.178046	hängen	hängen::V	hang	висеть	BSP:``der Mantel hängt''	EX:``the coat is hanging''	НАПР:о пальтo	HANG	2884	intransitive
Dellert-2017-1016-681	681	54	-2.265655	werden	werden::V	become	стать	zu etwas	turn into	превратиться, НАПР:стать отцом	BECOME	1990	
Dellert-2017-1016-682	682	511	-1.150125	passieren	passieren::V	happen	случиться	geschehen	occur	произойти	HAPPEN	248	
Dellert-2017-1016-683	683	365	-1.196821	beginnen	beginnen::V	begin	начаться	anfangen zu bestehen	start existing	начать существовать	BEGIN	1806	intransitive
Dellert-2017-1016-684	684	269	-1.134073	enden	enden::V	end	кончиться	aufhören zu bestehen	stop existing	перестать существовать	CEASE	1928	
Dellert-2017-1016-685	685	597	-0.063613	wechseln	wechseln::V	change	меняться	zu etwas anderem werden	become something different	стать чем-то другим, НАПР:о погоде	CHANGE (BECOME DIFFERENT)	2857	
Dellert-2017-1016-686	686	553	-0.050231	aufgehen[Sonne]	aufgehen[Sonne]::V	rise	взойти		of the sun	о солнце	RISE (MOVE UPWARDS)	568	
Dellert-2017-1016-687	687	462	-1.162021	untergehen[Sonne]	untergehen[Sonne]::V	set	зайти		of the sun	о солнце	SET (HEAVENLY BODIES)	160	
Dellert-2017-1016-688	688	383	-1.162861	scheinen[Sonne]	scheinen[Sonne]::V	shine	светить		of the sun	о солнце	SHINE	708	
Dellert-2017-1016-689	689	524	-1.116719	donnern	donnern::V	thunder	греметь	Donner	BSP:``it thundered''	о громе	THUNDER (VERB)	2378	
Dellert-2017-1016-690	690	318	-1.198975	wehen	wehen::V	blow	дуть	Wind	of wind	о ветре	BLOW (OF WIND)	175	
Dellert-2017-1016-691	691	380	-1.17064	strömen	strömen::V	stream	литься	ununterbrochen fließen	to flow in a continuous manner	течь непрерывной струёй	STREAM (FLOW CONTINUOUSLY)	2858	
Dellert-2017-1016-692	692	171	-1.118084	fließen	fließen::V	flow	течь	BSP:Fluss	EX:a river	НАПР:о реке	FLOW	2003	
Dellert-2017-1016-693	693	761	-0.073695	sich drehen	sich drehen::V	revolve	вращаться	BSP:Rad	EX:of a wheel	НАПР:о колесе	TURN AROUND	1444	
Dellert-2017-1016-694	694	805	-0.044178	schwanken	schwanken::V	sway	качаться	sich vor- und zurückbewegen	move backward and forward	двигаться взад и вперед	SWAY	573	
Dellert-2017-1016-695	695	794	-0.083429	schwingen	schwingen::V	swing	колебаться	sich hin- und herbewegen	repeatedly move from side to side	ритмично, из стороны в сторону, НАПР:о маятнике	SWING (MOVEMENT)	2871	
Dellert-2017-1016-696	696	47	-2.209665	fallen	fallen::V	fall	падать	sich schnell abwärts bewegen	swiftly move downwards	быстро перемещаться вниз	FALL	1280	
Dellert-2017-1016-697	697	62	-2.221121	brennen	brennen::V	burn	гореть	BSP:Holz	BSP:of wood	НАПР:о дровах	BURNING	1428	
Dellert-2017-1016-698	698	692	-0.044994	rauchen	rauchen::V	smoke	дымить	Qualm ausstoßen	give off smoke	производить дым	SMOKE (EMIT SMOKE)	2859	
Dellert-2017-1016-699	699	592	-0.068005	regnen	regnen::V	rain	идти	BSP:``es regnet''	BSP:``it is raining''	о дожде; дождить	RAIN (RAINING)	1253	
Dellert-2017-1016-700	700	399	-1.123758	gefrieren	gefrieren::V	freeze	замёрзнуть	durch Kälte erstarren	to become solid due to low temperature	застыть от холода	FREEZE	1431	
Dellert-2017-1016-701	701	222	-1.150117	tauen	tauen::V	thaw	таять	BSP:Schnee	EX:of snow	НАПР:о снеге	THAW (DEW)	2887	
Dellert-2017-1016-702	702	180	-1.183325	schmelzen	schmelzen::V	melt	плавиться	BSP:Eis	EX:of ice	НАПР:о льде	MELT	2334	
Dellert-2017-1016-703	703	167	-1.12829	trocknen	trocknen::V	dry	сохнуть	BSP:von Kleidung	EX:of clothes	НАПР:об одежде	DRY UP	1786	
Dellert-2017-1016-704	704	407	-1.108831	sieden	sieden::V	boil	кипеть	Wasser	of water	о воде	BOIL (OF LIQUID)	792	
Dellert-2017-1016-705	705	179	-1.184846	faulen	faulen::V	rot	гнить	BSP:Fleisch	EX:of meat	портиться, НАПР:об овощах, фруктах, еде	SPOIL (BECOME SPOILED)	569	
Dellert-2017-1016-706	706	288	-1.188351	verfaulen	verfaulen::V	decay	сгнить	BSP:Holz	EX:of wood	НАПР:о дереве	ROT	2907	
Dellert-2017-1016-707	707	701	-0.023679	reißen	reißen::V	snap	рваться	BSP:Faden	EX:of a thread	НАПР:о нитке	BREAK (CLEAVE)	2558	
Dellert-2017-1016-708	708	336	-1.161068	versinken	versinken::V	sink	тонуть	BSP:Stein im Wasser	EX:stone in water	НАПР:камень в воду	SINK (DISAPPEAR IN WATER)	2908	
Dellert-2017-1016-709	709	830	-0.052688	vergehen	vergehen::V	pass	проходи́ть	Zeit	of time	о времени	PASS	1951	
Dellert-2017-1016-710	710	699	-0.027745	erscheinen	erscheinen::V	appear	появиться	BSP:Licht, Geist	EX:light, ghost	НАПР:о свете, о призраке	EMERGE (APPEAR)	1076	
Dellert-2017-1016-711	711	586	-0.081335	verschwinden	verschwinden::V	disappear	исчезнуть	BSP:Licht, Geist	EX:light, ghost	НАПР:о свете, о призраке	DISAPPEAR	485	
Dellert-2017-1016-712	712	706	-0.014616	sinken	sinken::V	drop, descend	спадать	BSP:Wasserspiegel	EX:water level	понижаться, НАПР:об уровне воды	SINK (DESCEND)	1088	
Dellert-2017-1016-713	713	878	-0.012607	abnehmen	abnehmen::V	decrease	уменьшиться	weniger werden	of quantity	стать меньше	DECREASE	2864	
Dellert-2017-1016-714	714	874	-0.037772	zunehmen	zunehmen::V	increase	увеличиться	mehr werden	of quantity	в количестве	INCREASE	1041	
Dellert-2017-1016-715	715	429	-1.144373	steigen	steigen::V	rise	подниматься	BSP:Wasserspiegel	EX:water level	НАПР:об уровне воды	RISE (MOVE UPWARDS)	568	
Dellert-2017-1016-716	716	50	-2.286656	wachsen	wachsen::V	grow	расти	BSP:Pflanze	EX:of a plant	НАПР:о растении	GROW	479	
Dellert-2017-1016-717	717	815	-0.088668	glänzen	glänzen::V	shine	блестеть	BSP:Metall, glänzende Oberfläche	EX:of metal, shiny surface	НАПР:о металле, поверхности	SHINE	708	
Dellert-2017-1016-718	718	1009	1.192674	funkeln	funkeln::V	sparkle, twinkle	сверкать	BSP:Stern, kleines Licht	EX:of star, little light	НАПР:о звезде, об огоньке	TWINKLE	2889	
Dellert-2017-1016-719	719	1001	1.106422	lärmen	lärmen::V	be noisy	шуметь	BSP:Kinder	EX:children	НАПР:о детях	MAKE NOISE	2895	
Dellert-2017-1016-720	720	825	-0.065415	läuten	läuten::V	chime	звонить	BSP:Glocke	EX:of bell	НАПР:о колоколе	CHIME (ACTION)	2897	
Dellert-2017-1016-721	721	875	-0.034984	klingeln	klingeln::V	ring	звонить	BSP:Türklingel, Telefon	EX:doorbell, phone	НАПР:о дверном звонке, телефоне	RING (MAKE SOUND)	2875	
Dellert-2017-1016-722	722	989	1.118415	klirren	klirren::V	tinkle	звякать	BSP:Glas	EX:glass	НАПР:о стакане, монетах	TINKLE	2888	
Dellert-2017-1016-723	723	895	0.090194	brausen	brausen::V	roar	бушевать	BSP:Sturm, Meer	EX:storm, sea	НАПР:о буре, море	ROAR (OF SEA)	2876	
Dellert-2017-1016-724	724	784	-0.007995	rauschen	rauschen::V	rustle	шелестеть	BSP:Blätter im Wind	EX:of leaves in breeze	НАПР:о листьях при ветре	RUSTLE (OF LEAVES)	2877	
Dellert-2017-1016-725	725	950	0.078018	klingen	klingen::V	sound	звучать	BSP:Musikinstrument	EX:of instrument	НАПР:об инструменте	SOUND (OF INSTRUMENT OR VOICE)	2879	
Dellert-2017-1016-726	726	379	-1.172562	bellen	bellen::V	bark	лаять	Hund	of dog	о собаке	BARKING	1206	
Dellert-2017-1016-727	727	118	-2.231521	heulen	heulen::V	howl	выть	BSP:Wolf	EX:of wolf	о волке	HOWL	526	
Dellert-2017-1016-728	728	115	-2.254939	blasen	blasen::V	blow	дунуть	mit dem Mund	using the mouth	ртом	BLOW (WITH MOUTH)	176	
Dellert-2017-1016-729	729	885	0.022718	pfeifen	pfeifen::V	whistle	свистеть	mit dem Mund	using the mouth	ртом	WHISTLE	1025	
Dellert-2017-1016-730	730	675	-0.083098	schreien	schreien::V	shout	кричать	Mensch	of human	о человеке	SHOUT	715	
Dellert-2017-1016-731	731	341	-1.153449	stöhnen	stöhnen::V	groan	стонать	BSP:vor Schmerz	EX:in pain	НАПР:от сильной боли	GROAN	716	
Dellert-2017-1016-732	732	555	-0.048732	zittern	zittern::V	tremble	дрожать	BSP:vor Angst	EX:with fear	НАПР:от страха	SHIVER	52	
Dellert-2017-1016-733	733	60	-2.244067	leben	leben::V	live	жить	lebendig sein	be alive	быть живым	BE ALIVE	1422	
Dellert-2017-1016-734	734	279	-1.115461	geboren werden	geboren werden::V	be born	родиться	Mensch	of human	о человеке	BE BORN	1090	
Dellert-2017-1016-735	735	630	-0.091366	atmen	atmen::V	breathe	дышать	Mensch	of human	о человеке	BREATHE	1407	
Dellert-2017-1016-736	736	22	-2.216412	trinken	trinken::V	drink	пить	Mensch	of human	о человеке	DRINK	1401	
Dellert-2017-1016-737	737	83	-2.205338	essen	essen::V	eat	кушать, есть	Mensch	of human	о человеке	EAT	1336	
Dellert-2017-1016-738	738	642	-0.05728	schlucken	schlucken::V	swallow	глотать	hinunterschlucken, BSP:Essen	EX:food	проглоти́ть, НАПР:пищу	SWALLOW	897	
Dellert-2017-1016-739	739	716	-0.076751	müde werden	müde werden::V	get tired	устать				GET TIRED	1996	
Dellert-2017-1016-740	740	728	-0.045952	einschlafen	einschlafen::V	fall asleep	заснуть				FALL ASLEEP	1106	
Dellert-2017-1016-741	741	71	-2.265508	schlafen	schlafen::V	sleep	спать				SLEEP	1585	
Dellert-2017-1016-742	742	709	-0.098964	aufwachen	aufwachen::V	wake up	проснуться				WAKE UP	1602	
Dellert-2017-1016-743	743	326	-1.186819	aufstehen	aufstehen::V	get up	встать	vom Bett	rise from one's bed	с постели	WAKE UP	1602	not distinct from STAND UP
Dellert-2017-1016-744	744	889	0.045065	sich erholen	sich erholen::V	relax	отдыхать	entspannen	recreate		REST	168	
Dellert-2017-1016-745	745	982	0.017206	krank werden	krank werden::V	fall ill	заболеть			захворать	BECOME SICK	2327	
Dellert-2017-1016-746	746	935	0.090157	krank sein	krank sein::V	be ill	болеть			страдать болезнью, хворать	SICK	1847	
Dellert-2017-1016-747	747	397	-1.124395	schmerzen	schmerzen::V	ache	болеть	BSP:Kopf	EX:of head	причинять боль, НАПР:о голове	ACHE	1815	
Dellert-2017-1016-748	748	314	-1.110005	husten	husten::V	cough	кашлять				COUGH	879	
Dellert-2017-1016-749	749	954	0.099454	genesen	genesen::V	recover	поправиться	von Krankheit	from an illness	выздороветь	RECOVER	1978	
Dellert-2017-1016-750	750	36	-2.237937	sterben	sterben::V	die	умереть	Mensch	of human	о человеке	DIE	1494	
Dellert-2017-1016-751	751	375	-1.178932	umkommen	umkommen::V	perish	погибнуть	eines gewaltsamen Todes sterben	die violently	умереть насильственной смертью	DIE (FROM ACCIDENT)	2865	
Dellert-2017-1016-752	752	542	-0.070792	sich bewegen	sich bewegen::V	move	двигаться	den Ort wechseln	change place	перемещаться	MOVE (ONESELF)	2874	MOVE = move sth.
Dellert-2017-1016-753	753	792	-0.087168	sich rühren	sich rühren::V	budge	шевельнуться	ein bisschen, BSP:zucken	change posture	слегка двигаться, НАПР:в траве что-то шевелится	BUDGE (ONESELF)	2861	
Dellert-2017-1016-754	754	653	-0.030024	sich erheben	sich erheben::V	stand up	встать	BSP:von einem Stuhl	EX:from a chair	НАПР:со стула	STAND UP	570	
Dellert-2017-1016-755	755	97	-2.246447	sich setzen	sich setzen::V	sit down	сесть	eine sitzende Haltung einnehmen	assume a sitting position	принять сидячее положение	SIT DOWN	1649	
Dellert-2017-1016-756	756	492	-1.198125	hinfallen	hinfallen::V	tumble	упасть	stürzen	fall end over end	свалиться, о человеке	TUMBLE (FALL DOWN)	2894	
Dellert-2017-1016-757	757	226	-1.141692	laufen	laufen::V	walk	ходить	zu Fuß gehen	move on the feet	пешком	WALK	1443	
Dellert-2017-1016-758	758	655	-0.024882	schreiten	schreiten::V	step	шагать	Schritte machen	move the foot in walking	идти шагом	STEP (VERB)	2065	
Dellert-2017-1016-759	759	990	1.153496	spazierengehen	spazierengehen::V	take a walk	гулять	spazieren		совершать прогулку	WALK (TAKE A WALK)	2890	
Dellert-2017-1016-760	760	879	-0.000859	eilen	eilen::V	rush	спешить	hasten, sich möglichst schnell bewegen	move in haste	двигаться по возможности быстро	BOLT (MOVE IN HASTE)	2860	HURRY too general
Dellert-2017-1016-761	761	951	0.095496	sich beeilen	sich beeilen::V	hurry	торопиться	sich abhetzen, in Eile sein	do things quickly	действовать по возможности быстро	HURRY	754	HURRY too general
Dellert-2017-1016-762	762	965	0.013273	sausen	sausen::V	dash	мчаться	dahineilen, BSP:Fahrzeug	EX:of a vehicle	очень быстро перемещаться, НАПР:о машине	DASH (OF VEHICLE)	2863	
Dellert-2017-1016-763	763	373	-1.182523	rennen	rennen::V	run	бегать	Mensch	of human	о человеке	RUN	1519	
Dellert-2017-1016-764	764	517	-1.129859	springen	springen::V	jump	прыгать	Mensch	of human	о человеке	JUMP	1829	
Dellert-2017-1016-765	765	694	-0.04111	klettern	klettern::V	climb	лазать	Mensch	of human	карабкаться, о человеке	CLIMB	1102	
Dellert-2017-1016-766	766	977	0.086987	schaukeln	schaukeln::V	seesaw	качаться, раскачиваться	wippen, auf Schaukel	use a seesaw	НАПР:на качелях	SWING (MOVEMENT)	2871	
Dellert-2017-1016-767	767	441	-1.115912	kriechen	kriechen::V	creep	ползать	Mensch	of human	о человеке	CRAWL	96	
Dellert-2017-1016-768	768	108	-2.289305	schwimmen	schwimmen::V	swim	плавать	Mensch	of human	о человеке	SWIM	1439	
Dellert-2017-1016-769	769	952	0.09785	tauchen	tauchen::V	dive	нырять	Mensch	of human	о человеке	DIVE	119	
Dellert-2017-1016-770	770	494	-1.196761	rudern	rudern::V	row	грести	ein Boot mittels Riemen bewegen	propel a boat using oars	передвигать лодку вёслами	ROW	1849	
Dellert-2017-1016-771	771	290	-1.18203	fahren	fahren::V	drive	ехать	sich mit einem Fahrzeug fortbewegen	travel by a vehicle	на транспортном средстве	DRIVE	741	
Dellert-2017-1016-772	772	87	-2.298994	fliegen	fliegen::V	fly	летать	BSP:Vogel	EX:of bird	НАПР:о птице	FLY (MOVE THROUGH AIR)	1441	
Dellert-2017-1016-773	773	27	-2.236382	gehen	gehen::V	go	идти	sich im Raum fortbewegen	move through space	передвигаться в пространстве	GO	695	
Dellert-2017-1016-774	774	483	-1.118829	weggehen	weggehen::V	go away	уйти	einen Ort verlassen	leave a place	удалиться откуда-либо	LEAVE	1752	
Dellert-2017-1016-775	775	881	0.005342	abfahren	abfahren::V	depart	отправиться	sich auf einen Weg begeben	set out on a journey	начать путь	LEAVE	1752	
Dellert-2017-1016-776	776	552	-0.053666	anhalten	anhalten::V	stop	остановиться	stehenbleiben	cease moving	прекратить двигаться	HALT (STOP)	2880	
Dellert-2017-1016-777	777	387	-1.143379	hineingehen	hineingehen::V	go in	входить	einen Ort betreten	go into an enclosed space	вступать в помещение	ENTER	749	
Dellert-2017-1016-778	778	232	-1.128532	eintreten	eintreten::V	enter	войти	betreten, BSP:Gebäude, Raum	EX:a building, a room	НАПР:в здание, в комнату	ENTER	749	
Dellert-2017-1016-779	779	16	-2.255592	kommen	kommen::V	come	прийти	sich hierher begeben	move here	двигаться сюда	COME	1446	
Dellert-2017-1016-780	780	579	-0.095781	ankommen	ankommen::V	arrive	прибыть	sein Ziel erreichen	reach one's destination	достигнуть пункта назначения	ARRIVE	1387	
Dellert-2017-1016-781	781	904	0.04352	zurückkommen	zurückkommen::V	come back	возвратиться	wieder an den Ausgangspunkt kommen	return to a place	вернуться на то же место	COME BACK	581	
Dellert-2017-1016-782	782	70	-2.272659	bleiben	bleiben::V	stay	остаться	an einem Ort	remain in a place	в прежнем месте	REMAIN	987	
Dellert-2017-1016-783	783	305	-1.144536	warten	warten::V	wait	ожидать	untätig sein, bis etwas passiert	delay action until something happens	проводить время, ожидая какого-то события НАПР:ждать грозы	WAIT (FOR)	1590	
Dellert-2017-1016-784	784	460	-1.163951	erwarten	erwarten::V	await	ждать	auf jemanden warten	wait for someone	кого-либо	WAIT (FOR)	1590	
Dellert-2017-1016-785	785	477	-1.13323	suchen	suchen::V	look for	искать	versuchen zu finden	seek, attempt to find	пытаться найти	LOOK FOR	1468	
Dellert-2017-1016-786	786	105	-2.209385	finden	finden::V	find	найти	etwas Gesuchtes	locate something searched for	в результате поисков	FIND	719	
Dellert-2017-1016-787	787	880	0.004959	versuchen	versuchen::V	try	пытаться	etwas zu tun	attempt		TRY	1812	
Dellert-2017-1016-788	788	613	-0.039309	vorbereiten	vorbereiten::V	prepare	подготовить	bereitmachen	make ready, set up	НАПР:материал для работы	PREPARE	2909	
Dellert-2017-1016-789	789	471	-1.142732	lieben	lieben::V	love	любить	innige Zuneigung empfinden für	have a strong affection for	быть преданным кому-либо	LOVE	923	
Dellert-2017-1016-790	790	922	0.007044	mögen	mögen::V	like	любить	gern haben	favor, be in favor of	испытывать чувство симпатии к кому-либо, чему-либо	LIKE	1117	
Dellert-2017-1016-791	791	174	-1.108193	lachen	lachen::V	laugh	смеяться				LAUGH	1355	
Dellert-2017-1016-792	792	964	0.007087	rühren	rühren::V	move	растрогать	innerlich, emotional	arouse the feelings of	вызвать чувствa, приятно взволновать	MOVE (AFFECT EMOTIONALLY)	2873	
Dellert-2017-1016-793	793	169	-1.126978	weinen	weinen::V	weep, cry	плакать	Tränen vergießen	shed tears	проливать слёзы	CRY	1839	
Dellert-2017-1016-794	794	902	0.033374	schimpfen	schimpfen::V	grumble	ругаться	seinen Ärger kundtun	complain in a surly manner	браниться	SCOLD	299	
Dellert-2017-1016-795	795	869	-0.082379	sich ärgern	sich ärgern::V	be annoyed	сердиться	verärgert sein	be irritated	испытывать раздражение	BE ANGRY	2223	
Dellert-2017-1016-796	796	354	-1.124223	sich fürchten	sich fürchten::V	be afraid	бояться, опасаться	Angst haben	be frightened	испытывать боязнь	FEAR (BE AFRAID)	1419	intransitive
Dellert-2017-1016-797	797	507	-1.159431	fürchten	fürchten::V	be afraid of	бояться, страшиться	sich fürchten vor	fear	чего-либо	FEAR (BE AFRAID)	1419	
Dellert-2017-1016-798	798	572	-0.019575	fliehen	fliehen::V	flee	убегать	weglaufen, sich retten	run away	удаляться бегом, спасаться бегством	FLEE	956	
Dellert-2017-1016-799	799	785	-0.000336	flüchten	flüchten::V	escape	убежать, сбежать	entkommen, BSP:aus Gefangenschaft	get away, BSP:from captivity	совершить побег	ESCAPE	1615	
Dellert-2017-1016-800	800	43	-2.243003	sehen	sehen::V	see	видеть	mit den Augen wahrnehmen	perceive with the eyes	воспринимать зрением	SEE	1409	
Dellert-2017-1016-801	801	832	-0.043208	anschauen	anschauen::V	look at	посмотреть	den Blick richten auf	turn the eyes toward	направить взгляд на	LOOK	1819	
Dellert-2017-1016-802	802	802	-0.04821	ansehen	ansehen::V	watch	смотреть	BSP:Film	view for a period of time, EX:movie	быть зрителем чего-либо, НАПР:фильма	WATCH	1650	
Dellert-2017-1016-803	803	58	-2.254137	hören	hören::V	hear	слышать	mit den Ohren wahrnehmen	perceive with the ears	воспринимать звуки чего-либо	HEAR	1408	
Dellert-2017-1016-804	804	467	-1.147701	zuhören	zuhören::V	listen	слушать	auf Gesprochenes achten	pay attention to speech	обращать внимание на речь	LISTEN	1608	
Dellert-2017-1016-805	805	911	0.072342	probieren	probieren::V	taste	пробовать	eine Kostprobe nehmen von, abschmecken	sample the flavor of	кушанье для оценки	TASTE (SOMETHING)	21	
Dellert-2017-1016-806	806	733	-0.034779	riechen	riechen::V	smell	нюхать	den Geruch wahrnehmen von	sense the smell of	воспринимать запах чего-либо	SMELL (PERCEIVE)	1586	
Dellert-2017-1016-807	807	414	-1.181685	fühlen	fühlen::V	feel	чувствовать	spüren	sense	ощущать	FEEL (TACTUALLY)	2559	
Dellert-2017-1016-808	808	664	-0.004274	scheinen	scheinen::V	seem	казаться	den Anschein haben	appear, be perceived as	производить впечатление	SEEM	1521	
Dellert-2017-1016-809	809	696	-0.038833	zu sehen sein	zu sehen sein::V	show	виднеться	sichtbar sein	be visible	быть видным	VISIBLE	1868	
Dellert-2017-1016-810	810	556	-0.047446	vernehmen	vernehmen::V	hear	услышать, узнать	erfahren, zu hören bekommen	receive information about	получить информацию о	HEAR	1408	
Dellert-2017-1016-811	811	917	0.026774	frieren	frieren::V	be cold	холодно	Kälte verspüren	feel the sensation of coldness	об ощущении холода, НАПР:``мне холодно''	SHIVER	52	
Dellert-2017-1016-812	812	570	-0.020458	tun	tun::V	do	делать	BSP:``was tust du?''	EX:``what are you doing?''	НАПР:``что ты делаешь?''	DO	813	
Dellert-2017-1016-813	813	187	-1.161166	können	können::V	can	мочь	in der Lage sein zu	be able to	быть в состоянии	BE ABLE	972	
Dellert-2017-1016-814	814	181	-1.182813	wollen	wollen::V	want	хотеть	wünschen	desire	иметь желание	WANT	1784	
Dellert-2017-1016-815	815	480	-1.126721	anfangen	anfangen::V	start	начать	BSP:einen Streit	initiate, EX:a quarrel	НАПР:спор	BEGIN	1806	
Dellert-2017-1016-816	816	382	-1.164409	beenden	beenden::V	finish	закончить	zu Ende bringen, abschließen	EX:a piece of work	НАПР:работу	FINISH	1766	
Dellert-2017-1016-817	817	403	-1.11743	aufhören	aufhören::V	stop	перестать	die aktuelle Tätigkeit sein lassen	stop the current activity	прекратить действие	FINISH	1766	
Dellert-2017-1016-818	818	863	-0.094677	gelingen	gelingen::V	succeed	удаться	glücken, Erfolg haben, gut ausfallen	be successful	хорошо завершиться	SUCCEED	1112	
Dellert-2017-1016-819	819	817	-0.077539	geraten	geraten::V	turn out	оказаться	ausfallen, sich herausstellen als	result, end up	получаться	RESULT IN	1723	
Dellert-2017-1016-820	820	117	-2.23593	öffnen	öffnen::V	open	открыть	BSP:ein Fenster	EX:a window	НАПР:окно	OPEN	1156	
Dellert-2017-1016-821	821	338	-1.159273	schließen	schließen::V	close	закрыть	BSP:ein Fenster	EX:a window	НАПР:окно	SHUT	1046	
Dellert-2017-1016-822	822	51	-2.280914	stellen	stellen::V	put	поставить	aufrecht hinstellen, BSP:ein Glas	in upright position, EX:a glass	поместить вертикально, НАПР:стакан	PUT	998	
Dellert-2017-1016-823	823	160	-1.155292	setzen	setzen::V	place	посадить	in eine sitzende Position bringen	cause someone to sit	сделать так, чтобы кто-либо сел	SEAT (SOMEBODY)	2878	
Dellert-2017-1016-824	824	80	-2.211545	legen	legen::V	lay	класть	BSP:Geld auf einen Tisch	EX:money onto a table	НАПР:деньги на стол	LAY (VERB)	2071	
Dellert-2017-1016-825	825	496	-1.19588	berühren	berühren::V	touch	трогать	in körperlichen Kontakt kommen mit	make physical contact with	прикасаться	TOUCH	1892	
Dellert-2017-1016-826	826	565	-0.036099	verbinden	verbinden::V	connect	связать	verknüpfen, BSP:mit Schnüren	join, EX:using strings	скрепить вместе, НАПР:верёвками	CONNECT	2862	not distinct from TIE
Dellert-2017-1016-827	827	176	-1.19734	bedecken	bedecken::V	cover	покрыть	BSP:ein Boot mit einer Plane	EX:a boat using a canvas	НАПР:лодку плёнкой	COVER	761	
Dellert-2017-1016-828	828	440	-1.118026	aufhängen	aufhängen::V	hang up	повесить	BSP:ein Bild	EX:a picture	НАПР:картину	HANG UP	357	
Dellert-2017-1016-829	829	512	-1.145345	anzünden	anzünden::V	light	зажечь	BSP:eine Kerze	EX:a candle	НАПР:свечу	LIGHT (IGNITE)	737	
Dellert-2017-1016-830	830	384	-1.156896	aufheben	aufheben::V	pick up	поднять	vom Fußboden	from the floor	взять с пола	PICK UP	371	
