ID	NUMBER	GLOSS	HIERARCHY
Shin-1995-1052-758	758	resemble	4. Process > 4.4 Two participants process
Shin-1995-1052-759	759	rub	4. Process > 4.4 Two participants process
Shin-1995-1052-760	760	run	4. Process > 4.4 Two participants process
Shin-1995-1052-761	761	saw	4. Process > 4.4 Two participants process
Shin-1995-1052-762	762	scold	4. Process > 4.4 Two participants process
Shin-1995-1052-763	763	search	4. Process > 4.4 Two participants process
Shin-1995-1052-764	764	see	4. Process > 4.4 Two participants process
Shin-1995-1052-765	765	serve	4. Process > 4.4 Two participants process
Shin-1995-1052-766	766	sew	4. Process > 4.4 Two participants process
Shin-1995-1052-767	767	shake	4. Process > 4.4 Two participants process
Shin-1995-1052-768	768	shave	4. Process > 4.4 Two participants process
Shin-1995-1052-769	769	slide	4. Process > 4.4 Two participants process
Shin-1995-1052-770	770	smell	4. Process > 4.4 Two participants process
Shin-1995-1052-771	771	sniff	4. Process > 4.4 Two participants process
Shin-1995-1052-772	772	soar	4. Process > 4.4 Two participants process
Shin-1995-1052-773	773	sow	4. Process > 4.4 Two participants process
Shin-1995-1052-774	774	spill	4. Process > 4.4 Two participants process
Shin-1995-1052-775	775	squeeze	4. Process > 4.4 Two participants process
Shin-1995-1052-776	776	stop	4. Process > 4.4 Two participants process
Shin-1995-1052-777	777	strew	4. Process > 4.4 Two participants process
Shin-1995-1052-778	778	suffer	4. Process > 4.4 Two participants process
Shin-1995-1052-779	779	surround	4. Process > 4.4 Two participants process
Shin-1995-1052-780	780	swim	4. Process > 4.4 Two participants process
Shin-1995-1052-781	781	taste	4. Process > 4.4 Two participants process
Shin-1995-1052-782	782	think	4. Process > 4.4 Two participants process
Shin-1995-1052-783	783	tighten	4. Process > 4.4 Two participants process
Shin-1995-1052-784	784	treat	4. Process > 4.4 Two participants process
Shin-1995-1052-785	785	trim	4. Process > 4.4 Two participants process
Shin-1995-1052-786	786	undo	4. Process > 4.4 Two participants process
Shin-1995-1052-787	787	wait for	4. Process > 4.4 Two participants process
Shin-1995-1052-788	788	walk	4. Process > 4.4 Two participants process
Shin-1995-1052-789	789	wash	4. Process > 4.4 Two participants process
Shin-1995-1052-790	790	wetten	4. Process > 4.4 Two participants process
Shin-1995-1052-791	791	wrap	4. Process > 4.4 Two participants process
Shin-1995-1052-792	792	write	4. Process > 4.4 Two participants process
Shin-1995-1052-793	793	bring	4. Process > 4.5 Three participants process
Shin-1995-1052-794	794	carry	4. Process > 4.5 Three participants process
Shin-1995-1052-795	795	chase	4. Process > 4.5 Three participants process
Shin-1995-1052-796	796	drag	4. Process > 4.5 Three participants process
Shin-1995-1052-797	797	explain	4. Process > 4.5 Three participants process
Shin-1995-1052-798	798	feed	4. Process > 4.5 Three participants process
Shin-1995-1052-799	799	fetch	4. Process > 4.5 Three participants process
Shin-1995-1052-800	800	lie	4. Process > 4.5 Three participants process
Shin-1995-1052-801	801	persuade	4. Process > 4.5 Three participants process
Shin-1995-1052-802	802	pull	4. Process > 4.5 Three participants process
Shin-1995-1052-803	803	push	4. Process > 4.5 Three participants process
Shin-1995-1052-804	804	roll	4. Process > 4.5 Three participants process
Shin-1995-1052-805	805	tell	4. Process > 4.5 Three participants process
Shin-1995-1052-806	806	transport	4. Process > 4.5 Three participants process
Shin-1995-1052-807	807	usw.	4. Process > 4.5 Three participants process
Shin-1995-1052-808	808	abandon	5. Event > 5.1 Ingressive event
Shin-1995-1052-809	809	accept	5. Event > 5.1 Ingressive event
Shin-1995-1052-810	810	acquire	5. Event > 5.1 Ingressive event
Shin-1995-1052-811	811	be born	5. Event > 5.1 Ingressive event
Shin-1995-1052-812	812	become evident	5. Event > 5.1 Ingressive event
Shin-1995-1052-813	813	begin	5. Event > 5.1 Ingressive event
Shin-1995-1052-814	814	borrow	5. Event > 5.1 Ingressive event
Shin-1995-1052-815	815	burst into	5. Event > 5.1 Ingressive event
Shin-1995-1052-816	816	blossom	5. Event > 5.1 Ingressive event
Shin-1995-1052-817	817	carn	5. Event > 5.1 Ingressive event
Shin-1995-1052-818	818	cower	5. Event > 5.1 Ingressive event
Shin-1995-1052-819	819	dare	5. Event > 5.1 Ingressive event
Shin-1995-1052-820	820	enter	5. Event > 5.1 Ingressive event
Shin-1995-1052-821	821	evolve	5. Event > 5.1 Ingressive event
Shin-1995-1052-822	822	faint	5. Event > 5.1 Ingressive event
Shin-1995-1052-823	823	fall asleep	5. Event > 5.1 Ingressive event
Shin-1995-1052-824	824	get	5. Event > 5.1 Ingressive event
Shin-1995-1052-825	825	get cold	5. Event > 5.1 Ingressive event
Shin-1995-1052-826	826	get to know	5. Event > 5.1 Ingressive event
Shin-1995-1052-827	827	get to know	5. Event > 5.1 Ingressive event
Shin-1995-1052-828	828	go out of	5. Event > 5.1 Ingressive event
Shin-1995-1052-829	829	kneel down	5. Event > 5.1 Ingressive event
Shin-1995-1052-830	830	leave	5. Event > 5.1 Ingressive event
Shin-1995-1052-831	831	lend	5. Event > 5.1 Ingressive event
Shin-1995-1052-832	832	let	5. Event > 5.1 Ingressive event
Shin-1995-1052-833	833	lie down	5. Event > 5.1 Ingressive event
Shin-1995-1052-834	834	light	5. Event > 5.1 Ingressive event
Shin-1995-1052-835	835	seize	5. Event > 5.1 Ingressive event
Shin-1995-1052-836	836	sit down	5. Event > 5.1 Ingressive event
Shin-1995-1052-837	837	squat	5. Event > 5.1 Ingressive event
Shin-1995-1052-838	838	stand up	5. Event > 5.1 Ingressive event
Shin-1995-1052-839	839	start	5. Event > 5.1 Ingressive event
Shin-1995-1052-840	840	take off	5. Event > 5.1 Ingressive event
Shin-1995-1052-841	841	wake up	5. Event > 5.1 Ingressive event
Shin-1995-1052-842	842	answer	5. Event > 5.2 Punctual event
Shin-1995-1052-843	843	appear	5. Event > 5.2 Punctual event
Shin-1995-1052-844	844	arrive	5. Event > 5.2 Punctual event
Shin-1995-1052-845	845	ask	5. Event > 5.2 Punctual event
Shin-1995-1052-846	846	become	5. Event > 5.2 Punctual event
Shin-1995-1052-847	847	bend	5. Event > 5.2 Punctual event
Shin-1995-1052-848	848	bite	5. Event > 5.2 Punctual event
Shin-1995-1052-849	849	bounce	5. Event > 5.2 Punctual event
Shin-1995-1052-850	850	box	5. Event > 5.2 Punctual event
Shin-1995-1052-851	851	break	5. Event > 5.2 Punctual event
Shin-1995-1052-852	852	buy	5. Event > 5.2 Punctual event
Shin-1995-1052-853	853	catch	5. Event > 5.2 Punctual event
Shin-1995-1052-854	854	close	5. Event > 5.2 Punctual event
Shin-1995-1052-855	855	comply with	5. Event > 5.2 Punctual event
Shin-1995-1052-856	856	conceal	5. Event > 5.2 Punctual event
Shin-1995-1052-857	857	cough	5. Event > 5.2 Punctual event
Shin-1995-1052-858	858	cover	5. Event > 5.2 Punctual event
Shin-1995-1052-859	859	crack	5. Event > 5.2 Punctual event
Shin-1995-1052-860	860	crash	5. Event > 5.2 Punctual event
Shin-1995-1052-861	861	deceive	5. Event > 5.2 Punctual event
Shin-1995-1052-862	862	disappear	5. Event > 5.2 Punctual event
Shin-1995-1052-863	863	displace	5. Event > 5.2 Punctual event
Shin-1995-1052-864	864	drop	5. Event > 5.2 Punctual event
Shin-1995-1052-865	865	embrace	5. Event > 5.2 Punctual event
Shin-1995-1052-866	866	explode	5. Event > 5.2 Punctual event
Shin-1995-1052-867	867	fell	5. Event > 5.2 Punctual event
Shin-1995-1052-868	868	find out	5. Event > 5.2 Punctual event
Shin-1995-1052-869	869	fix	5. Event > 5.2 Punctual event
Shin-1995-1052-870	870	forget	5. Event > 5.2 Punctual event
Shin-1995-1052-871	871	get frightened	5. Event > 5.2 Punctual event
Shin-1995-1052-872	872	get startled	5. Event > 5.2 Punctual event
Shin-1995-1052-873	873	get stuck	5. Event > 5.2 Punctual event
Shin-1995-1052-874	874	give	5. Event > 5.2 Punctual event
Shin-1995-1052-875	875	graze	5. Event > 5.2 Punctual event
Shin-1995-1052-876	876	guess	5. Event > 5.2 Punctual event
Shin-1995-1052-877	877	hide	5. Event > 5.2 Punctual event
Shin-1995-1052-878	878	hit	5. Event > 5.2 Punctual event
Shin-1995-1052-879	879	hop	5. Event > 5.2 Punctual event
Shin-1995-1052-880	880	jump	5. Event > 5.2 Punctual event
Shin-1995-1052-881	881	knock	5. Event > 5.2 Punctual event
Shin-1995-1052-882	882	lean against	5. Event > 5.2 Punctual event
Shin-1995-1052-883	883	lie to	5. Event > 5.2 Punctual event
Shin-1995-1052-884	884	lift	5. Event > 5.2 Punctual event
Shin-1995-1052-885	885	make	5. Event > 5.2 Punctual event
Shin-1995-1052-886	886	nod	5. Event > 5.2 Punctual event
Shin-1995-1052-887	887	open	5. Event > 5.2 Punctual event
Shin-1995-1052-888	888	pay	5. Event > 5.2 Punctual event
Shin-1995-1052-889	889	pinch	5. Event > 5.2 Punctual event
Shin-1995-1052-890	890	present	5. Event > 5.2 Punctual event
Shin-1995-1052-891	891	put	5. Event > 5.2 Punctual event
Shin-1995-1052-892	892	reject	5. Event > 5.2 Punctual event
Shin-1995-1052-893	893	remember	5. Event > 5.2 Punctual event
Shin-1995-1052-894	894	remove	5. Event > 5.2 Punctual event
Shin-1995-1052-895	895	render	5. Event > 5.2 Punctual event
Shin-1995-1052-896	896	replace	5. Event > 5.2 Punctual event
Shin-1995-1052-897	897	return	5. Event > 5.2 Punctual event
Shin-1995-1052-898	898	save	5. Event > 5.2 Punctual event
Shin-1995-1052-899	899	say	5. Event > 5.2 Punctual event
Shin-1995-1052-900	900	scratch	5. Event > 5.2 Punctual event
Shin-1995-1052-901	901	sell	5. Event > 5.2 Punctual event
Shin-1995-1052-902	902	send	5. Event > 5.2 Punctual event
Shin-1995-1052-903	903	shoot	5. Event > 5.2 Punctual event
Shin-1995-1052-904	904	shout	5. Event > 5.2 Punctual event
Shin-1995-1052-905	905	shut	5. Event > 5.2 Punctual event
Shin-1995-1052-906	906	slap	5. Event > 5.2 Punctual event
Shin-1995-1052-907	907	slide	5. Event > 5.2 Punctual event
Shin-1995-1052-908	908	slip	5. Event > 5.2 Punctual event
Shin-1995-1052-909	909	sneeze	5. Event > 5.2 Punctual event
Shin-1995-1052-910	910	spring	5. Event > 5.2 Punctual event
Shin-1995-1052-911	911	steal	5. Event > 5.2 Punctual event
Shin-1995-1052-912	912	stick	5. Event > 5.2 Punctual event
Shin-1995-1052-913	913	stumble	5. Event > 5.2 Punctual event
Shin-1995-1052-914	914	swallow	5. Event > 5.2 Punctual event
Shin-1995-1052-915	915	take	5. Event > 5.2 Punctual event
Shin-1995-1052-916	916	throw	5. Event > 5.2 Punctual event
Shin-1995-1052-917	917	touch	5. Event > 5.2 Punctual event
Shin-1995-1052-918	918	turn around	5. Event > 5.2 Punctual event
Shin-1995-1052-919	919	turn into	5. Event > 5.2 Punctual event
Shin-1995-1052-920	920	turn off	5. Event > 5.2 Punctual event
Shin-1995-1052-921	921	turn over	5. Event > 5.2 Punctual event
Shin-1995-1052-922	922	vomit	5. Event > 5.2 Punctual event
Shin-1995-1052-923	923	yawn	5. Event > 5.2 Punctual event
Shin-1995-1052-924	924	yell	5. Event > 5.2 Punctual event
Shin-1995-1052-925	925	usw.	5. Event > 5.2 Punctual event
Shin-1995-1052-926	926	bang	5. Event > 5.3 One participant event
Shin-1995-1052-927	927	be born	5. Event > 5.3 One participant event
Shin-1995-1052-928	928	become evident	5. Event > 5.3 One participant event
Shin-1995-1052-929	929	begin	5. Event > 5.3 One participant event
Shin-1995-1052-930	930	break	5. Event > 5.3 One participant event
Shin-1995-1052-931	931	burst	5. Event > 5.3 One participant event
Shin-1995-1052-932	932	burst into blossom	5. Event > 5.3 One participant event
Shin-1995-1052-933	933	cough	5. Event > 5.3 One participant event
Shin-1995-1052-934	934	drop	5. Event > 5.3 One participant event
Shin-1995-1052-935	935	evolve	5. Event > 5.3 One participant event
Shin-1995-1052-936	936	explode	5. Event > 5.3 One participant event
Shin-1995-1052-937	937	faint	5. Event > 5.3 One participant event
Shin-1995-1052-938	938	fall	5. Event > 5.3 One participant event
Shin-1995-1052-939	939	fall asleep	5. Event > 5.3 One participant event
Shin-1995-1052-940	940	get cold	5. Event > 5.3 One participant event
Shin-1995-1052-941	941	get frightened	5. Event > 5.3 One participant event
Shin-1995-1052-942	942	get startled	5. Event > 5.3 One participant event
Shin-1995-1052-943	943	get stuck	5. Event > 5.3 One participant event
Shin-1995-1052-944	944	happen	5. Event > 5.3 One participant event
Shin-1995-1052-945	945	lighten	5. Event > 5.3 One participant event
Shin-1995-1052-946	946	nod	5. Event > 5.3 One participant event
Shin-1995-1052-947	947	sink	5. Event > 5.3 One participant event
Shin-1995-1052-948	948	sneeze	5. Event > 5.3 One participant event
Shin-1995-1052-949	949	start	5. Event > 5.3 One participant event
Shin-1995-1052-950	950	stumble	5. Event > 5.3 One participant event
Shin-1995-1052-951	951	topple	5. Event > 5.3 One participant event
Shin-1995-1052-952	952	vomit	5. Event > 5.3 One participant event
Shin-1995-1052-953	953	wake up	5. Event > 5.3 One participant event
Shin-1995-1052-954	954	yawn	5. Event > 5.3 One participant event
Shin-1995-1052-955	955	yell	5. Event > 5.3 One participant event
Shin-1995-1052-956	956	abandon	5. Event > 5.4 Two participants event
Shin-1995-1052-957	957	accept	5. Event > 5.4 Two participants event
Shin-1995-1052-958	958	acquire	5. Event > 5.4 Two participants event
Shin-1995-1052-959	959	appear	5. Event > 5.4 Two participants event
Shin-1995-1052-960	960	arrive	5. Event > 5.4 Two participants event
Shin-1995-1052-961	961	bend	5. Event > 5.4 Two participants event
Shin-1995-1052-962	962	bite	5. Event > 5.4 Two participants event
Shin-1995-1052-963	963	bounce	5. Event > 5.4 Two participants event
Shin-1995-1052-964	964	box	5. Event > 5.4 Two participants event
Shin-1995-1052-965	965	break	5. Event > 5.4 Two participants event
Shin-1995-1052-966	966	carn	5. Event > 5.4 Two participants event
Shin-1995-1052-967	967	catch	5. Event > 5.4 Two participants event
Shin-1995-1052-968	968	close	5. Event > 5.4 Two participants event
Shin-1995-1052-969	969	comply with	5. Event > 5.4 Two participants event
Shin-1995-1052-970	970	conceal	5. Event > 5.4 Two participants event
Shin-1995-1052-971	971	cover	5. Event > 5.4 Two participants event
Shin-1995-1052-972	972	cower	5. Event > 5.4 Two participants event
Shin-1995-1052-973	973	crack	5. Event > 5.4 Two participants event
Shin-1995-1052-974	974	crash	5. Event > 5.4 Two participants event
Shin-1995-1052-975	975	dare	5. Event > 5.4 Two participants event
Shin-1995-1052-976	976	deceive	5. Event > 5.4 Two participants event
Shin-1995-1052-977	977	disappear	5. Event > 5.4 Two participants event
Shin-1995-1052-978	978	embrace	5. Event > 5.4 Two participants event
Shin-1995-1052-979	979	enter	5. Event > 5.4 Two participants event
Shin-1995-1052-980	980	explode	5. Event > 5.4 Two participants event
Shin-1995-1052-981	981	fell	5. Event > 5.4 Two participants event
Shin-1995-1052-982	982	find out	5. Event > 5.4 Two participants event
Shin-1995-1052-983	983	fix	5. Event > 5.4 Two participants event
Shin-1995-1052-984	984	forget	5. Event > 5.4 Two participants event
Shin-1995-1052-985	985	get	5. Event > 5.4 Two participants event
Shin-1995-1052-986	986	get to know	5. Event > 5.4 Two participants event
Shin-1995-1052-987	987	go out of	5. Event > 5.4 Two participants event
Shin-1995-1052-988	988	graze	5. Event > 5.4 Two participants event
Shin-1995-1052-989	989	guess	5. Event > 5.4 Two participants event
Shin-1995-1052-990	990	hide	5. Event > 5.4 Two participants event
Shin-1995-1052-991	991	hit	5. Event > 5.4 Two participants event
Shin-1995-1052-992	992	hop	5. Event > 5.4 Two participants event
Shin-1995-1052-993	993	jump	5. Event > 5.4 Two participants event
Shin-1995-1052-994	994	kneel down	5. Event > 5.4 Two participants event
Shin-1995-1052-995	995	knock	5. Event > 5.4 Two participants event
Shin-1995-1052-996	996	leave	5. Event > 5.4 Two participants event
Shin-1995-1052-997	997	let	5. Event > 5.4 Two participants event
Shin-1995-1052-998	998	lie down	5. Event > 5.4 Two participants event
Shin-1995-1052-999	999	lie to	5. Event > 5.4 Two participants event
Shin-1995-1052-1000	1000	lift	5. Event > 5.4 Two participants event
Shin-1995-1052-1001	1001	light	5. Event > 5.4 Two participants event
Shin-1995-1052-1002	1002	open	5. Event > 5.4 Two participants event
Shin-1995-1052-1003	1003	pinch	5. Event > 5.4 Two participants event
Shin-1995-1052-1004	1004	reject	5. Event > 5.4 Two participants event
Shin-1995-1052-1005	1005	remember	5. Event > 5.4 Two participants event
Shin-1995-1052-1006	1006	return	5. Event > 5.4 Two participants event
Shin-1995-1052-1007	1007	save	5. Event > 5.4 Two participants event
Shin-1995-1052-1008	1008	say	5. Event > 5.4 Two participants event
Shin-1995-1052-1009	1009	scratch	5. Event > 5.4 Two participants event
Shin-1995-1052-1010	1010	seize	5. Event > 5.4 Two participants event
Shin-1995-1052-1011	1011	shoot	5. Event > 5.4 Two participants event
Shin-1995-1052-1012	1012	shout	5. Event > 5.4 Two participants event
Shin-1995-1052-1013	1013	shut	5. Event > 5.4 Two participants event
Shin-1995-1052-1014	1014	sit down	5. Event > 5.4 Two participants event
Shin-1995-1052-1015	1015	slap	5. Event > 5.4 Two participants event
Shin-1995-1052-1016	1016	slide	5. Event > 5.4 Two participants event
Shin-1995-1052-1017	1017	slip	5. Event > 5.4 Two participants event
Shin-1995-1052-1018	1018	squat	5. Event > 5.4 Two participants event
Shin-1995-1052-1019	1019	stand up	5. Event > 5.4 Two participants event
Shin-1995-1052-1020	1020	start	5. Event > 5.4 Two participants event
Shin-1995-1052-1021	1021	swallow	5. Event > 5.4 Two participants event
Shin-1995-1052-1022	1022	take off	5. Event > 5.4 Two participants event
Shin-1995-1052-1023	1023	touch	5. Event > 5.4 Two participants event
Shin-1995-1052-1024	1024	turn around	5. Event > 5.4 Two participants event
Shin-1995-1052-1025	1025	turn off	5. Event > 5.4 Two participants event
Shin-1995-1052-1026	1026	turn	5. Event > 5.4 Two participants event
Shin-1995-1052-1027	1027	over	5. Event > 5.4 Two participants event
Shin-1995-1052-1028	1028	wake up	5. Event > 5.4 Two participants event
Shin-1995-1052-1029	1029	answer	5. Event > 5.5 Three participants event
Shin-1995-1052-1030	1030	ask	5. Event > 5.5 Three participants event
Shin-1995-1052-1031	1031	become	5. Event > 5.5 Three participants event
Shin-1995-1052-1032	1032	borrow	5. Event > 5.5 Three participants event
Shin-1995-1052-1033	1033	buy	5. Event > 5.5 Three participants event
Shin-1995-1052-1034	1034	displace	5. Event > 5.5 Three participants event
Shin-1995-1052-1035	1035	give	5. Event > 5.5 Three participants event
Shin-1995-1052-1036	1036	lean against	5. Event > 5.5 Three participants event
Shin-1995-1052-1037	1037	lend	5. Event > 5.5 Three participants event
Shin-1995-1052-1038	1038	make	5. Event > 5.5 Three participants event
Shin-1995-1052-1039	1039	pay	5. Event > 5.5 Three participants event
Shin-1995-1052-1040	1040	present	5. Event > 5.5 Three participants event
Shin-1995-1052-1041	1041	put	5. Event > 5.5 Three participants event
Shin-1995-1052-1042	1042	remove	5. Event > 5.5 Three participants event
Shin-1995-1052-1043	1043	render	5. Event > 5.5 Three participants event
Shin-1995-1052-1044	1044	replace	5. Event > 5.5 Three participants event
Shin-1995-1052-1045	1045	say	5. Event > 5.5 Three participants event
Shin-1995-1052-1046	1046	sell	5. Event > 5.5 Three participants event
Shin-1995-1052-1047	1047	send	5. Event > 5.5 Three participants event
Shin-1995-1052-1048	1048	steal	5. Event > 5.5 Three participants event
Shin-1995-1052-1049	1049	stick	5. Event > 5.5 Three participants event
Shin-1995-1052-1050	1050	take	5. Event > 5.5 Three participants event
Shin-1995-1052-1051	1051	throw	5. Event > 5.5 Three participants event
Shin-1995-1052-1052	1052	turn into	5. Event > 5.5 Three participants event
